target_id	length	eff_length	est_counts	tpm
XM_029176008.1	2568	2337.78	2.76832	0.30645
XM_029176009.1	4203	3972.78	1.60809	0.104752
XM_029176010.1	1236	1005.78	89.7567	23.0946
XM_029176011.1	814	583.902	82.4691	36.5509
XM_029176012.1	694	464.062	18.5309	10.3339
XM_029176013.1	693	463.062	2341	1308.31
XM_029176014.1	17928	17697.8	105.9	1.54855
XM_029176015.1	787	556.959	123	57.1516
XM_029176016.1	521	292.387	143	126.568
XM_029176017.1	1219	988.777	1	0.261727
XM_029176018.1	2573	2342.78	142.859	15.7806
XM_029176019.1	2564	2333.78	39.1406	4.34024
XM_029176020.1	2886	2655.78	158.711	15.4654
XM_029176021.1	5925	5694.78	0	0
XM_029176022.1	17922	17691.8	5.59294	0.0818117
XM_029176023.1	5843	5612.78	0	0
XM_029176024.1	5922	5691.78	53.9937	2.45495
XM_029176025.1	5897	5666.78	200.006	9.13385
XM_029176026.1	5097	4866.78	0	0
XM_029176027.1	5600	5369.78	215.496	10.3856
XM_029176028.1	3805	3574.78	164.797	11.9302
XM_029176029.1	3791	3560.78	137.706	10.0082
XM_029176030.1	17775	17544.8	5.00685	0.0738521
XM_029176031.1	5155	4924.78	3.4014e-07	1.78738e-08
XM_029176032.1	2630	2399.78	224	24.1559
XM_029176033.1	2354	2123.78	0	0
XM_029176034.1	3269	3038.78	261.751	22.2913
XM_029176035.1	3025	2794.78	0	0
XM_029176036.1	1503	1272.78	58.249	11.8436
XM_029176037.1	8462	8231.78	0	0
XM_029176038.1	8010	7779.78	0	0
XM_029176039.1	8456	8225.78	0	0
XM_029176040.1	8447	8216.78	0	0
XM_029176041.1	8441	8210.78	13.3177	0.419752
XM_029176042.1	8437	8206.78	4.6521	0.146697
XM_029176043.1	8422	8191.78	133.377	4.21356
XM_029176044.1	2288	2057.78	559.402	70.3513
XM_029176045.1	2346	2115.78	0	0
XM_029176046.1	7605	7374.78	0	0
XM_029176047.1	2201	1970.78	13.6531	1.79283
XM_029176048.1	1848	1617.78	114.646	18.3394
XM_029176049.1	1845	1614.78	13.0224	2.08701
XM_029176050.1	1721	1490.78	138.332	24.0135
XM_029176051.1	1297	1066.78	96	23.2886
XM_029176052.1	1140	909.777	124	35.2722
XM_029176053.1	1157	926.777	229	63.945
XM_029176054.1	4349	4118.78	590.037	37.073
XM_029176055.1	4403	4172.78	41.9629	2.60248
XM_029176056.1	1130	899.777	132	37.9652
XM_029176057.1	18063	17832.8	0	0
XM_029176058.1	1051	820.777	0	0
XM_029176059.1	6144	5913.78	51.8743	2.27004
XM_029176060.1	6043	5812.78	24.1188	1.07379
XM_029176061.1	5787	5556.78	93.3008	4.34519
XM_029176062.1	5868	5637.78	0	0
XM_029176063.1	5634	5403.78	16.7061	0.800063
XM_029176064.1	4977	4746.78	151.165	8.24138
XM_029176065.1	4251	4020.78	55.8346	3.59369
XM_029176066.1	18039	17808.8	0	0
XM_029176067.1	2175	1944.78	22.6582	3.0151
XM_029176068.1	2104	1873.78	126.342	17.4492
XM_029176069.1	3362	3131.78	227	18.7578
XM_029176070.1	1137	906.777	0	0
XM_029176071.1	1253	1022.78	70.832	17.9223
XM_029176072.1	1048	817.777	47.168	14.9265
XM_029176073.1	1096	865.777	157	46.9288
XM_029176074.1	964	733.777	6.67136	2.35286
XM_029176075.1	17952	17721.8	0	0
XM_029176076.1	877	646.777	94.8301	37.9435
XM_029176077.1	891	660.777	2.49856	0.978544
XM_029176078.1	819	588.902	203	89.207
XM_029176079.1	872	641.777	170	68.5506
XM_029176080.1	2767	2536.78	225	22.9534
XM_029176081.1	1987	1756.78	114.573	16.8777
XM_029176082.1	718	488.013	0	0
XM_029176083.1	17928	17697.8	105.9	1.54855
XM_029176084.1	5188	4957.78	19	0.991774
XM_029176085.1	2929	2698.78	0	0
XM_029176086.1	2918	2687.78	40	3.85135
XM_029176087.1	4079	3848.78	761	51.1692
XM_029176088.1	10895	10664.8	394.353	9.56928
XM_029176089.1	10499	10268.8	146.647	3.69575
XM_029176090.1	17922	17691.8	5.59294	0.0818117
XM_029176091.1	10588	10357.8	41.7514	1.04316
XM_029176092.1	9721	9490.78	93.0616	2.53755
XM_029176093.1	10083	9852.78	0	0
XM_029176094.1	9652	9421.78	0	0
XM_029176095.1	10659	10428.8	23.7431	0.589183
XM_029176096.1	3540	3309.78	2.89191	0.226117
XM_029176097.1	10656	10425.8	0	0
XM_029176098.1	10650	10419.8	0	0
XM_029176099.1	10194	9963.78	53.7764	1.39674
XM_029176100.1	10632	10401.8	0	0
XM_029176101.1	10596	10365.8	25.1271	0.627317
XM_029176102.1	17775	17544.8	5.00685	0.0738521
XM_029176103.1	10075	9844.78	70.5404	1.85429
XM_029176104.1	2400	2169.78	100.536	11.9909
XM_029176105.1	2240	2009.78	331.422	42.6756
XM_029176106.1	2478	2247.78	54.0418	6.2219
XM_029176107.1	919	688.777	47	17.659
XM_029176108.1	2396	2165.78	59.185	7.07203
XM_029176109.1	2334	2103.78	72.6838	8.94096
XM_029176110.1	1694	1463.78	113.229	20.0183
XM_029176111.1	2294	2063.78	20.5981	2.58292
XM_029176112.1	808	577.902	153	68.5146
XM_029176113.1	2336	2105.78	8.88062	1.09138
XM_029176114.1	2314	2083.78	58.1194	7.21799
XM_029176115.1	1372	1141.78	137.27	31.113
XM_029176116.1	1226	995.777	34.7297	9.02578
XM_029176117.1	891	660.777	11	4.30808
XM_029176118.1	2175	1944.78	1703	226.616
XM_029176119.1	5173	4942.78	403.491	21.1256
XM_029176120.1	5026	4795.78	183.509	9.90252
XM_029176121.1	4944	4713.78	152	8.34489
XM_029176122.1	4881	4650.78	0	0
XM_029176123.1	2545	2314.78	0	0
XM_029176124.1	3457	3226.78	204.46	16.3978
XM_029176125.1	3379	3148.78	56.5396	4.64684
XM_029176126.1	1526	1295.78	0	0
XM_029176127.1	782	551.959	0.967599	0.453665
XM_029176128.1	796	565.959	0	0
XM_029176129.1	3990	3759.78	7.0324	0.484047
XM_029176130.1	823	592.902	831	362.714
XM_029176131.1	2615	2384.78	244	26.4782
XM_029176132.1	2521	2290.78	0	0
XM_029176133.1	2883	2652.78	223	21.7546
XM_029176134.1	1985	1754.78	249	36.7218
XM_029176135.1	977	746.777	95	32.9214
XM_029176136.1	693	463.062	0	0
XM_029176137.1	1964	1733.78	646	96.4241
XM_029176138.1	1659	1428.78	114	20.6484
XM_029176139.1	1440	1209.78	0	0
XM_029176140.1	2717	2486.78	0.00151789	0.000157961
XM_029176141.1	7277	7046.78	0	0
XM_029176142.1	7271	7040.78	532	19.5541
