GO.ID	Term	Annotated	Significant	Expected	weight01KS	classicKS	weight01KSpadj	classicKSpadj
GO:0032502	developmental process	82	11	12.2	0.17	0.94	1	1
GO:0048519	negative regulation of biological proces...	56	9	8.33	0.18	0.18	1	1
GO:0071704	organic substance metabolic process	100	13	14.88	0.18	0.63	1	1
GO:0032501	multicellular organismal process	85	11	12.64	0.18	0.97	1	1
GO:0048869	cellular developmental process	56	6	8.33	0.28	1.00	1	1
GO:0051179	localization	55	6	8.18	0.33	0.33	1	1
GO:0010467	gene expression	50	7	7.44	0.36	0.36	1	1
GO:0031323	regulation of cellular metabolic process	71	11	10.56	0.36	0.36	1	1
GO:0080090	regulation of primary metabolic process	61	8	9.07	0.38	0.38	1	1
GO:0051171	regulation of nitrogen compound metaboli...	65	10	9.67	0.41	0.41	1	1
GO:0050794	regulation of cellular process	99	14	14.73	0.42	0.81	1	1
GO:0060255	regulation of macromolecule metabolic pr...	64	8	9.52	0.46	0.46	1	1
GO:0043170	macromolecule metabolic process	88	11	13.09	0.49	0.91	1	1
GO:0044238	primary metabolic process	90	11	13.39	0.49	0.91	1	1
GO:0048856	anatomical structure development	81	10	12.05	0.54	0.99	1	1
GO:0034641	cellular nitrogen compound metabolic pro...	50	7	7.44	0.58	0.58	1	1
GO:0048522	positive regulation of cellular process	67	12	9.97	0.59	0.59	1	1
GO:0002376	immune system process	101	14	15.02	0.59	0.91	1	1
GO:0009605	response to external stimulus	76	9	11.31	0.62	0.95	1	1
GO:1901576	organic substance biosynthetic process	51	8	7.59	0.63	0.63	1	1
GO:0044249	cellular biosynthetic process	51	8	7.59	0.63	0.63	1	1
GO:1901564	organonitrogen compound metabolic proces...	67	9	9.97	0.68	0.94	1	1
GO:0002682	regulation of immune system process	59	9	8.78	0.71	0.71	1	1
GO:0009987	cellular process	118	17	17.55	0.72	1.00	1	1
GO:0006955	immune response	65	8	9.67	0.72	0.72	1	1
GO:0044267	cellular protein metabolic process	53	6	7.88	0.74	0.74	1	1
GO:0071840	cellular component organization or bioge...	65	8	9.67	0.76	0.92	1	1
GO:0006725	cellular aromatic compound metabolic pro...	54	6	8.03	0.78	0.78	1	1
GO:1901360	organic cyclic compound metabolic proces...	54	6	8.03	0.78	0.78	1	1
GO:0051716	cellular response to stimulus	69	8	10.26	0.79	0.77	1	1
GO:0007165	signal transduction	63	7	9.37	0.79	0.79	1	1
GO:0051707	response to other organism	67	8	9.97	0.80	0.91	1	1
GO:0048583	regulation of response to stimulus	72	11	10.71	0.81	0.81	1	1
GO:0007154	cell communication	67	7	9.97	0.85	0.90	1	1
GO:0023052	signaling	67	7	9.97	0.85	0.90	1	1
GO:0044237	cellular metabolic process	97	12	14.43	0.85	0.81	1	1
GO:0009653	anatomical structure morphogenesis	50	6	7.44	0.86	0.86	1	1
GO:0098542	defense response to other organism	65	8	9.67	0.87	0.87	1	1
GO:0048731	system development	65	8	9.67	0.90	0.98	1	1
GO:0016043	cellular component organization	63	8	9.37	0.91	0.91	1	1
GO:0007275	multicellular organism development	77	9	11.45	0.93	0.99	1	1
GO:0044260	cellular macromolecule metabolic process	80	9	11.9	0.95	0.95	1	1
GO:0048513	animal organ development	53	7	7.88	0.97	0.97	1	1
GO:0065007	biological regulation	105	14	15.62	0.97	0.97	1	1
GO:0048518	positive regulation of biological proces...	75	12	11.16	0.97	0.88	1	1
GO:0019538	protein metabolic process	57	6	8.48	0.98	0.92	1	1
GO:0006950	response to stress	73	9	10.86	0.99	0.98	1	1
GO:0008150	biological_process	121	18	18	1.00	1.00	1	1
GO:0008152	metabolic process	102	14	15.17	1.00	0.79	1	1
GO:0050789	regulation of biological process	104	14	15.47	1.00	0.85	1	1
GO:0019222	regulation of metabolic process	74	11	11.01	1.00	0.26	1	1
GO:0009607	response to biotic stimulus	67	8	9.97	1.00	0.91	1	1
GO:0050896	response to stimulus	93	11	13.83	1.00	0.86	1	1
GO:0030154	cell differentiation	55	6	8.18	1.00	1.00	1	1
GO:0044419	interspecies interaction between organis...	67	8	9.97	1.00	0.91	1	1
GO:0006952	defense response	65	8	9.67	1.00	0.87	1	1
GO:0006807	nitrogen compound metabolic process	91	11	13.54	1.00	0.95	1	1
GO:0009058	biosynthetic process	51	8	7.59	1.00	0.63	1	1
GO:0043207	response to external biotic stimulus	67	8	9.97	1.00	0.91	1	1
