GO.ID	Term	Annotated	Significant	Expected	weight01KS	classicKS	weight01KSpadj	classicKSpadj
GO:0048523	negative regulation of cellular process	90	23	17.76	0.011	0.011	0.55	0.418
GO:0051641	cellular localization	50	11	9.87	0.017	0.017	0.55	0.418
GO:0048513	animal organ development	106	24	20.92	0.017	0.204	0.55	0.616
GO:0048522	positive regulation of cellular process	123	29	24.28	0.017	0.038	0.55	0.418
GO:0010468	regulation of gene expression	67	15	13.22	0.022	0.022	0.55	0.418
GO:2000112	regulation of cellular macromolecule biosynthetic process	54	14	10.66	0.024	0.024	0.55	0.418
GO:0022412	cellular process involved in reproduction in multicellular organism	72	16	14.21	0.025	0.263	0.55	0.6302153846153846
GO:0051252	regulation of RNA metabolic process	51	13	10.07	0.036	0.036	0.693	0.418
GO:0009605	response to external stimulus	171	36	33.75	0.061	0.186	0.8470000000000001	0.616
GO:0006996	organelle organization	79	20	15.59	0.063	0.063	0.8470000000000001	0.5159
GO:0007276	gamete generation	73	16	14.41	0.064	0.311	0.8470000000000001	0.678379746835443
GO:0048585	negative regulation of response to stimulus	55	14	10.86	0.066	0.066	0.8470000000000001	0.5159
GO:0009617	response to bacterium	83	20	16.38	0.075	0.107	0.86240000000000006	0.616
GO:0042221	response to chemical	84	18	16.58	0.087	0.087	0.86240000000000006	0.6031666666666667
GO:0060429	epithelium development	84	18	16.58	0.089	0.239	0.86240000000000006	0.6302153846153846
GO:0030182	neuron differentiation	62	13	12.24	0.101	0.545	0.86240000000000006	0.7345555555555556
GO:0035295	tube development	62	15	12.24	0.104	0.104	0.86240000000000006	0.616
GO:0051234	establishment of localization	70	13	13.82	0.106	0.067	0.86240000000000006	0.5159
GO:0051179	localization	108	21	21.32	0.112	0.028	0.86240000000000006	0.418
GO:0034654	nucleobase-containing compound biosynthetic process	51	12	10.07	0.112	0.112	0.86240000000000006	0.616
GO:0051173	positive regulation of nitrogen compound metabolic process	67	18	13.22	0.143	0.143	0.9817499999999999	0.616
GO:0051128	regulation of cellular component organization	58	14	11.45	0.151	0.151	0.9817499999999999	0.616
GO:0006464	cellular protein modification process	73	19	14.41	0.156	0.156	0.9817499999999999	0.616
GO:0051171	regulation of nitrogen compound metabolic process	96	24	18.95	0.166	0.030	0.9817499999999999	0.418
GO:0006810	transport	64	10	12.63	0.170	0.170	0.9817499999999999	0.616
