ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"LOC114872242"	NA	chrOU015519.1	+	7599524	7599663	7599745	7599883	7599295	7599442	7599952	7600119	0	2283,2144,2072	2164,2072,1740	9623,1891,1704,2020	8070,1705,1501,1728	238	237	0.499472349561	0.896005749071224	0.512,0.507,0.543	0.543,0.525,0.531,0.538	-0.014
1	"LOC114872156"	NA	chrOU015519.1	+	6941263	6941324	6955725	6955792	6935436	6935558	6966619	6966744	1	0,4,1	5,7,2	1,0,0,0	23,2,1,0	160	166	1	1.0	0.0,0.372,0.342	0.043,0.0,0.0,NA	0.224
2	"LOC114879140"	NA	chrOU015519.1	+	6557527	6562098	6575446	6575494	6555268	6555860	6581212	6581562	2	505,315,202	2,2,4	2403,381,399,514	11,1,2,2	4670	147	0.357371320735	0.7824233379180037	0.888,0.832,0.614	0.873,0.923,0.863,0.89	-0.109
3	"LOC114879140"	NA	chrOU015519.1	+	6595095	6595267	6596900	6597046	6593426	6593586	6598590	6598680	3	25,18,26	19,23,14	151,22,26,20	120,9,22,21	271	245	0.857433975408	1.0	0.543,0.414,0.627	0.532,0.688,0.517,0.463	-0.022
4	"LOC114879140"	NA	chrOU015519.1	+	6595095	6595267	6596900	6597046	6593426	6593586	6599860	6600086	4	25,18,26	10,16,10	152,21,26,20	67,5,10,13	271	245	0.552187893417	0.9241384557367109	0.693,0.504,0.702	0.672,0.792,0.702,0.582	-0.054
5	"LOC114879140"	NA	chrOU015519.1	+	6595095	6595267	6598590	6598680	6593426	6593586	6599860	6600086	5	25,18,26	5,6,4	152,21,26,20	18,1,4,6	271	189	0.303239254498	0.7495984844286383	0.777,0.677,0.819	0.855,0.936,0.819,0.699	-0.07
6	"LOC114879140"	NA	chrOU015519.1	+	6596900	6597046	6598590	6598680	6593426	6593586	6599860	6600086	6	10,16,10	5,6,4	67,5,10,13	18,1,4,6	245	189	0.517567955576	0.9093764175899709	0.607,0.673,0.659	0.742,0.794,0.659,0.626	-0.059
7	"LOC114879140"	NA	chrOU015519.1	+	6596900	6597046	6599860	6600086	6595095	6595267	6600480	6600591	7	33,35,30	66,47,43	168,20,38,25	270,54,59,70	245	325	0.288075717319	0.7311526151732891	0.399,0.497,0.481	0.452,0.329,0.461,0.321	0.068
8	"LOC114879140"	NA	chrOU015519.1	+	6598590	6598680	6599860	6600086	6596900	6597046	6600480	6600591	8	10,8,4	67,49,43	58,4,13,10	277,54,61,72	189	325	0.352737958561	0.7789704875383616	0.204,0.219,0.138	0.265,0.113,0.268,0.193	-0.023
9	"LOC114879140"	NA	chrOU015519.1	+	6598590	6598680	6599860	6600086	6598032	6598101	6600480	6600591	9	9,11,10	66,47,43	30,8,9,9	269,55,59,71	189	325	0.123303725212	0.49078127469250005	0.19,0.287,0.286	0.161,0.2,0.208,0.179	0.067
