ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0	116,138,167	0,0,0	541,91,119,141	0,1,0,0	264	99
1	127,115,153	1,1,0	484,90,88,131	0,0,0,0	284	99
2	108,130,176	1,0,1	561,90,130,129	0,0,0,0	320	99
3	155,169,230	1,0,1	748,126,153,176	0,0,0,0	406	99
4	27,15,32	1,0,0	101,16,17,28	0,0,0,0	282	99
5	26,15,38	0,0,1	102,17,21,30	0,0,0,0	282	99
6	51,34,47	1,0,0	167,25,38,47	0,0,0,0	360	99
7	50,34,53	0,0,1	168,26,42,49	0,0,0,0	360	99
8	338,234,214	0,2,0	1360,231,266,320	2,0,0,0	328	99
9	0,2,0	0,2,0	6,4,1,0	0,0,0,0	242	99
10	0,9,5	0,1,0	13,9,6,5	2,3,1,0	178	99
11	35,37,47	0,0,0	257,48,43,60	3,0,0,1	242	99
12	36,43,41	0,0,0	290,37,43,48	1,1,1,0	259	99
13	89,104,147	0,0,0	651,128,129,153	3,0,0,1	817	99
14	245,234,227	2,4,5	1248,216,236,323	5,1,1,4	233	99
15	0,4,2	2,0,0	405,64,92,84	8,1,1,1	352	99
16	2,2,3	3,8,5	6,0,1,2	21,8,3,5	219	99
17	92,73,65	0,0,0	371,74,63,95	0,0,1,0	224	99
18	22,33,36	2,0,0	136,32,27,23	8,0,2,0	112	99
19	130,132,109	0,1,0	449,69,100,102	0,0,0,0	270	99
20	162,151,115	0,1,0	421,101,105,102	0,0,0,0	190	99
21	64,56,49	0,1,3	282,62,46,54	1,0,1,1	190	99
22	175,164,131	0,0,0	691,130,143,137	2,0,0,0	216	99
23	32,20,34	0,0,1	139,21,17,18	0,0,0,0	180	99
24	2692,3000,2742	0,0,1	12512,2321,2418,2668	0,0,0,0	347	99
25	730,684,1179	1,0,0	3779,519,685,874	0,0,0,0	775	99
26	167,250,259	0,1,1	1092,178,201,252	0,0,0,0	227	99
27	294,391,394	0,1,1	1601,261,304,365	0,0,0,0	269	99
28	111,178,125	0,0,0	464,82,86,93	2,0,0,0	315	99
29	119,187,132	0,0,0	495,87,98,114	2,0,0,0	201	99
30	532,311,468	0,0,0	1114,238,243,349	1,0,0,0	353	99
31	448,235,416	1,1,1	1018,176,195,330	0,0,0,0	273	99
32	7,10,6	0,0,0	32,5,9,6	1,0,0,0	164	99
33	858,476,1203	0,0,0	2693,519,572,1113	2,0,0,0	521	99
34	781,468,1057	0,0,0	2311,469,490,969	2,0,0,0	530	99
35	783,504,1062	0,0,0	2339,485,494,992	2,0,0,0	588	99
36	1059,1083,1040	1,0,0	5595,935,1069,1155	1,0,0,1	1367	99
37	246,151,185	186,177,176	917,159,165,169	452,100,109,100	220	99
38	4213,3803,3847	0,1,0	18051,3061,3359,3603	0,0,0,0	339	99
39	4753,4298,4365	0,1,0	20639,3480,3769,4027	0,0,0,0	311	99
40	4359,4124,3633	1,2,0	17621,3483,3207,3779	0,1,0,0	238	99
41	4239,4050,3302	0,0,1	16068,3296,3004,3487	0,0,0,0	237	99
42	0,1,1	0,0,0	6,1,2,4	0,0,0,1	280	99
43	0,0,1	0,0,0	1,0,0,0	1,0,0,0	116	99
44	161,167,112	0,0,0	808,138,133,146	2,0,0,0	327	99
45	250,288,266	0,1,3	1457,222,294,296	3,0,0,2	261	99
46	542,496,751	0,0,0	2138,428,685,533	2,1,4,1	259	99
47	8074,6893,12004	2,3,0	28783,5048,9002,7470	1,0,0,0	2536	99
48	1,3,4	0,0,0	7,1,4,4	1,0,0,0	195	99
49	5,9,1	2,1,0	10,0,0,1	3,1,1,0	160	99
50	1,4,2	65,54,36	5,0,0,0	259,34,49,62	160	99
51	5,8,0	0,0,0	7,0,0,1	2,0,0,0	160	99
52	1,3,1	3,3,1	1,0,0,0	4,2,2,2	160	99
53	5,10,0	1,0,0	6,0,0,1	2,0,0,0	160	99
54	0,4,1	0,3,0	1,0,0,0	5,0,0,0	160	99
55	6,8,2	65,54,36	24,3,2,0	259,34,49,62	166	99
56	4,7,2	3,3,1	23,2,1,0	4,2,2,2	166	99
57	5,7,2	0,3,0	23,2,1,0	5,0,0,0	166	99
58	9,17,2	2,2,1	31,3,1,1	3,0,0,0	166	99
59	253,224,190	1,0,0	1046,136,161,208	0,0,0,0	294	99
60	329,370,437	0,1,0	1788,343,384,415	0,0,0,0	317	99
61	290,290,213	1,0,2	884,195,209,262	2,0,0,0	222	99
62	61,79,107	1,5,1	225,40,54,79	9,4,0,0	208	99
63	57,71,96	14,3,6	213,38,52,74	27,7,1,3	208	99
64	58,72,96	12,17,7	214,39,53,73	22,5,3,9	208	99
65	59,73,103	82,104,150	215,39,57,75	565,90,118,138	208	99
66	35,40,56	1,1,0	131,27,30,39	1,1,1,0	347	99
67	502,314,200	0,0,0	2399,382,399,509	1,0,0,0	4670	99
68	495,311,196	0,0,0	2360,374,394,508	1,0,0,0	4670	99
69	512,318,206	0,1,0	2442,389,404,515	2,0,0,0	4670	99
70	2,1,4	0,0,0	10,1,2,2	1,0,0,0	147	99
71	8,7,10	1,3,2	57,10,6,7	11,1,0,4	147	99
72	23,27,37	0,0,0	145,25,17,30	1,0,0,0	449	99
73	14,13,7	2,1,4	82,7,13,17	10,0,0,2	126	99
74	5,11,6	12,7,9	37,1,5,10	58,10,13,9	237	99
75	9,12,10	12,7,9	44,4,6,11	58,10,13,9	225	99
76	50,39,46	1,0,0	261,35,56,35	3,0,0,1	271	99
77	25,18,26	1,0,1	151,22,26,20	2,0,0,0	271	99
78	3,3,3	25,21,20	8,2,0,3	111,14,30,15	243	99
79	19,23,14	1,0,1	120,9,22,21	2,0,0,0	245	99
80	43,44,34	0,0,0	228,23,52,35	1,1,0,0	245	99
81	34,37,30	0,0,0	175,19,40,27	2,0,0,0	245	99
82	4,3,5	4,2,1	13,1,2,3	13,0,2,3	153	99
83	3,1,8	0,4,3	8,2,1,2	2,0,1,0	153	99
84	10,10,9	10,9,4	41,8,8,11	62,4,14,10	168	99
85	3,1,1	1,2,0	14,2,1,3	9,0,2,2	168	99
86	5,10,8	10,9,4	22,5,5,5	62,4,14,10	147	99
87	0,3,2	1,2,0	2,1,1,1	9,0,2,2	147	99
