GO.ID	Term	Annotated	Significant	Expected	weight01KS	classicKS	weight01KSpadj	classicKSpadj
GO:0043232	intracellular non-membrane-bounded organelle	104	65	53.5	0.0081	0.0044	0.26164000000000004	0.038971428571428574
GO:1990904	ribonucleoprotein complex	29	22	14.92	0.0086	0.0086	0.26164000000000004	0.05924444444444445
GO:0098687	chromosomal region	21	16	10.8	0.0127	0.0127	0.26164000000000004	0.06975
GO:0000228	nuclear chromosome	29	21	14.92	0.0181	0.0052	0.26164000000000004	0.040299999999999996
GO:1990234	transferase complex	37	27	19.03	0.0211	0.0211	0.26164000000000004	0.08721333333333335
GO:0099080	supramolecular complex	29	19	14.92	0.0567	0.0567	0.5843499999999999	0.18502105263157895
GO:0000785	chromatin	35	25	18	0.0732	0.0135	0.5843499999999999	0.06975
GO:0000790	nuclear chromatin	23	15	11.83	0.0754	0.0754	0.5843499999999999	0.23374
GO:0005654	nucleoplasm	46	27	23.66	0.1174	0.1174	0.6960909090909091	0.30560833333333337
GO:0005700	polytene chromosome	29	19	14.92	0.1183	0.1183	0.6960909090909091	0.30560833333333337
GO:0016020	membrane	195	89	100.31	0.1235	0.9938	0.6960909090909091	1
GO:0032991	protein-containing complex	156	98	80.25	0.1362	0.0016	0.7037	0.037200000000000004
GO:0005737	cytoplasm	289	146	148.66	0.2008	0.4764	0.9576615384615385	0.8687294117647059
GO:0071944	cell periphery	127	62	65.33	0.2304	0.9407	1	1
GO:0043005	neuron projection	42	26	21.6	0.2527	0.3370	1	0.7623785714285715
GO:0045177	apical part of cell	26	17	13.37	0.2631	0.2631	1	0.6273923076923077
GO:0070013	intracellular organelle lumen	87	55	44.75	0.2906	0.0030	1	0.037200000000000004
GO:0005783	endoplasmic reticulum	23	12	11.83	0.3443	0.3443	1	0.7623785714285715
GO:0031981	nuclear lumen	81	52	41.67	0.3611	0.0026	1	0.037200000000000004
GO:1902494	catalytic complex	68	45	34.98	0.4351	0.0194	1	0.08591428571428572
GO:0005634	nucleus	190	106	97.74	0.4372	0.0114	1	0.06975
GO:0098588	bounding membrane of organelle	21	11	10.8	0.4435	0.4435	1	0.8687294117647059
GO:0070161	anchoring junction	25	14	12.86	0.4512	0.4512	1	0.8687294117647059
GO:0005739	mitochondrion	25	12	12.86	0.4574	0.4574	1	0.8687294117647059
GO:0098793	presynapse	20	12	10.29	0.4709	0.4709	1	0.8687294117647059
GO:0030424	axon	29	18	14.92	0.4715	0.4715	1	0.8687294117647059
GO:0005829	cytosol	114	56	58.64	0.5132	0.5132	1	0.8833368421052631
GO:0036477	somatodendritic compartment	25	14	12.86	0.5237	0.5237	1	0.8833368421052631
GO:0005856	cytoskeleton	23	12	11.83	0.5283	0.5283	1	0.8833368421052631
GO:0005576	extracellular region	76	33	39.09	0.5492	0.9019	1	1
GO:0031982	vesicle	44	19	22.63	0.6420	0.9219	1	1
GO:0005938	cell cortex	26	14	13.37	0.6525	0.6525	1	0.9438418604651162
GO:0005887	integral component of plasma membrane	34	19	17.49	0.6546	0.6546	1	0.9438418604651162
GO:0043226	organelle	306	165	157.41	0.6922	0.0320	1	0.11022222222222224
GO:0005622	intracellular	373	194	191.87	0.6956	0.0876	1	0.25862857142857143
GO:0030054	cell junction	54	30	27.78	0.7018	0.5905	1	0.9387435897435897
GO:0005794	Golgi apparatus	22	9	11.32	0.7109	0.7109	1	1
GO:0043231	intracellular membrane-bounded organelle	266	140	136.83	0.7113	0.0164	1	0.07821538461538462
GO:0098590	plasma membrane region	28	16	14.4	0.7639	0.7639	1	1
GO:0045202	synapse	35	20	18	0.7762	0.6502	1	0.9438418604651162
GO:0005773	vacuole	22	9	11.32	0.7952	0.7952	1	1
GO:0012505	endomembrane system	72	34	37.04	0.8320	0.7930	1	1
GO:0005768	endosome	22	12	11.32	0.8599	0.8599	1	1
GO:0042995	cell projection	61	34	31.38	0.8636	0.6160	1	0.9438418604651162
GO:0098796	membrane protein complex	32	16	16.46	0.8846	0.8846	1	1
GO:0016021	integral component of membrane	115	55	59.16	0.8986	0.9823	1	1
GO:0031090	organelle membrane	38	17	19.55	0.9052	0.9812	1	1
GO:0031410	cytoplasmic vesicle	40	17	20.58	0.9276	0.9813	1	1
GO:0005886	plasma membrane	121	56	62.24	0.9484	0.9784	1	1
GO:0005694	chromosome	62	40	31.89	0.9580	0.0249	1	0.09081176470588234
GO:0005615	extracellular space	62	27	31.89	0.9783	0.9783	1	1
GO:0120025	plasma membrane bounded cell projection	58	33	29.84	0.9940	0.5414	1	0.8833368421052631
GO:0031226	intrinsic component of plasma membrane	36	19	18.52	0.9997	0.8338	1	1
GO:0043233	organelle lumen	87	55	44.75	1.0000	0.0030	1	0.037200000000000004
GO:0043227	membrane-bounded organelle	287	152	147.63	1.0000	0.1031	1	0.29055454545454545
GO:0005575	cellular_component	486	250	250	1.0000	1.0000	1	1
GO:0043228	non-membrane-bounded organelle	104	65	53.5	1.0000	0.0044	1	0.038971428571428574
GO:0043229	intracellular organelle	300	161	154.32	1.0000	0.0229	1	0.0887375
GO:0110165	cellular anatomical entity	476	246	244.86	1.0000	0.2050	1	0.5084
GO:0031224	intrinsic component of membrane	117	55	60.19	1.0000	0.9858	1	1
GO:0097708	intracellular vesicle	40	17	20.58	1.0000	0.9813	1	1
GO:0031974	membrane-enclosed lumen	87	55	44.75	1.0000	0.0030	1	0.037200000000000004
