target_id	length	eff_length	est_counts	tpm
XM_029176008.1	2568	2362.95	8.89528	0.262487
XM_029176009.1	4203	3997.95	4.20659	0.0733662
XM_029176010.1	1236	1030.95	261.224	17.6676
XM_029176011.1	814	609.128	353.047	40.4135
XM_029176012.1	694	489.802	37.9533	5.40297
XM_029176013.1	693	488.802	8777	1252.04
XM_029176014.1	17928	17723	274.697	1.08074
XM_029176015.1	787	582.217	542	64.9109
XM_029176016.1	521	320.651	769	167.224
XM_029176017.1	1219	1013.95	2	0.137536
XM_029176018.1	2573	2367.95	816.651	24.0473
XM_029176019.1	2564	2358.95	63.349	1.87251
XM_029176020.1	2886	2680.95	1117.8	29.0723
XM_029176021.1	5925	5719.95	0	0
XM_029176022.1	17922	17717	83.3987	0.328226
XM_029176023.1	5843	5637.95	0	0
XM_029176024.1	5922	5716.95	200.895	2.45024
XM_029176025.1	5897	5691.95	493.614	6.04685
XM_029176026.1	5097	4891.95	12.491	0.17804
XM_029176027.1	5600	5394.95	1012.58	13.0872
XM_029176028.1	3805	3599.95	333.672	6.46288
XM_029176029.1	3791	3585.95	197.021	3.83098
XM_029176030.1	17775	17570	39.03	0.154893
XM_029176031.1	5155	4949.95	61.7241	0.869475
XM_029176032.1	2630	2424.95	690.748	19.8619
XM_029176033.1	2354	2148.95	98.2518	3.18799
XM_029176034.1	3269	3063.95	996.538	22.6785
XM_029176035.1	3025	2819.95	26.3544	0.651652
XM_029176036.1	1503	1297.95	162.108	8.7086
XM_029176037.1	8462	8256.95	0	0
XM_029176038.1	8010	7804.95	0	0
XM_029176039.1	8456	8250.95	0	0
XM_029176040.1	8447	8241.95	0	0
XM_029176041.1	8441	8235.95	43.6257	0.369345
XM_029176042.1	8437	8231.95	106.174	0.899329
XM_029176043.1	8422	8216.95	205.361	1.74265
XM_029176044.1	2288	2082.95	1703.48	57.0244
XM_029176045.1	2346	2140.95	0	0
XM_029176046.1	7605	7399.95	113.839	1.07267
XM_029176047.1	2201	1995.95	0	0
XM_029176048.1	1848	1642.95	327.214	13.887
XM_029176049.1	1845	1639.95	61.8532	2.62987
XM_029176050.1	1721	1515.95	176.933	8.13819
XM_029176051.1	1297	1091.95	313	19.9869
XM_029176052.1	1140	934.95	283	21.1058
XM_029176053.1	1157	951.95	721	52.811
XM_029176054.1	4349	4143.95	1580.9	26.6007
XM_029176055.1	4403	4197.95	180.098	2.99141
XM_029176056.1	1130	924.95	525.583	39.6211
XM_029176057.1	18063	17858	15.8206	0.0617723
XM_029176058.1	1051	845.95	23.417	1.93015
XM_029176059.1	6144	5938.95	204.621	2.4024
XM_029176060.1	6043	5837.95	21.128	0.252349
XM_029176061.1	5787	5581.95	267.992	3.34764
XM_029176062.1	5868	5662.95	0	0
XM_029176063.1	5634	5428.95	170.259	2.18674
XM_029176064.1	4977	4771.95	660.477	9.65084
XM_029176065.1	4251	4045.95	60.5227	1.04304
XM_029176066.1	18039	17834	51.466	0.201222
XM_029176067.1	2175	1969.95	126.619	4.48174
XM_029176068.1	2104	1898.95	200.381	7.35777
XM_029176069.1	3362	3156.95	575	12.7
XM_029176070.1	1137	931.95	53.3044	3.98817
XM_029176071.1	1253	1047.95	418.661	27.8564
