target_id	length	eff_length	est_counts	tpm
XM_029176008.1	2568	2338.51	0.000219869	1.575e-05
XM_029176009.1	4203	3973.51	14.2932	0.602575
XM_029176010.1	1236	1006.51	131.301	21.8527
XM_029176011.1	814	584.568	117.261	33.6028
XM_029176012.1	694	464.668	18.7385	6.75536
XM_029176013.1	693	463.714	4462	1611.89
XM_029176014.1	17928	17698.5	155.049	1.46753
XM_029176015.1	787	557.568	180	54.0792
XM_029176016.1	521	292.418	255	146.08
XM_029176017.1	1219	989.51	1	0.169292
XM_029176018.1	2573	2343.51	282.241	20.1748
XM_029176019.1	2564	2334.51	63.7591	4.57512
XM_029176020.1	2886	2656.51	310.356	19.5706
XM_029176021.1	5925	5695.51	0	0
XM_029176022.1	17922	17692.5	63.6704	0.602842
XM_029176023.1	5843	5613.51	16.3321	0.487375
XM_029176024.1	5922	5692.51	188.908	5.55908
XM_029176025.1	5897	5667.51	241.76	7.14574
XM_029176026.1	5097	4867.51	0	0
XM_029176027.1	5600	5370.51	332.148	10.3603
XM_029176028.1	3805	3575.51	332.521	15.5789
XM_029176029.1	3791	3561.51	121.33	5.70678
XM_029176030.1	17775	17545.5	0	0
XM_029176031.1	5155	4925.51	0	0
XM_029176032.1	2630	2400.51	524	36.5665
XM_029176033.1	2354	2124.51	0	0
XM_029176034.1	3269	3039.51	433.339	23.8825
XM_029176035.1	3025	2795.51	0	0
XM_029176036.1	1503	1273.51	81.6606	10.7415
XM_029176037.1	8462	8232.51	0	0
XM_029176038.1	8010	7780.51	0	0
XM_029176039.1	8456	8226.51	18.8578	0.384
XM_029176040.1	8447	8217.51	0	0
XM_029176041.1	8441	8211.51	58.481	1.19302
XM_029176042.1	8437	8207.51	7.04556	0.1438
XM_029176043.1	8422	8192.51	196.233	4.01246
XM_029176044.1	2288	2058.51	922.037	75.0328
XM_029176045.1	2346	2116.51	0.00712287	0.000563755
XM_029176046.1	7605	7375.51	22.5646	0.512497
XM_029176047.1	2201	1971.51	24.8107	2.10812
XM_029176048.1	1848	1618.51	193.149	19.9909
XM_029176049.1	1845	1615.51	39.0849	4.0528
XM_029176050.1	1721	1491.51	174.766	19.6285
XM_029176051.1	1297	1067.51	189	29.6583
XM_029176052.1	1140	910.51	222	40.8436
XM_029176053.1	1157	927.51	372	67.1862
XM_029176054.1	4349	4119.51	950.063	38.6334
XM_029176055.1	4403	4173.51	102.937	4.13167
XM_029176056.1	1130	900.51	217.758	40.508
XM_029176057.1	18063	17833.5	0.0510848	0.000479855
XM_029176058.1	1051	821.51	14.2422	2.90416
XM_029176059.1	6144	5914.51	197.245	5.58654
XM_029176060.1	6043	5813.51	44.9219	1.29442
XM_029176061.1	5787	5557.51	121.833	3.67232
XM_029176062.1	5868	5638.51	0	0
XM_029176063.1	5634	5404.51	0	0
XM_029176064.1	4977	4747.51	202.613	7.14918
XM_029176065.1	4251	4021.51	73.3873	3.05695
XM_029176066.1	18039	17809.5	0.121004	0.00113816
XM_029176067.1	2175	1945.51	89.3739	7.69543
XM_029176068.1	2104	1874.51	116.626	10.4223
XM_029176069.1	3362	3132.51	309	16.5242
XM_029176070.1	1137	907.51	8.4755	1.56448
XM_029176071.1	1253	1023.51	89.9534	14.7225
XM_029176072.1	1048	818.51	90.5711	18.5362
XM_029176073.1	1096	866.51	312	60.3166
XM_029176074.1	964	734.51	10.0461	2.29115
XM_029176075.1	17952	17722.5	65.1084	0.615414
XM_029176076.1	877	647.51	138.757	35.8975
XM_029176077.1	891	661.51	8.19715	2.07578
XM_029176078.1	819	589.51	366	104.003
XM_029176079.1	872	642.51	309	80.5628
XM_029176080.1	2767	2537.51	352	23.2376
XM_029176081.1	1987	1757.51	239.631	22.8403
XM_029176082.1	718	488.619	1	0.342835
XM_029176083.1	17928	17698.5	155.049	1.46753
XM_029176084.1	5188	4958.51	77	2.60133
XM_029176085.1	2929	2699.51	35.7812	2.22037
XM_029176086.1	2918	2688.51	19.2188	1.19748
XM_029176087.1	4079	3849.51	1135	49.3908
XM_029176088.1	10895	10665.5	909.589	14.2863
XM_029176089.1	10499	10269.5	75.411	1.2301
XM_029176090.1	17922	17692.5	63.6704	0.602842
XM_029176091.1	10588	10358.5	166.234	2.6883
XM_029176092.1	9721	9491.51	178.789	3.15544
XM_029176093.1	10083	9853.51	46.9332	0.797893
XM_029176094.1	9652	9422.51	0	0
XM_029176095.1	10659	10429.5	0	0
XM_029176096.1	3540	3310.51	0	0
XM_029176097.1	10656	10426.5	0	0
XM_029176098.1	10650	10420.5	0	0
XM_029176099.1	10194	9964.51	99.8613	1.67879
XM_029176100.1	10632	10402.5	0	0
XM_029176101.1	10596	10366.5	19.8887	0.321388
XM_029176102.1	17775	17545.5	0	0
XM_029176103.1	10075	9845.51	156.294	2.65926
XM_029176104.1	2400	2170.51	159.953	12.3449
XM_029176105.1	2240	2010.51	482.322	40.1871
XM_029176106.1	2478	2248.51	134.725	10.0371
XM_029176107.1	919	689.51	77	18.7071
XM_029176108.1	2396	2166.51	99.8852	7.72318
XM_029176109.1	2334	2104.51	75.3606	5.99859
XM_029176110.1	1694	1464.51	188.348	21.5439
XM_029176111.1	2294	2064.51	28.9628	2.35006
XM_029176112.1	808	578.568	299	86.571
XM_029176113.1	2336	2106.51	0	0
XM_029176114.1	2314	2084.51	127	10.206
XM_029176115.1	1372	1142.51	195.239	28.6261
XM_029176116.1	1226	996.51	105.761	17.7787
XM_029176117.1	891	661.51	15	3.79849
XM_029176118.1	2175	1945.51	3089	265.975
XM_029176119.1	5173	4943.51	716.282	24.2719
XM_029176120.1	5026	4796.51	103.718	3.62231
XM_029176121.1	4944	4714.51	259	9.20278
XM_029176122.1	4881	4651.51	0	0
XM_029176123.1	2545	2315.51	0	0
XM_029176124.1	3457	3227.51	377.184	19.5768
XM_029176125.1	3379	3149.51	33.8159	1.79859
XM_029176126.1	1526	1296.51	4.4115	0.569988
XM_029176127.1	782	552.568	2.3166	0.702299
XM_029176128.1	796	566.568	0	0
XM_029176129.1	3990	3760.51	12.2719	0.546664
XM_029176130.1	823	593.51	1344	379.339
XM_029176131.1	2615	2385.51	344	24.1564
XM_029176132.1	2521	2291.51	4.41409	0.322682
XM_029176133.1	2883	2653.51	387	24.4313
XM_029176134.1	1985	1755.51	417	39.7913
XM_029176135.1	977	747.51	153	34.2871
XM_029176136.1	693	463.714	0	0
XM_029176137.1	1964	1734.51	815	78.7112
XM_029176138.1	1659	1429.51	233.878	27.4068
XM_029176139.1	1440	1210.51	28.1218	3.89163
XM_029176140.1	2717	2487.51	4.21542	0.283878
XM_029176141.1	7277	7047.51	221.981	5.27638
XM_029176142.1	7271	7041.51	922.019	21.9346
XM_029176143.1	7260	7030.51	0	0
XM_029176144.1	4427	4197.51	4.46292e-05	1.78108e-06
XM_029176145.1	4424	4194.51	479.596	19.1536
XM_029176146.1	4421	4191.51	446.172	17.8315
XM_029176147.1	2653	2423.51	297.232	20.545
XM_029176148.1	1215	985.51	0	0
XM_029176149.1	1039	809.51	367.912	76.1338
XM_029176150.1	2727	2497.51	0.0357377	0.00239704
XM_029176151.1	2554	2324.51	59.7315	4.30455
XM_029176152.1	1607	1377.51	14.8678	1.80804
XM_029176153.1	1336	1106.51	121.489	18.3923
XM_029176154.1	1590	1360.51	113.999	14.0363
XM_029176155.1	793	563.568	0.00137649	0.000409149
XM_029176156.1	1386	1156.51	2	0.289692
XM_029176157.1	4501	4271.51	1139.85	44.7015
XM_029176158.1	4483	4253.51	282.325	11.1188
XM_029176159.1	2581	2351.51	14.4976	1.03277
XM_029176160.1	3725	3495.51	45.825	2.19608
XM_029176161.1	2743	2513.51	113.017	7.53218
XM_029176162.1	2899	2669.51	185.983	11.6707
XM_029176163.1	2758	2528.51	366.839	24.3034
XM_029176164.1	2758	2528.51	124.161	8.22576
XM_029176165.1	1203	973.51	121.701	20.9415
XM_029176166.1	1056	826.51	70.2995	14.2482
XM_029176167.1	5148	4918.51	0	0
