ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
0	"LOC114880061"	NA	chrOU015519.1	-	8110382	8110575	8110382	8110566	8110637	8110878
1	"LOC114872160"	NA	chrOU015519.1	-	7971652	7971911	7971652	7971894	7971992	7972120
2	"LOC114872167"	NA	chrOU015519.1	+	7949599	7949772	7949602	7949772	7949382	7949529
3	"LOC114872167"	NA	chrOU015519.1	+	7949857	7950028	7949896	7950028	7949599	7949772
4	"LOC114872170"	NA	chrOU015519.1	+	7945806	7946376	7945972	7946376	7945584	7945730
5	"LOC114872191"	NA	chrOU015519.1	-	7815500	7815670	7815500	7815628	7816654	7816990
6	"LOC114872195"	NA	chrOU015519.1	-	7778776	7778905	7778776	7778902	7778977	7779080
7	"LOC114872198"	NA	chrOU015519.1	+	7732241	7732501	7732244	7732501	7732086	7732151
8	"LOC114872198"	NA	chrOU015519.1	+	7732241	7732501	7732293	7732501	7732086	7732151
9	"LOC114872198"	NA	chrOU015519.1	+	7732244	7732501	7732293	7732501	7732086	7732151
10	"LOC114872198"	NA	chrOU015519.1	+	7734801	7735337	7734997	7735337	7732618	7733164
11	"LOC114872198"	NA	chrOU015519.1	+	7737425	7738144	7737630	7738144	7736518	7736679
12	"LOC114872198"	NA	chrOU015519.1	+	7737425	7738144	7737672	7738144	7736518	7736679
13	"LOC114872198"	NA	chrOU015519.1	+	7737630	7738144	7737672	7738144	7736518	7736679
14	"LOC114872179"	NA	chrOU015519.1	-	7706304	7706735	7706304	7706726	7706966	7707214
15	"LOC114872179"	NA	chrOU015519.1	-	7706304	7706793	7706304	7706726	7706966	7707214
16	"LOC114872179"	NA	chrOU015519.1	-	7706304	7706793	7706304	7706735	7706966	7707214
17	"LOC114872233"	NA	chrOU015519.1	+	7677707	7679021	7678109	7679021	7676847	7677573
18	"LOC114872240"	NA	chrOU015519.1	+	7602399	7603706	7603131	7603706	7602222	7602324
19	"LOC114872240"	NA	chrOU015519.1	+	7604449	7604802	7604464	7604802	7604142	7604398
20	"LOC114872242"	NA	chrOU015519.1	+	7597897	7598223	7598045	7598223	7592962	7593090
21	"LOC114872242"	NA	chrOU015519.1	+	7597830	7598223	7597897	7598223	7596299	7596635
22	"LOC114872242"	NA	chrOU015519.1	+	7597830	7598223	7598042	7598223	7596299	7596635
23	"LOC114872242"	NA	chrOU015519.1	+	7597830	7598223	7598045	7598223	7596299	7596635
24	"LOC114872242"	NA	chrOU015519.1	+	7597830	7598223	7598070	7598223	7596299	7596635
25	"LOC114872242"	NA	chrOU015519.1	+	7597897	7598223	7598042	7598223	7596299	7596635
26	"LOC114872242"	NA	chrOU015519.1	+	7597897	7598223	7598045	7598223	7596299	7596635
27	"LOC114872242"	NA	chrOU015519.1	+	7597897	7598223	7598070	7598223	7596299	7596635
28	"LOC114872242"	NA	chrOU015519.1	+	7598042	7598223	7598045	7598223	7596299	7596635
29	"LOC114872242"	NA	chrOU015519.1	+	7598042	7598223	7598070	7598223	7596299	7596635
30	"LOC114872242"	NA	chrOU015519.1	+	7598045	7598223	7598070	7598223	7596299	7596635
31	"LOC114872247"	NA	chrOU015519.1	+	7099666	7100077	7099678	7100077	7094031	7099576
32	"LOC114879960"	NA	chrOU015519.1	-	6700242	6700588	6700242	6700573	6700904	6701080
33	"LOC114879960"	NA	chrOU015519.1	-	6701139	6701271	6701139	6701266	6701545	6701919
34	"LOC114879964"	NA	chrOU015519.1	+	6695712	6696673	6696502	6696673	6695468	6695510
35	"LOC114879140"	NA	chrOU015519.1	+	6582963	6583174	6582975	6583174	6582692	6582864
36	"LOC114879140"	NA	chrOU015519.1	+	6594444	6594582	6594456	6594582	6593426	6593586
37	"LOC114879140"	NA	chrOU015519.1	+	6598032	6598101	6598053	6598101	6596900	6597046
38	"LOC114879140"	NA	chrOU015519.1	+	6598032	6598101	6598053	6598101	6597808	6597862
39	"LOC114879151"	NA	chrOU015519.1	+	6504944	6505483	6504950	6505483	6503963	6504281
40	"LOC114879151"	NA	chrOU015519.1	+	6506149	6506810	6506218	6506810	6503963	6504281
41	"LOC114879151"	NA	chrOU015519.1	+	6506149	6506810	6506218	6506810	6505704	6505890
42	"LOC114879162"	NA	chrOU015519.1	-	6402403	6402593	6402403	6402569	6409538	6409673
43	"LOC114879162"	NA	chrOU015519.1	-	6409538	6409673	6409538	6409664	6430813	6430959
44	"LOC114880454"	NA	chrOU015519.1	+	6290480	6290673	6290492	6290673	6289930	6290244
45	"LOC114876643"	NA	chrOU015519.1	-	6123151	6123219	6123151	6123162	6123292	6123665
46	"LOC114876643"	NA	chrOU015519.1	-	6123151	6123222	6123151	6123162	6123292	6123665
47	"LOC114876643"	NA	chrOU015519.1	-	6123151	6123222	6123151	6123219	6123292	6123665
48	"LOC114876700"	NA	chrOU015519.1	-	6054825	6054975	6054825	6054972	6055044	6055265
49	"LOC114876702"	NA	chrOU015519.1	+	6041747	6042270	6041751	6042270	6023981	6024407
50	"LOC114876692"	NA	chrOU015519.1	+	5818464	5819271	5818482	5819271	5818117	5818280
51	"LOC114876695"	NA	chrOU015519.1	-	5607836	5608077	5607836	5608032	5608141	5608236
52	"LOC114871528"	NA	chrOU015519.1	+	5471330	5471762	5471339	5471762	5470807	5471036
53	"LOC114871553"	NA	chrOU015519.1	-	5189752	5189967	5189752	5189955	5191729	5191958
54	"LOC114871553"	NA	chrOU015519.1	-	5189752	5189970	5189752	5189955	5191729	5191958
55	"LOC114871553"	NA	chrOU015519.1	-	5189752	5189970	5189752	5189967	5191729	5191958
56	"LOC114871497"	NA	chrOU015519.1	+	5133084	5133757	5133099	5133757	5132389	5132546
57	"LOC114879062"	NA	chrOU015519.1	-	4163520	4163740	4163520	4163737	4163822	4163998
58	"LOC114879056"	NA	chrOU015519.1	-	4042726	4044405	4042726	4044390	4044462	4044625
59	"LOC114879042"	NA	chrOU015519.1	-	3945135	3945453	3945135	3945450	3945571	3945698
