ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0	91,57,57,46	28,15,12,13	91,33,45,41	17,15,6,12	225	144
1	1,0,0,0	11,10,9,4	0,0,0,0	15,8,10,12	124	254
2	44,12,12,27	1,0,0,1	37,33,25,34	1,1,2,0	132	120
3	1,2,4,7	470,262,309,285	9,6,3,6	606,759,611,533	196	196
4	308,188,231,139	344,170,254,193	265,149,172,156	260,234,299,241	198	201
5	23,9,18,13	94,31,27,23	39,23,22,27	102,75,59,67	330	2202
6	0,2,1,0	71,36,28,23	2,0,1,0	37,20,23,36	187	421
7	11,6,5,3	203,75,92,100	5,8,8,8	239,149,157,171	194	194
8	11,6,5,3	120,65,65,64	5,8,8,8	125,121,141,125	194	194
9	203,75,92,100	120,65,65,64	239,149,157,171	125,121,141,125	194	194
10	6,1,2,0	60,18,33,23	4,2,4,0	42,13,18,42	279	270
11	26,21,11,15	259,145,144,203	19,31,27,20	228,323,227,192	204	999
12	631,370,423,428	1455,754,886,867	560,507,570,535	1216,953,1160,1144	378	511
13	19,10,10,13	40,19,19,17	11,11,6,7	42,16,21,28	142	294
14	3,0,2,0	16,11,16,15	1,2,3,3	25,9,12,13	210	216
15	105,49,73,101	195,104,122,136	80,71,74,67	209,120,135,190	126	340
16	46,12,23,18	98,58,78,44	46,21,28,36	95,52,63,74	148	148
17	46,12,23,18	14,3,13,5	46,21,28,36	9,9,10,6	148	148
18	98,58,78,44	14,3,13,5	95,52,63,74	9,9,10,6	148	148
19	463,271,306,328	1271,777,938,1039	366,457,479,467	1151,1383,1406,1264	138	324
20	85,47,71,73	167,91,107,92	87,96,115,119	176,100,158,156	257	330
21	62,31,44,46	31,21,22,20	72,56,75,78	25,18,38,40	322	203
22	23,6,10,9	31,21,22,20	13,13,15,24	25,18,38,40	184	203
23	9,2,4,2	31,21,20,21	2,5,9,8	26,18,36,39	151	203
24	23,6,10,9	62,31,44,46	13,13,15,24	72,56,75,78	184	322
25	33,25,14,12	6,9,9,1	28,16,16,26	8,7,11,2	234	139
26	26,9,6,10	6,9,9,1	13,8,11,12	8,7,11,2	170	139
27	245,186,185,127	72,38,66,53	287,109,167,255	78,39,59,73	219	222
28	103,52,55,47	3,5,8,3	114,54,48,73	3,6,1,3	210	204
29	32,11,9,15	3,0,1,1	28,31,32,35	3,2,3,0	230	275
30	9,4,10,8	1,0,1,1	17,10,8,8	2,2,0,2	168	144
31	7,4,8,9	18,7,13,7	20,19,18,11	42,24,33,26	309	414
32	292,149,165,111	814,456,473,329	241,125,115,167	768,362,357,470	230	351
33	107,55,55,57	182,85,98,135	115,55,56,62	190,147,149,139	263	263
34	2071,1013,1197,1088	182,85,98,135	2397,1476,1305,1577	190,147,149,139	263	263
35	2071,1013,1197,1088	107,55,55,57	2397,1476,1305,1577	115,55,56,62	263	263
36	201,68,102,67	131,72,82,45	161,79,80,109	99,57,72,93	369	322
37	39,18,30,24	2,2,3,3	28,43,36,34	9,8,4,6	197	135
38	106,64,76,35	122,61,72,38	120,68,65,83	108,44,61,66	235	235
39	99,65,47,39	192,97,113,83	104,49,58,70	163,87,85,115	387	345
40	7,5,3,0	12,3,0,2	6,6,5,2	15,1,8,11	155	1110
41	4,3,3,0	0,0,1,0	7,1,4,3	0,1,0,1	108	105
42	10,8,5,10	30,8,10,10	15,5,2,10	21,7,15,13	152	155
43	1003,513,471,401	79,30,40,26	947,462,558,730	65,34,31,39	3007	289
44	12,4,6,2	36,23,27,12	16,6,8,5	54,24,20,36	155	185
45	50,13,13,11	26,13,11,6	47,14,30,24	39,17,18,20	370	300
46	51,13,13,11	9,11,10,2	46,14,30,24	19,12,11,15	370	223
47	45,17,17,16	36,16,12,11	33,22,38,28	41,14,24,24	318	370
48	18,14,11,7	9,7,3,4	24,10,14,10	8,4,4,5	174	171
49	45,25,22,17	0,1,0,0	48,24,30,22	0,1,1,0	195	108
50	5,1,3,4	2,2,3,2	13,1,6,2	7,2,3,3	195	183
51	24,18,21,14	1141,702,704,570	43,15,25,24	1168,573,609,700	182	733
52	48,32,25,23	13,5,3,10	62,29,22,50	19,6,12,13	432	171
53	65,40,50,21	6,2,2,2	53,25,36,38	3,2,5,2	241	161
54	264,108,128,98	191,107,87,84	184,107,92,141	184,95,99,124	522	322
55	105,50,53,38	46,20,27,26	100,61,86,60	42,16,20,33	179	179
56	32,18,23,9	34,17,22,20	45,27,36,37	51,21,27,51	471	412
57	0,0,1,0	121,55,132,110	0,0,2,0	123,88,129,112	132	505
58	111,50,114,82	55,33,46,52	102,92,136,89	46,37,57,44	505	226
59	19,4,5,3	239,120,150,116	8,2,5,8	162,187,218,237	246	153
60	341,180,195,195	79,49,63,63	269,253,328,288	88,92,59,69	262	325
61	97,66,46,35	15,12,7,7	84,36,46,48	6,3,6,14	427	170
62	5,4,3,2	14,6,10,11	0,0,2,1	11,13,12,10	321	237
63	50,42,22,23	98,64,77,55	45,25,36,25	91,46,57,53	261	255
64	90,48,31,48	15,13,13,10	92,37,35,60	23,16,15,18	332	332
65	23,14,7,6	7,3,3,4	26,15,25,16	8,2,2,2	184	132
66	2,1,5,2	5,11,2,7	4,5,7,7	9,14,19,14	165	377
67	1650,664,804,780	1256,529,581,598	1272,752,678,1117	1066,617,519,867	274	194
68	53,18,20,17	7,0,4,1	49,23,26,18	7,2,5,2	238	161
69	53,18,20,17	20,6,8,8	49,23,26,18	17,7,5,4	238	182
70	61,13,28,22	8,1,3,1	33,19,16,20	4,4,3,2	269	161
71	75,19,33,29	12,8,1,2	48,27,23,27	3,6,3,4	269	161
72	57,23,17,23	11,7,2,2	33,29,21,25	4,5,5,3	269	161
73	53,12,27,20	8,1,3,1	31,15,16,16	4,4,3,2	251	161
74	62,13,30,21	12,8,1,2	35,16,20,21	3,6,3,4	251	161
75	7,0,4,1	20,6,8,8	7,2,5,2	17,7,5,4	161	182
76	225,108,136,111	106,37,62,34	209,113,148,167	104,36,49,68	320	320
77	68,29,52,36	33,16,28,18	61,48,52,48	22,22,29,30	266	276
78	267,64,101,77	12,8,12,4	369,167,176,193	6,9,15,8	171	123
79	4,1,0,3	51,28,27,25	3,3,3,2	47,18,24,15	335	1644
80	229,157,122,99	207,149,119,57	231,98,137,113	167,96,81,78	269	229
81	68,56,65,31	6,2,4,2	84,34,51,54	10,3,4,2	243	177
82	46,18,21,11	642,351,374,310	41,20,16,21	595,360,379,426	233	354
83	536,271,286,232	351,179,184,124	473,286,301,342	329,204,180,180	354	224
84	9,4,3,9	27,6,7,6	14,10,15,8	17,14,6,11	186	186
85	12,6,4,13	27,6,7,6	23,14,24,17	17,14,6,11	189	186
86	9,4,3,9	32,10,10,7	14,10,15,8	15,11,10,7	186	189
87	12,6,4,13	32,10,10,7	23,14,24,17	15,11,10,7	189	189
88	34,23,27,14	2,2,0,2	38,21,18,26	1,1,2,1	261	159
89	30,24,30,17	2,0,1,1	36,25,24,27	0,2,1,1	261	159
90	82,39,50,63	41,18,22,24	60,27,54,63	30,19,20,26	203	203
91	44,28,24,17	69,47,64,30	41,17,11,28	78,25,36,53	225	258
92	8,3,0,2	3,2,2,2	6,0,1,2	5,7,1,6	216	201
93	5,3,5,4	7,6,6,3	5,6,5,8	19,9,10,20	155	174
94	30,20,21,15	126,73,65,62	35,18,18,22	131,60,73,85	157	217
95	44,32,25,35	19,8,13,11	54,22,28,29	25,13,12,26	251	308
96	1,4,1,4	19,8,13,11	1,0,0,1	25,13,12,26	257	308
97	44,32,25,35	20,10,8,14	54,22,28,29	21,11,11,24	251	269
98	1,4,1,4	20,10,8,14	1,0,0,1	21,11,11,24	257	269
99	1,4,1,4	44,32,25,35	1,0,0,1	54,22,28,29	257	251
100	1,0,0,0	5,0,5,3	1,0,0,0	2,7,11,10	147	426
101	3,3,5,1	11,5,6,4	6,9,12,4	5,6,6,8	206	206
102	15,9,5,7	202,106,97,67	20,16,10,8	155,70,98,136	142	488
103	112,101,100,80	583,253,380,260	113,139,149,91	424,612,448,533	178	178
104	264,136,106,161	209,101,125,104	209,90,108,132	182,84,108,117	212	212
105	5,2,4,1	4,2,3,3	1,6,1,4	7,2,1,7	201	303
106	6,2,6,6	5,2,1,0	10,6,2,10	1,2,3,2	303	303
107	7,9,4,5	8,6,4,4	12,9,6,5	9,7,10,5	226	243
