target_id	length	eff_length	est_counts	tpm
XM_029176008.1	2568	2357.21	5.26398	0.138638
XM_029176009.1	4203	3992.21	10.3385	0.160771
XM_029176010.1	1236	1025.21	277.569	16.8083
XM_029176011.1	814	603.455	403.297	41.4903
XM_029176012.1	694	484.15	34.7028	4.4499
XM_029176013.1	693	483.15	9843	1264.77
XM_029176014.1	17928	17717.2	406.486	1.42435
XM_029176015.1	787	576.631	638	68.6892
XM_029176016.1	521	315.589	833	163.866
XM_029176017.1	1219	1008.21	0	0
XM_029176018.1	2573	2362.21	1009.34	26.5267
XM_029176019.1	2564	2353.21	113.664	2.99865
XM_029176020.1	2886	2675.21	1978.77	45.92
XM_029176021.1	5925	5714.21	0	0
XM_029176022.1	17922	17711.2	84.9982	0.297939
XM_029176023.1	5843	5632.21	14.2489	0.157061
XM_029176024.1	5922	5711.21	259.369	2.8194
XM_029176025.1	5897	5686.21	563.762	6.15515
XM_029176026.1	5097	4886.21	26.62	0.338222
XM_029176027.1	5600	5389.21	1167.28	13.4467
XM_029176028.1	3805	3594.21	330.941	5.71627
XM_029176029.1	3791	3580.21	585.296	10.1492
XM_029176030.1	17775	17564.2	18.2656	0.0645611
XM_029176031.1	5155	4944.21	183.481	2.30388
XM_029176032.1	2630	2419.21	651.423	16.7169
XM_029176033.1	2354	2143.21	76.577	2.21819
XM_029176034.1	3269	3058.21	1288.6	26.1588
XM_029176035.1	3025	2814.21	20.2084	0.4458
XM_029176036.1	1503	1292.21	160.187	7.69589
XM_029176037.1	8462	8251.21	0	0
XM_029176038.1	8010	7799.21	82.0683	0.653267
XM_029176039.1	8456	8245.21	0	0
XM_029176040.1	8447	8236.21	0	0
XM_029176041.1	8441	8230.21	105.731	0.797551
XM_029176042.1	8437	8226.21	8.13306	0.061379
XM_029176043.1	8422	8211.21	533.869	4.03639
XM_029176044.1	2288	2077.21	2302.8	68.8242
XM_029176045.1	2346	2135.21	0	0
XM_029176046.1	7605	7394.21	116.112	0.974882
XM_029176047.1	2201	1990.21	18.0863	0.564178
XM_029176048.1	1848	1637.21	156.623	5.93905
XM_029176049.1	1845	1634.21	110.676	4.20447
XM_029176050.1	1721	1510.21	339.701	13.9645
XM_029176051.1	1297	1086.21	443	25.3195
XM_029176052.1	1140	929.212	360	24.0521
XM_029176053.1	1157	946.212	800	52.4889
XM_029176054.1	4349	4138.21	1462.91	21.9468
XM_029176055.1	4403	4192.21	185.09	2.74098
XM_029176056.1	1130	919.212	550.525	37.1815
XM_029176057.1	18063	17852.2	0.0514986	0.000179089
XM_029176058.1	1051	840.212	13.4753	0.995673
XM_029176059.1	6144	5933.21	448.752	4.69551
XM_029176060.1	6043	5832.21	0	0
XM_029176061.1	5787	5576.21	116.01	1.29158
XM_029176062.1	5868	5657.21	0	0
XM_029176063.1	5634	5423.21	118.238	1.35353
XM_029176064.1	4977	4766.21	480.242	6.25536
XM_029176065.1	4251	4040.21	34.758	0.534093
XM_029176066.1	18039	17828.2	0.165024	0.000574651
XM_029176067.1	2175	1964.21	111.282	3.51724
XM_029176068.1	2104	1893.21	162.718	5.33584
XM_029176069.1	3362	3151.21	709	13.968
XM_029176070.1	1137	926.212	69.3974	4.65156
XM_029176071.1	1253	1042.21	552.425	32.9066
XM_029176072.1	1048	837.212	189.178	14.0282
XM_029176073.1	1096	885.212	806	56.5267
XM_029176074.1	964	753.251	31.7195	2.61428
XM_029176075.1	17952	17741.2	126.534	0.442781
XM_029176076.1	877	666.358	300.144	27.9633
XM_029176077.1	891	680.324	21.1366	1.92879
XM_029176078.1	819	608.455	538	54.8933
XM_029176079.1	872	661.391	799	74.9988
XM_029176080.1	2767	2556.21	959	23.291
XM_029176081.1	1987	1776.21	588	20.5517
XM_029176082.1	718	507.927	1	0.122226
XM_029176083.1	17928	17717.2	406.486	1.42435
XM_029176084.1	5188	4977.21	169	2.10798
XM_029176085.1	2929	2718.21	369.702	8.44372
XM_029176086.1	2918	2707.21	43.2984	0.992923
XM_029176087.1	4079	3868.21	2501	40.1393
XM_029176088.1	10895	10684.2	1502.39	8.72984
XM_029176089.1	10499	10288.2	310.609	1.8743
XM_029176090.1	17922	17711.2	84.9982	0.297939
XM_029176091.1	10588	10377.2	148.711	0.889669
XM_029176092.1	9721	9510.21	721.644	4.71084
XM_029176093.1	10083	9872.21	41.0841	0.25836
XM_029176094.1	9652	9441.21	0.416234	0.00273701
XM_029176095.1	10659	10448.2	0	0
XM_029176096.1	3540	3329.21	13.2171	0.246468
XM_029176097.1	10656	10445.2	115.167	0.684502
XM_029176098.1	10650	10439.2	54.3061	0.322959
XM_029176099.1	10194	9983.21	311.251	1.93556
XM_029176100.1	10632	10421.2	65.782	0.391881
XM_029176101.1	10596	10385.2	0	0
XM_029176102.1	17775	17564.2	18.2656	0.0645611
XM_029176103.1	10075	9864.21	211.639	1.33198
XM_029176104.1	2400	2189.21	371.525	10.5358
XM_029176105.1	2240	2029.21	992.865	30.3759
XM_029176106.1	2478	2267.21	435.609	11.9281
XM_029176107.1	919	708.324	339	29.7121
XM_029176108.1	2396	2185.21	195.303	5.54857
XM_029176109.1	2334	2123.21	158.161	4.62457
XM_029176110.1	1694	1483.21	280.451	11.7387
XM_029176111.1	2294	2083.21	80.2004	2.39006
XM_029176112.1	808	597.455	720	74.8158
XM_029176113.1	2336	2125.21	94.6586	2.76518
XM_029176114.1	2314	2103.21	342.341	10.1051
XM_029176115.1	1372	1161.21	512.167	27.382
XM_029176116.1	1226	1015.21	202.833	12.4036
XM_029176117.1	891	680.324	88	8.03031
XM_029176118.1	2175	1964.21	3883	122.728
XM_029176119.1	5173	4962.21	895.912	11.2087
XM_029176120.1	5026	4815.21	233.088	3.00518
XM_029176121.1	4944	4733.21	472	6.19087
XM_029176122.1	4881	4670.21	0	0
XM_029176123.1	2545	2334.21	0	0
XM_029176124.1	3457	3246.21	881.609	16.8603
XM_029176125.1	3379	3168.21	134.391	2.63344
XM_029176126.1	1526	1315.21	0	0
XM_029176127.1	782	571.631	1.48545	0.161328
XM_029176128.1	796	585.573	0	0
XM_029176129.1	3990	3779.21	69.5145	1.14193
XM_029176130.1	823	612.455	4672	473.581
XM_029176131.1	2615	2404.21	893	23.0592
XM_029176132.1	2521	2310.21	13.5525	0.364194
XM_029176133.1	2883	2672.21	733	17.0294
XM_029176134.1	1985	1774.21	924	32.332
XM_029176135.1	977	766.251	319	25.8455
XM_029176136.1	693	483.15	0	0
XM_029176137.1	1964	1753.21	2377	84.1706
XM_029176138.1	1659	1448.21	691.991	29.6643
XM_029176139.1	1440	1229.21	67.0089	3.38432
XM_029176140.1	2717	2506.21	104.498	2.58856
XM_029176141.1	7277	7066.21	478.049	4.20002
XM_029176142.1	7271	7060.21	1585.88	13.945
XM_029176143.1	7260	7049.21	124.068	1.09266
XM_029176144.1	4427	4216.21	0	0
XM_029176145.1	4424	4213.21	1623.36	23.9203
XM_029176146.1	4421	4210.21	1289.17	19.0095
XM_029176147.1	2653	2442.21	568.475	14.4509
XM_029176148.1	1215	1004.21	59.3908	3.67164
XM_029176149.1	1039	828.212	796.887	59.7339
XM_029176150.1	2727	2516.21	0	0
XM_029176151.1	2554	2343.21	202.721	5.37097
XM_029176152.1	1607	1396.21	85.1354	3.78551
XM_029176153.1	1336	1125.21	473.866	26.1449
XM_029176154.1	1590	1379.21	226.799	10.2088
XM_029176155.1	793	582.573	32.2011	3.43152
XM_029176156.1	1386	1175.21	2	0.105652
XM_029176157.1	4501	4290.21	2526.4	36.5586
XM_029176158.1	4483	4272.21	369.981	5.37641
XM_029176159.1	2581	2370.21	1.29823	0.0340039
XM_029176160.1	3725	3514.21	99.6158	1.75981
XM_029176161.1	2743	2532.21	190.524	4.67105
XM_029176162.1	2899	2688.21	437.476	10.1032
XM_029176163.1	2758	2547.21	929.388	22.6515
XM_029176164.1	2758	2547.21	223.612	5.44999
XM_029176165.1	1203	992.212	252.01	15.7681
XM_029176166.1	1056	845.212	158.99	11.678
XM_029176167.1	5148	4937.21	28.0638	0.352882
XM_029176168.1	5133	4922.21	1039.94	13.1163
XM_029176169.1	5052	4841.21	0	0
XM_029176170.1	4959	4748.21	25.8042	0.337385
XM_029176171.1	4660	4449.21	228.748	3.19183
XM_029176172.1	4732	4521.21	19.8577	0.272671
XM_029176173.1	1984	1773.21	1407.96	49.294
XM_029176174.1	4531	4320.21	0	0
XM_029176175.1	4433	4222.21	85.4222	1.25602
XM_029176176.1	4497	4286.21	67.4972	0.977638
XM_029176177.1	4359	4148.21	56.8569	0.850919
XM_029176178.1	5022	4811.21	229.853	2.96593
XM_029176179.1	4702	4491.21	0	0
XM_029176180.1	4403	4192.21	0.00201468	2.98351e-05
XM_029176181.1	3897	3686.21	362.451	6.10428
XM_029176182.1	4989	4778.21	484.247	6.29169
XM_029176183.1	3957	3746.21	380.552	6.30649
XM_029176184.1	3369	3158.21	4.44441	0.0873653
XM_029176185.1	3739	3528.21	0.00185823	3.26973e-05
XM_029176186.1	3826	3615.21	90.599	1.55581
XM_029176187.1	4965	4754.21	253.344	3.30825
XM_029176188.1	3982	3771.21	61.9903	1.02049
XM_029176189.1	4278	4067.21	192.081	2.93193
XM_029176190.1	1764	1553.21	4993.42	199.587
XM_029176191.1	3884	3673.21	62.009	1.04803
XM_029176192.1	3786	3575.21	184.173	3.19809
XM_029176193.1	4896	4685.21	50.9052	0.674526
XM_029176194.1	4725	4514.21	37.606	0.517179
XM_029176195.1	735	524.849	269.094	31.8299
XM_029176196.1	709	499.002	56.1865	6.99029
XM_029176197.1	731	520.849	31.7199	3.78081
XM_029176198.1	10002	9791.21	0.952257	0.00603787
XM_029176199.1	1754	1543.21	2331.81	93.8066
XM_029176200.1	10890	10679.2	228.321	1.32731
XM_029176201.1	10872	10661.2	223.668	1.30246
XM_029176202.1	9924	9713.21	0.332239	0.00212351
XM_029176203.1	9894	9683.21	1.10911	0.00711082
XM_029176204.1	9888	9677.21	462.367	2.96621
XM_029176205.1	10757	10546.2	190.949	1.12405
XM_029176206.1	10726	10515.2	672.944	3.97308
XM_029176207.1	9780	9569.21	1440.16	9.34328
XM_029176208.1	10648	10437.2	601.2	3.57602
XM_029176209.1	10863	10652.2	0	0
XM_029176210.1	1993	1782.21	4.21244e-07	1.46737e-08
XM_029176211.1	5743	5532.21	611.913	6.86683
XM_029176212.1	5733	5522.21	0	0
XM_029176213.1	5641	5430.21	0	0
XM_029176214.1	5613	5402.21	0	0
XM_029176215.1	4842	4631.21	280.513	3.76032
XM_029176216.1	4795	4584.21	30.7273	0.416127
XM_029176217.1	4599	4388.21	11.8468	0.167602
XM_029176218.1	7262	7051.21	2326.45	20.4831
XM_029176219.1	7177	6966.21	2227.44	19.8507
