ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
0	"LOC114876654"	NA	chrOU015519.1	-	5757727	5757772	5758045	5758171	5757385	5757472	5758263	5758399
2	"LOC114871522"	NA	chrOU015519.1	+	4826791	4826824	4827893	4827914	4824129	4824318	4840436	4840538
3	"LOC114871547"	NA	chrOU015519.1	+	4432004	4432101	4432613	4432710	4430488	4430615	4433138	4433223
4	"LOC114871547"	NA	chrOU015519.1	+	4432004	4432101	4433328	4433416	4430488	4430615	4434371	4434668
6	"LOC114877840"	NA	chrOU015519.1	-	2834004	2836107	2836788	2837019	2832412	2833014	2837350	2837472
11	"LOC114878476"	NA	chrOU015518.1	+	4350938	4351043	4351434	4352334	4350257	4350401	4352910	4353313
12	"LOC114880579"	NA	chrOU015518.1	+	3695628	3695907	3697286	3697698	3692937	3693455	3698353	3699138
13	"LOC114882828"	NA	chrOU015518.1	+	2064144	2064187	2064330	2064525	2063749	2064058	2065710	2065855
15	"LOC114881700"	NA	chrOU015518.1	-	1638501	1638742	1639409	1639436	1637330	1637572	1639696	1639836
20	"LOC114873001"	NA	chrOU015518.1	-	789601	789705	790142	790365	789340	789421	790649	791101
22	"LOC114873001"	NA	chrOU015518.1	-	789601	789705	790649	790701	789340	789421	790864	791101
23	"LOC114873001"	NA	chrOU015518.1	-	790142	790365	790506	790591	789340	789421	790649	791101
30	"LOC114880750"	NA	chrOU015510.1	-	20136	20388	20699	20830	19907	20037	21323	21365
35	"LOC114875351"	NA	chrOU015510.1	+	6062393	6062449	6071561	6072572	6060937	6061034	6080548	6080716
36	"LOC114881376"	NA	chrOU015510.1	-	2039933	2039939	2050597	2050606	2036039	2036282	2059809	2059970
38	"LOC114873062"	NA	chrOU015509.1	+	151854	152091	158929	159045	135459	135712	159339	160834
39	"LOC114880353"	NA	chrOU015517.1	+	7650234	7653142	7657521	7657711	7618898	7618982	7662864	7662978
40	"LOC114880353"	NA	chrOU015517.1	+	7657521	7657711	7662864	7662978	7650234	7653142	7671428	7671596
42	"LOC114870925"	NA	chrOU015504.1	+	14359332	14359425	14359654	14360116	14358411	14358582	14360955	14361159
43	"LOC114880889"	NA	chrOU015508.1	-	9845369	9845570	9863069	9863340	9838687	9838837	9875813	9876032
46	"LOC114872087"	NA	chrOU015512.1	+	3484885	3484968	3486091	3486725	3483428	3484057	3490228	3490314
47	"LOC114879923"	NA	chrOU015511.1	+	9863506	9863929	9864386	9864609	9860236	9860577	9865405	9865542
48	"LOC114879923"	NA	chrOU015511.1	+	9863506	9863929	9864386	9864609	9860236	9860767	9865405	9865542
50	"LOC114878903"	NA	chrOU015509.1	+	5497086	5497119	5502933	5503339	5496712	5496834	5505154	5505281
51	"LOC114871608"	NA	chrOU015509.1	-	2635281	2635335	2635871	2636018	2634466	2634590	2636260	2636360
53	"LOC114872092"	NA	chrOU015512.1	+	3347255	3347583	3347694	3347765	3346988	3347181	3348621	3348843
57	"LOC114871951"	NA	chrOU015504.1	+	11291078	11291163	11297748	11297832	11290253	11290336	11323954	11324059
59	"LOC114871208"	NA	chrOU015508.1	+	2291329	2291504	2295894	2295989	2287796	2287903	2297103	2297361
62	"LOC114871077"	NA	chrOU015508.1	+	2053547	2053717	2054041	2054103	2052633	2052917	2054393	2054476
65	"LOC114871077"	NA	chrOU015508.1	+	2053565	2053717	2054041	2054103	2052633	2052917	2054393	2054476
70	"LOC114880697"	NA	chrOU015508.1	-	10243896	10244026	10249941	10250111	10240576	10240691	10252943	10253223
71	"LOC114882762"	NA	chrOU015507.1	+	12510949	12511093	12511611	12511689	12510702	12510877	12512816	12512977
72	"LOC114882802"	NA	chrOU015507.1	+	12094210	12094465	12094631	12094756	12076218	12076352	12094969	12095197
73	"LOC114873162"	NA	chrOU015509.1	-	24342	24470	24556	24623	23855	23993	28791	28930
78	"LOC114880380"	NA	chrOU015513.1	-	5908381	5908441	5909070	5909232	5907779	5907923	5909341	5909626
79	"LOC114880380"	NA	chrOU015513.1	-	5908381	5908441	5909070	5909232	5907779	5907932	5909341	5909626
81	"LOC114875046"	NA	chrOU015516.1	+	3593296	3593395	3593726	3593875	3592714	3592950	3593997	3594182
82	"LOC114879884"	NA	chrOU015509.1	-	3010080	3010184	3011237	3011258	3009659	3009730	3011826	3012008
83	"LOC114874721"	NA	chrOU015507.1	+	9813779	9813905	9813990	9814149	9813650	9813709	9814211	9814400
84	"LOC114875691"	NA	chrOU015518.1	+	7463509	7463626	7465367	7465469	7463334	7463427	7466094	7467311
85	"LOC114875691"	NA	chrOU015518.1	+	7463509	7463626	7465835	7465982	7463334	7463427	7466094	7467311
86	"LOC114875691"	NA	chrOU015518.1	+	7465367	7465469	7465835	7465982	7463334	7463427	7466094	7467311
94	"LOC114873991"	NA	chrOU015507.1	-	7374337	7374457	7383194	7383284	7372755	7372925	7388178	7388302
96	"LOC114879993"	NA	chrOU015507.1	-	5765578	5765657	5766517	5766598	5763996	5764982	5766680	5766773
102	"LOC114874075"	NA	chrOU015507.1	+	2530514	2530652	2534053	2534336	2509733	2509778	2538754	2538780
104	"LOC114879681"	NA	chrOU015513.1	+	10667142	10667204	10668851	10668990	10664346	10664576	10669695	10670161
107	"LOC114876853"	NA	chrOU015509.1	+	6049539	6049604	6050246	6050328	6048837	6049023	6050766	6050850
108	"LOC114876853"	NA	chrOU015509.1	+	6049539	6049604	6050258	6050328	6049175	6049391	6050766	6050850
109	"LOC114876853"	NA	chrOU015509.1	+	6050246	6050328	6050766	6050850	6048837	6049023	6051120	6051298
110	"LOC114876853"	NA	chrOU015509.1	+	6050258	6050328	6050766	6050850	6048838	6049023	6051120	6051298
111	"LOC114876853"	NA	chrOU015509.1	+	6050258	6050328	6050766	6050850	6049539	6049604	6051120	6051298
112	"LOC114872510"	NA	chrOU015506.1	+	9484260	9484284	9485859	9485946	9482968	9483381	9490021	9492334
113	"LOC114871916"	NA	chrOU015504.1	+	15892100	15892145	15893925	15893964	15890632	15890812	15896619	15896767
114	"LOC114872535"	NA	chrOU015506.1	-	9004311	9004324	9004634	9004672	9002552	9002622	9004866	9005177
116	"LOC114880753"	NA	chrOU015506.1	-	11499076	11499139	11501474	11501570	11497392	11497468	11502971	11503130
117	"LOC114880753"	NA	chrOU015506.1	-	11499076	11499139	11505437	11505587	11497392	11497468	11510647	11510704
118	"LOC114880753"	NA	chrOU015506.1	-	11499076	11499139	11510647	11510704	11497392	11497468	11518750	11518840
119	"LOC114880753"	NA	chrOU015506.1	-	11505437	11505587	11510647	11510704	11502971	11503130	11518750	11518840
120	"LOC114880753"	NA	chrOU015506.1	-	11510647	11510704	11518750	11518840	11505437	11505587	11527236	11527297
124	"LOC114874522"	NA	chrOU015509.1	+	4618618	4618770	4618912	4618951	4618386	4618548	4619039	4619460
127	"LOC114871729"	NA	chrOU015506.1	+	4931953	4932016	4932403	4932523	4931229	4931413	4933091	4933151
128	"LOC114871729"	NA	chrOU015506.1	+	4932403	4932523	4933091	4933151	4931953	4932016	4933389	4934860
129	"LOC114870982"	NA	chrOU015506.1	+	4828318	4828405	4828936	4829167	4827374	4827514	4833709	4833817
130	"LOC114870982"	NA	chrOU015506.1	+	4828318	4828405	4828936	4829167	4827374	4827514	4835179	4835389
138	"LOC114872172"	NA	chrOU015519.1	+	7905310	7905462	7909368	7909501	7904791	7905006	7918861	7921829
139	"LOC114872172"	NA	chrOU015519.1	+	7905310	7905462	7909368	7909501	7904791	7905006	7925559	7925628
140	"LOC114872172"	NA	chrOU015519.1	+	7905310	7905462	7909368	7909501	7904791	7905006	7929656	7930053
141	"LOC114872172"	NA	chrOU015519.1	+	7909368	7909501	7918861	7921829	7905310	7905462	7921933	7923571
142	"LOC114872172"	NA	chrOU015519.1	+	7909368	7909501	7925559	7925628	7905310	7905462	7929656	7930053
143	"LOC114872172"	NA	chrOU015519.1	+	7911954	7912023	7915632	7915717	7909368	7909501	7925559	7925628
145	"LOC114880410"	NA	chrOU015508.1	+	4725103	4725242	4748359	4748485	4724451	4724669	4778491	4778939
146	"LOC114877587"	NA	chrOU015515.1	-	398728	398997	400929	401320	398418	398655	401439	401449
147	"LOC114877587"	NA	chrOU015515.1	-	398728	398997	400929	401449	398418	398655	415884	416466
148	"LOC114877587"	NA	chrOU015515.1	-	398728	398997	401439	401449	398418	398655	415884	416466
149	"LOC114877587"	NA	chrOU015515.1	-	398728	398997	400929	401449	398418	398655	425276	425826
150	"LOC114877587"	NA	chrOU015515.1	-	398728	398997	401439	401449	398418	398655	425276	425826
231	"LOC114872364"	NA	chrOU015506.1	-	5246994	5247068	5247347	5247454	5246555	5246858	5247542	5247671
232	"LOC114875862"	NA	chrOU015505.1	-	14031753	14031897	14032043	14032336	14031577	14031692	14032492	14033053
234	"LOC114874017"	NA	chrOU015510.1	-	506309	509914	511120	511335	505899	505964	511941	512258
235	"LOC114883033"	NA	chrOU015505.1	+	9076896	9076931	9077813	9077922	9076175	9076817	9078226	9078288
236	"LOC114875983"	NA	chrOU015514.1	-	6070372	6070560	6077544	6077790	6070047	6070299	6101768	6102254
237	"LOC114882923"	NA	chrOU015504.1	-	8499761	8499879	8500041	8500182	8499499	8499661	8501271	8501449
238	"LOC114882923"	NA	chrOU015504.1	-	8499761	8499879	8500041	8500182	8499499	8499661	8501336	8501464
239	"LOC114882923"	NA	chrOU015504.1	-	8499761	8499879	8500041	8500182	8499499	8499661	8501426	8501509
241	"LOC114878743"	NA	chrOU015518.1	-	1951681	1951881	1952227	1952288	1951512	1951622	1952493	1952675
247	"LOC114875441"	NA	chrOU015504.1	-	7282414	7282515	7283506	7283607	7271877	7271916	7284085	7284209
249	"LOC114871975"	NA	chrOU015509.1	+	7352575	7352658	7354122	7354336	7346124	7346359	7360376	7360584
252	"LOC114871851"	NA	chrOU015504.1	+	17007827	17008097	17008503	17008743	17007209	17007580	17009120	17009556
254	"LOC114879650"	NA	chrOU015513.1	-	10511530	10511596	10512497	10512732	10511018	10511350	10512813	10512994
255	"LOC114871346"	NA	chrOU015515.1	+	4334896	4335436	4349214	4349499	4333912	4334007	4349787	4349996
267	"LOC114876930"	NA	chrOU015504.1	-	5223773	5223877	5224611	5224710	5219116	5219254	5225086	5225150
275	"LOC114872016"	NA	chrOU015505.1	+	6310350	6310383	6377878	6378088	6279827	6279863	6440475	6440712
276	"LOC114871127"	NA	chrOU015508.1	+	1482902	1483324	1487821	1487939	1476889	1477048	1489012	1489208
279	"LOC114875352"	NA	chrOU015510.1	-	5942480	5942616	5943571	5943687	5941428	5942399	5943852	5944053
281	"LOC114878683"	NA	chrOU015517.1	-	358397	358700	359096	359192	357254	357664	359607	359896
282	"LOC114872821"	NA	chrOU015504.1	-	12674568	12674670	12681592	12681717	12674004	12674264	12683293	12683441
286	"LOC114872288"	NA	chrOU015508.1	-	8217428	8217440	8258486	8258594	8196277	8196376	8258934	8258970
287	"LOC114877910"	NA	chrOU015507.1	+	1932138	1932231	1937840	1937870	1930062	1930327	1941580	1941703
288	"LOC114877910"	NA	chrOU015507.1	+	1932138	1932231	1937840	1937882	1930062	1930327	1941580	1941703
290	"LOC114875205"	NA	chrOU015511.1	-	9778793	9778920	9779206	9779250	9778285	9778373	9779381	9779522
291	"LOC114875205"	NA	chrOU015511.1	-	9778793	9778930	9779206	9779250	9778285	9778373	9779381	9779522
295	"LOC114879072"	NA	chrOU015514.1	+	3394438	3394574	3408810	3408926	3377021	3377329	3415253	3415350
297	"LOC114878606"	NA	chrOU015514.1	-	1293679	1293802	1294015	1294198	1293063	1293307	1294935	1295007
298	"LOC114878606"	NA	chrOU015514.1	-	1293679	1293802	1294015	1294198	1293063	1293307	1295120	1295293
299	"LOC114878606"	NA	chrOU015514.1	-	1293792	1293802	1294015	1294198	1293329	1293647	1294935	1295007
300	"LOC114878606"	NA	chrOU015514.1	-	1294015	1294198	1294935	1295007	1293679	1293802	1295120	1295293
301	"LOC114879294"	NA	chrOU015515.1	+	723046	723232	723310	723445	722589	722738	723660	723863
304	"LOC114878692"	NA	chrOU015505.1	-	12922044	12922235	12927398	12927471	12918395	12918533	12934125	12935168
306	"LOC114877793"	NA	chrOU015505.1	+	10218921	10219237	10224013	10224164	10218622	10218824	10224842	10225080
308	"LOC114879956"	NA	chrOU015507.1	-	5747282	5747387	5752516	5752725	5735168	5735310	5754399	5754553
309	"LOC114872113"	NA	chrOU015512.1	-	2831073	2831127	2833463	2833530	2827669	2828042	2853995	2854767
310	"LOC114880666"	NA	chrOU015512.1	-	7374973	7375070	7376296	7376417	7373262	7373470	7378833	7378961
311	"LOC114880666"	NA	chrOU015512.1	-	7374973	7375070	7376296	7376420	7373262	7373470	7378833	7378961
312	"LOC114880666"	NA	chrOU015512.1	-	7374973	7375070	7376296	7376417	7373262	7373470	7380652	7380995
313	"LOC114880666"	NA	chrOU015512.1	-	7374973	7375070	7376296	7376420	7373262	7373470	7380652	7380995
314	"LOC114877140"	NA	chrOU015505.1	-	13585035	13585306	13585362	13585470	13584663	13584946	13585541	13585639
315	"LOC114871637"	NA	chrOU015509.1	+	2442015	2442216	2442965	2443140	2441110	2441621	2449320	2449490
316	"LOC114881108"	NA	chrOU015504.1	-	3960468	3960737	3973816	3973974	3959036	3959283	3979522	3979663
319	"LOC114877376"	NA	chrOU015518.1	+	3767051	3767087	3767247	3767388	3766684	3766906	3767471	3767674
323	"LOC114870916"	NA	chrOU015504.1	+	14432082	14432253	14432742	14432832	14431687	14431754	14432960	14433053
324	"LOC114873184"	NA	chrOU015515.1	+	2172718	2173086	2180019	2180126	2168939	2169190	2182722	2182796
325	"LOC114873184"	NA	chrOU015515.1	+	2172718	2173086	2180023	2180126	2168939	2169190	2182722	2182796
328	"LOC114874966"	NA	chrOU015507.1	+	11152645	11152726	11152959	11153044	11151777	11151885	11153103	11153286
329	"LOC114874478"	NA	chrOU015509.1	+	4499257	4499393	4499799	4500070	4498414	4498540	4500140	4501061
330	"LOC114874478"	NA	chrOU015509.1	+	4499257	4499404	4499799	4500070	4498414	4498540	4500140	4501061
332	"LOC114882806"	NA	chrOU015508.1	-	509417	509516	509986	510143	509219	509309	510454	510815
334	"LOC114880408"	NA	chrOU015505.1	-	11986383	11986528	11987134	11987245	11985843	11986302	11987685	11987796
335	"LOC114880408"	NA	chrOU015505.1	-	11986383	11986528	11987685	11987796	11985843	11986302	11987937	11988086
336	"LOC114880408"	NA	chrOU015505.1	-	11987134	11987245	11987685	11987796	11986383	11986528	11987937	11988086
337	"LOC114879111"	NA	chrOU015505.1	+	945139	945184	948306	948315	943201	944568	949699	949891
338	"LOC114876215"	NA	chrOU015505.1	-	1565432	1565656	1568900	1569029	1564795	1564953	1572968	1573051
340	"LOC114871468"	NA	chrOU015505.1	+	11216759	11217182	11226422	11226775	11216279	11216361	11226895	11227249
341	"LOC114876069"	NA	chrOU015506.1	-	380048	380201	385378	385735	379524	379641	412909	413014
342	"LOC114878883"	NA	chrOU015505.1	+	4213675	4213984	4247117	4247375	4213171	4213486	4258161	4258357
343	"LOC114878883"	NA	chrOU015505.1	+	4247117	4247375	4258161	4258357	4213171	4213984	4283081	4283537
344	"LOC114878883"	NA	chrOU015505.1	+	4258161	4258357	4283081	4283537	4247117	4247375	4285274	4285481
345	"LOC114879402"	NA	chrOU015505.1	+	2067294	2067424	2067695	2067768	2066464	2066539	2068024	2068215
347	"LOC114879193"	NA	chrOU015505.1	+	5208839	5208920	5209007	5209088	5208671	5208752	5209175	5209256
348	"LOC114876607"	NA	chrOU015514.1	+	8595187	8595214	8599132	8599226	8585290	8585350	8609101	8610432
349	"LOC114878899"	NA	chrOU015509.1	+	5385963	5386061	5386415	5386499	5384970	5385107	5387085	5387244
350	"LOC114872051"	NA	chrOU015505.1	-	6059847	6060032	6060748	6060973	6059364	6059649	6061300	6061499
351	"LOC114872051"	NA	chrOU015505.1	-	6059847	6060032	6060748	6061012	6059364	6059649	6061300	6061499
352	"LOC114874392"	NA	chrOU015512.1	+	6805746	6805795	6900723	6900860	6775061	6775107	6902806	6902963
353	"LOC114874392"	NA	chrOU015512.1	+	6900723	6900860	6902806	6902963	6805746	6805795	6905133	6905362
354	"LOC114874392"	NA	chrOU015512.1	+	6902806	6902963	6905133	6905427	6900723	6900860	6915466	6916170
356	"LOC114871342"	NA	chrOU015515.1	+	3967442	3967497	3997118	3997126	3940851	3940897	4038572	4038904
357	"LOC114871342"	NA	chrOU015515.1	+	3997118	3997126	4038572	4038904	3967442	3967497	4046839	4046973
362	"LOC114875816"	NA	chrOU015505.1	-	13939106	13939166	13942216	13942303	13937174	13938554	13943044	13943171
364	"LOC114875816"	NA	chrOU015505.1	-	13942216	13942303	13943622	13943846	13937174	13938554	13943934	13944055
365	"LOC114875816"	NA	chrOU015505.1	-	13942216	13942303	13943622	13943846	13939106	13939166	13943934	13944055
366	"LOC114875270"	NA	chrOU015511.1	+	9660165	9660232	9660288	9660337	9659549	9659688	9661188	9661212
