ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
15	"LOC114872233"	NA	chrOU015519.1	+	7677707	7679021	7678109	7679021	7676847	7677573
18	"LOC114872242"	NA	chrOU015519.1	+	7597897	7598223	7598070	7598223	7592962	7593090
29	"LOC114872242"	NA	chrOU015519.1	+	7598268	7598508	7598296	7598508	7598102	7598223
32	"LOC114879960"	NA	chrOU015519.1	-	6701139	6701271	6701139	6701266	6701510	6701919
33	"LOC114879960"	NA	chrOU015519.1	-	6701139	6701271	6701139	6701266	6701545	6701919
40	"LOC114879151"	NA	chrOU015519.1	+	6506149	6506810	6506218	6506810	6503963	6504281
61	"LOC114880249"	NA	chrOU015519.1	-	3747727	3747880	3747727	3747854	3750136	3750342
73	"LOC114877853"	NA	chrOU015519.1	+	2930845	2931061	2931019	2931061	2927679	2927821
93	"LOC114880802"	NA	chrOU015518.1	+	8719215	8719472	8719449	8719472	8718836	8719081
94	"LOC114880802"	NA	chrOU015518.1	+	8719215	8719472	8719449	8719472	8719017	8719105
99	"LOC114875713"	NA	chrOU015518.1	-	7772434	7772770	7772434	7772766	7773249	7773339
101	"LOC114875713"	NA	chrOU015518.1	-	7772434	7772770	7772434	7772766	7775017	7775118
107	"LOC114877708"	NA	chrOU015518.1	+	7328384	7328849	7328507	7328849	7327791	7328142
116	"LOC114877834"	NA	chrOU015518.1	-	6208150	6209854	6208150	6209851	6212396	6212725
132	"LOC114878478"	NA	chrOU015518.1	-	4362803	4362945	4362803	4362923	4363061	4363248
135	"LOC114877392"	NA	chrOU015518.1	+	3976509	3976724	3976515	3976724	3973539	3973736
162	"LOC114876010"	NA	chrOU015518.1	-	624148	624406	624148	624398	625382	625950
172	"LOC114876023"	NA	chrOU015518.1	-	517492	518228	517492	518225	518462	518639
197	"LOC114875900"	NA	chrOU015517.1	-	5406502	5406705	5406502	5406590	5429509	5429730
216	"LOC114882862"	NA	chrOU015518.1	+	2051237	2051911	2051703	2051911	2050940	2051058
218	"LOC114882862"	NA	chrOU015518.1	+	2051703	2051911	2051767	2051911	2050940	2051058
243	"LOC114878078"	NA	chrOU015508.1	-	8005341	8005573	8005341	8005563	8005676	8005811
247	"LOC114873499"	NA	chrOU015509.1	-	747157	747405	747157	747390	750148	750169
270	"LOC114872028"	NA	chrOU015505.1	+	6104889	6105375	6104943	6105375	6103740	6103843
271	"LOC114872028"	NA	chrOU015505.1	+	6104824	6105375	6104889	6105375	6103740	6104222
272	"LOC114872028"	NA	chrOU015505.1	+	6104824	6105375	6104943	6105375	6103740	6104222
273	"LOC114872028"	NA	chrOU015505.1	+	6104889	6105375	6104943	6105375	6103740	6104222
286	"LOC114870925"	NA	chrOU015504.1	+	14338437	14338709	14338664	14338709	14337461	14337744
314	"LOC114877935"	NA	chrOU015508.1	-	5560502	5560621	5560502	5560592	5561413	5561995
317	"LOC114877942"	NA	chrOU015508.1	+	5406303	5406482	5406334	5406482	5406111	5406240
323	"LOC114871608"	NA	chrOU015509.1	-	2637934	2638160	2637934	2638150	2638430	2638593
341	"LOC114871077"	NA	chrOU015508.1	+	2053547	2053717	2053565	2053717	2052633	2052917
354	"LOC114871024"	NA	chrOU015508.1	+	1432334	1432737	1432528	1432737	1432053	1432250
362	"LOC114878888"	NA	chrOU015509.1	-	5554720	5555012	5554720	5555009	5555240	5555370
363	"LOC114878888"	NA	chrOU015509.1	-	5554720	5555012	5554720	5555009	5555455	5555759
381	"LOC114882687"	NA	chrOU015508.1	-	87358	87711	87358	87707	89307	89390
382	"LOC114882743"	NA	chrOU015508.1	+	57942	58243	57983	58243	56301	56332
390	"LOC114876087"	NA	chrOU015506.1	-	263993	264089	263993	264063	264210	264417
391	"LOC114876087"	NA	chrOU015506.1	-	263993	264123	263993	264063	264210	264417
392	"LOC114876087"	NA	chrOU015506.1	-	263993	264123	263993	264089	264210	264417
410	"LOC114875179"	NA	chrOU015507.1	+	11368777	11368915	11368825	11368915	11368559	11368648
419	"LOC114874428"	NA	chrOU015507.1	-	11273960	11274253	11273960	11274241	11275009	11275136
428	"LOC114879884"	NA	chrOU015509.1	-	3010374	3010560	3010374	3010512	3011826	3012008
434	"LOC114873584"	NA	chrOU015516.1	-	9096120	9096282	9096120	9096265	9096506	9097168
439	"LOC114874738"	NA	chrOU015507.1	-	9759368	9760471	9759368	9760363	9762415	9762571
440	"LOC114874738"	NA	chrOU015507.1	-	9759368	9760474	9759368	9760363	9762415	9762571
441	"LOC114874738"	NA	chrOU015507.1	-	9759368	9760474	9759368	9760471	9762415	9762571
445	"LOC114874749"	NA	chrOU015507.1	+	9609352	9609894	9609370	9609894	9608252	9608397
461	"LOC114880125"	NA	chrOU015508.1	-	7620525	7621081	7620525	7621055	7621754	7622408
481	"LOC114877458"	NA	chrOU015507.1	+	3632134	3633902	3632196	3633902	3631411	3631558
498	"LOC114876998"	NA	chrOU015514.1	-	2728206	2728634	2728206	2728350	2728702	2728854
501	"LOC114877282"	NA	chrOU015518.1	-	6498187	6499119	6498187	6499077	6501518	6503404
506	"LOC114879681"	NA	chrOU015513.1	+	10669589	10670161	10669695	10670161	10664346	10664576
508	"LOC114879681"	NA	chrOU015513.1	+	10669695	10670161	10669716	10670161	10664346	10664576
509	"LOC114879681"	NA	chrOU015513.1	+	10669589	10670161	10669695	10670161	10667142	10667204
511	"LOC114879681"	NA	chrOU015513.1	+	10669695	10670161	10669716	10670161	10667142	10667204
531	"LOC114878328"	NA	chrOU015510.1	+	190766	191154	190980	191154	190509	190682
534	"LOC114874791"	NA	chrOU015505.1	-	9830489	9830787	9830489	9830638	9834292	9834968
536	"LOC114876853"	NA	chrOU015509.1	+	6050246	6050328	6050258	6050328	6049539	6049604
543	"LOC114874339"	NA	chrOU015513.1	-	3003949	3007939	3003949	3006031	3008012	3008215
549	"LOC114876960"	NA	chrOU015507.1	+	10690983	10691195	10690985	10691195	10690170	10690344
568	"LOC114873194"	NA	chrOU015515.1	-	2285430	2287824	2285430	2285535	2288096	2288323
570	"LOC114881594"	NA	chrOU015509.1	-	5351309	5351618	5351309	5351594	5351790	5352249
571	"LOC114881594"	NA	chrOU015509.1	-	5351309	5351646	5351309	5351594	5351790	5352249
572	"LOC114881594"	NA	chrOU015509.1	-	5351309	5351689	5351309	5351594	5351790	5352249
578	"LOC114881594"	NA	chrOU015509.1	-	5351309	5351689	5351309	5351594	5351932	5352249
580	"LOC114881594"	NA	chrOU015509.1	-	5351309	5351689	5351309	5351618	5351932	5352249
581	"LOC114881594"	NA	chrOU015509.1	-	5351309	5351689	5351309	5351646	5351932	5352249
582	"LOC114881594"	NA	chrOU015509.1	-	5351309	5351618	5351309	5351594	5352155	5352242
583	"LOC114881594"	NA	chrOU015509.1	-	5351309	5351646	5351309	5351594	5352155	5352242
584	"LOC114881594"	NA	chrOU015509.1	-	5351309	5351646	5351309	5351618	5352155	5352242
597	"LOC114871166"	NA	chrOU015506.1	-	5370587	5371911	5370587	5370842	5372209	5372370
605	"LOC114874522"	NA	chrOU015509.1	+	4619039	4619460	4619127	4619460	4618386	4618548
618	"LOC114876766"	NA	chrOU015512.1	+	2083430	2083660	2083473	2083660	2081758	2081838
619	"LOC114872483"	NA	chrOU015506.1	-	9216484	9216569	9216484	9216560	9228954	9228987
637	"LOC114880742"	NA	chrOU015510.1	+	38114	38138	38117	38138	37724	37941
638	"LOC114880742"	NA	chrOU015510.1	+	38114	38138	38117	38138	37724	37956
682	"LOC114872072"	NA	chrOU015512.1	-	3248532	3248699	3248532	3248576	3248764	3248788
688	"LOC114882670"	NA	chrOU015508.1	-	552813	553219	552813	552973	553436	553562
690	"LOC114878633"	NA	chrOU015508.1	-	11102827	11102926	11102827	11102923	11107059	11107137
711	"LOC114882881"	NA	chrOU015504.1	+	9386830	9387020	9387017	9387020	9386714	9386765
716	"LOC114871841"	NA	chrOU015504.1	-	16999465	17000060	16999465	16999974	17000224	17000399
717	"LOC114871841"	NA	chrOU015504.1	-	16999465	17000060	16999465	16999974	17000347	17000434
732	"LOC114871020"	NA	chrOU015508.1	+	1863946	1864156	1863985	1864156	1862627	1862832
736	"LOC114872679"	NA	chrOU015506.1	-	1612258	1612460	1612258	1612455	1613298	1613474
737	"LOC114880748"	NA	chrOU015510.1	+	21895	22211	21965	22211	21571	21621
744	"LOC114882895"	NA	chrOU015504.1	+	8270741	8271154	8270800	8271154	8269628	8269720
750	"LOC114875608"	NA	chrOU015513.1	-	8050907	8051134	8050907	8051120	8051221	8051564
779	"LOC114875107"	NA	chrOU015512.1	+	8117029	8117257	8117062	8117257	8106350	8107549
781	"LOC114875107"	NA	chrOU015512.1	+	8117029	8117257	8117062	8117257	8111820	8112713
811	"LOC114881976"	NA	chrOU015507.1	+	2301360	2301520	2301363	2301520	2298523	2298601
824	"LOC114871209"	NA	chrOU015508.1	-	1827142	1827349	1827142	1827277	1827590	1829883
828	"LOC114878641"	NA	chrOU015508.1	+	11219976	11220235	11219988	11220235	11219442	11219582
834	"LOC114875774"	NA	chrOU015505.1	+	13948944	13949112	13948957	13949112	13948619	13948750
839	"LOC114880261"	NA	chrOU015508.1	+	4219008	4219303	4219194	4219303	4218291	4218375
853	"LOC114882913"	NA	chrOU015504.1	+	9307742	9308954	9307756	9308954	9307572	9307686
860	"LOC114873759"	NA	chrOU015511.1	-	8302750	8302844	8302750	8302826	8369845	8370497
863	"LOC114883214"	NA	chrOU015504.1	-	14825496	14825641	14825496	14825605	14826464	14827730
868	"LOC114876882"	NA	chrOU015507.1	+	10865681	10867653	10867162	10867653	10862744	10862958
873	"LOC114874502"	NA	chrOU015509.1	-	4381245	4381358	4381245	4381330	4381795	4381829
876	"LOC114878684"	NA	chrOU015506.1	+	2842717	2843940	2843476	2843940	2839272	2839447
924	"LOC114877482"	NA	chrOU015512.1	-	252963	253140	252963	253135	253227	253321
925	"LOC114877482"	NA	chrOU015512.1	-	252963	253140	252963	253135	253438	253590
931	"LOC114872686"	NA	chrOU015506.1	-	1924318	1924707	1924318	1924449	1925635	1925959
944	"LOC114875205"	NA	chrOU015511.1	-	9778793	9778930	9778793	9778920	9779206	9779250
945	"LOC114875205"	NA	chrOU015511.1	-	9778793	9778930	9778793	9778920	9779381	9779522
952	"LOC114880013"	NA	chrOU015513.1	-	5748848	5749179	5748848	5749167	5770268	5771527
977	"LOC114881830"	NA	chrOU015504.1	+	5829720	5830075	5829732	5830075	5820048	5820367
992	"LOC114872810"	NA	chrOU015504.1	+	13055013	13064999	13055043	13064999	13052925	13053149
1005	"LOC114873390"	NA	chrOU015513.1	-	10002839	10003220	10002839	10003174	10003335	10003598
1010	"LOC114871226"	NA	chrOU015506.1	+	4262778	4263097	4262824	4263097	4261984	4262263
1024	"LOC114880786"	NA	chrOU015505.1	+	12130925	12131369	12131208	12131369	12130653	12130872
1025	"LOC114880786"	NA	chrOU015505.1	+	12130977	12131369	12131208	12131369	12130653	12130872
1027	"LOC114880786"	NA	chrOU015505.1	+	12132770	12133344	12133111	12133344	12130653	12131369
1029	"LOC114880786"	NA	chrOU015505.1	+	12132770	12133344	12133111	12133344	12131461	12131657
1045	"LOC114871107"	NA	chrOU015508.1	+	1944621	1944735	1944647	1944735	1944045	1944152
1052	"LOC114872744"	NA	chrOU015517.1	+	4897962	4898328	4898122	4898328	4897385	4897645
1053	"LOC114877804"	NA	chrOU015506.1	+	7557214	7557396	7557240	7557396	7556519	7556618
1055	"LOC114877804"	NA	chrOU015506.1	+	7557214	7557396	7557240	7557396	7556644	7557078
1079	"LOC114876450"	NA	chrOU015517.1	+	3279527	3279996	3279532	3279996	3279162	3279392
1081	"LOC114879095"	NA	chrOU015516.1	+	7953629	7953852	7953725	7953852	7953434	7953524
1090	"LOC114873079"	NA	chrOU015512.1	+	811400	812422	812356	812422	810332	810387
1091	"LOC114873079"	NA	chrOU015512.1	+	811400	812422	812356	812422	810701	810881
1097	"LOC114876153"	NA	chrOU015504.1	-	15433887	15434253	15433887	15434240	15434305	15434462
1098	"LOC114876153"	NA	chrOU015504.1	-	15433887	15434253	15433887	15434240	15434310	15434462
1108	"LOC114874801"	NA	chrOU015505.1	+	9844949	9845129	9845002	9845129	9844182	9844330
1134	"LOC114877177"	NA	chrOU015505.1	-	13316176	13317615	13316176	13316492	13317761	13318016
1135	"LOC114877177"	NA	chrOU015505.1	-	13316176	13317620	13316176	13316492	13317761	13318016
1147	"LOC114871637"	NA	chrOU015509.1	+	2442015	2442216	2442026	2442216	2431850	2432031
1148	"LOC114871637"	NA	chrOU015509.1	+	2442015	2442216	2442026	2442216	2435694	2437747
1160	"LOC114877612"	NA	chrOU015515.1	-	116961	117092	116961	117078	118069	118256
1192	"LOC114882883"	NA	chrOU015504.1	-	9371702	9372031	9371702	9372012	9372776	9373222
1205	"LOC114883221"	NA	chrOU015504.1	-	15006759	15007310	15006759	15007292	15007408	15007587
1213	"LOC114879821"	NA	chrOU015505.1	-	12230214	12230290	12230214	12230271	12230598	12230825
1222	"LOC114876580"	NA	chrOU015514.1	-	8907266	8907498	8907266	8907420	8908339	8908519
1254	"LOC114871868"	NA	chrOU015504.1	+	15998444	15998789	15998526	15998789	15997552	15997792
1255	"LOC114871868"	NA	chrOU015504.1	+	15998444	15998789	15998526	15998789	15997798	15997901
1264	"LOC114880859"	NA	chrOU015511.1	-	5534563	5534908	5534563	5534688	5535110	5535267
1275	"LOC114877433"	NA	chrOU015512.1	+	154591	154816	154655	154816	154259	154436
1276	"LOC114877433"	NA	chrOU015512.1	+	154591	154816	154665	154816	154259	154436
1277	"LOC114877433"	NA	chrOU015512.1	+	154591	154816	154717	154816	154259	154436
1288	"LOC114874149"	NA	chrOU015505.1	+	2192643	2192861	2192762	2192861	2192441	2192546
1297	"LOC114875585"	NA	chrOU015513.1	-	8194304	8194438	8194304	8194418	8195853	8196421
1309	"LOC114877984"	NA	chrOU015506.1	-	3279437	3280040	3279437	3279965	3280564	3280743
1310	"LOC114877984"	NA	chrOU015506.1	-	3279437	3280040	3279437	3279978	3280564	3280743
1317	"LOC114877984"	NA	chrOU015506.1	-	3279437	3279978	3279437	3279965	3280784	3281386
1318	"LOC114877984"	NA	chrOU015506.1	-	3279437	3280040	3279437	3279965	3280784	3281386
1319	"LOC114877984"	NA	chrOU015506.1	-	3279437	3280040	3279437	3279978	3280784	3281386
1335	"LOC114876337"	NA	chrOU015513.1	+	8595658	8595956	8595671	8595956	8594978	8595127
1344	"LOC114872051"	NA	chrOU015505.1	-	6062369	6062494	6062369	6062491	6068070	6068154
1354	"LOC114879092"	NA	chrOU015516.1	+	7986213	7986435	7986219	7986435	7960168	7960253
1356	"LOC114879092"	NA	chrOU015516.1	+	7986213	7986435	7986219	7986435	7978279	7978888
1385	"LOC114871100"	NA	chrOU015508.1	+	2242637	2243111	2242940	2243111	2242230	2242323
1392	"LOC114877345"	NA	chrOU015509.1	+	2260681	2261590	2260824	2261590	2258962	2258980
1393	"LOC114877345"	NA	chrOU015509.1	+	2260681	2261590	2261000	2261590	2258962	2258980
1394	"LOC114877345"	NA	chrOU015509.1	+	2260824	2261590	2261000	2261590	2258962	2258980
1395	"LOC114877345"	NA	chrOU015509.1	+	2260673	2261590	2260681	2261590	2259045	2259070
1407	"LOC114883013"	NA	chrOU015505.1	-	8929624	8930170	8929624	8929724	8930582	8930718
1410	"LOC114876933"	NA	chrOU015504.1	+	5240574	5240781	5240577	5240781	5238839	5238987
1412	"LOC114880952"	NA	chrOU015506.1	-	11613411	11613666	11613411	11613437	11615285	11615551
1413	"LOC114880952"	NA	chrOU015506.1	-	11613411	11613666	11613411	11613437	11615564	11615903
1414	"LOC114880952"	NA	chrOU015506.1	-	11613411	11613666	11613411	11613437	11615995	11616014
1427	"LOC114875270"	NA	chrOU015511.1	+	9662429	9662744	9662471	9662744	9661752	9662095
1447	"LOC114872702"	NA	chrOU015506.1	+	1499859	1500206	1499996	1500206	1498703	1498726
1448	"LOC114872702"	NA	chrOU015506.1	+	1499859	1500206	1500129	1500206	1498703	1498726
1449	"LOC114872702"	NA	chrOU015506.1	+	1499996	1500206	1500129	1500206	1498703	1498726
1451	"LOC114872702"	NA	chrOU015506.1	+	1499859	1500206	1500129	1500206	1498960	1498982
1452	"LOC114872702"	NA	chrOU015506.1	+	1499996	1500206	1500129	1500206	1498960	1498982
1454	"LOC114871475"	NA	chrOU015505.1	+	11662036	11662433	11662245	11662433	11661121	11661215
1497	"LOC114883241"	NA	chrOU015504.1	+	13849047	13849610	13849261	13849610	13848711	13848931
1512	"LOC114873699"	NA	chrOU015511.1	-	8822233	8822944	8822233	8822513	8827284	8827372
1518	"LOC114874084"	NA	chrOU015505.1	-	2390204	2390243	2390204	2390239	2390385	2390414
1525	"LOC114879234"	NA	chrOU015514.1	+	9908007	9908565	9908024	9908565	9907680	9907949
1526	"LOC114877833"	NA	chrOU015506.1	+	2446705	2448069	2447097	2448069	2444488	2444624
1529	"LOC114878186"	NA	chrOU015509.1	-	9226716	9226930	9226716	9226916	9227013	9227036
1569	"LOC114878339"	NA	chrOU015510.1	-	383437	385116	383437	383558	385948	386723
1570	"LOC114873417"	NA	chrOU015513.1	-	10204153	10205665	10204153	10204375	10207458	10207506
1571	"LOC114873417"	NA	chrOU015513.1	-	10204153	10205665	10204153	10204375	10207787	10207936
1577	"LOC114875061"	NA	chrOU015516.1	-	3543809	3544037	3543809	3544013	3546565	3546685
1580	"LOC114873265"	NA	chrOU015515.1	-	2088470	2088935	2088470	2088923	2089001	2089081
1595	"LOC114880151"	NA	chrOU015510.1	-	2337775	2338008	2337775	2337995	2357705	2358346
1621	"LOC114876984"	NA	chrOU015510.1	+	4818548	4818880	4818552	4818880	4818150	4818295
1622	"LOC114876984"	NA	chrOU015510.1	+	4818516	4818880	4818548	4818880	4818150	4818305
1624	"LOC114876984"	NA	chrOU015510.1	+	4818548	4818880	4818552	4818880	4818150	4818305
1654	"LOC114881153"	NA	chrOU015511.1	+	1428792	1429222	1428832	1429222	1427234	1427617
1655	"LOC114881153"	NA	chrOU015511.1	+	1428801	1429222	1428832	1429222	1427234	1427617
1668	"LOC114878247"	NA	chrOU015512.1	+	8371171	8371321	8371174	8371321	8365770	8366541
1672	"LOC114874219"	NA	chrOU015513.1	+	9404454	9404716	9404465	9404716	9404030	9404301
1680	"LOC114881039"	NA	chrOU015511.1	-	2711820	2711892	2711820	2711888	2712013	2712427
1683	"LOC114875758"	NA	chrOU015511.1	-	3442218	3442501	3442218	3442294	3442600	3442707
1686	"LOC114877113"	NA	chrOU015511.1	-	4753349	4755572	4753349	4754552	4755650	4756090
1716	"LOC114880997"	NA	chrOU015511.1	+	6696576	6696938	6696745	6696938	6692582	6693598
1740	"LOC114873697"	NA	chrOU015511.1	-	8528697	8529140	8528697	8528770	8539372	8539697
1748	"LOC114876059"	NA	chrOU015506.1	+	453187	453357	453210	453357	452243	452313
1766	"LOC114875273"	NA	chrOU015511.1	+	9712037	9712235	9712041	9712235	9711225	9711497
1768	"LOC114877755"	NA	chrOU015514.1	+	2171179	2171363	2171182	2171363	2170766	2171016
1770	"LOC114877755"	NA	chrOU015514.1	+	2171179	2171363	2171182	2171363	2171103	2171121
1790	"LOC114871308"	NA	chrOU015515.1	+	3427158	3427609	3427161	3427609	3426692	3426781
1796	"LOC114876433"	NA	chrOU015511.1	+	10987047	10987713	10987074	10987713	10986144	10986176
1800	"LOC114880544"	NA	chrOU015512.1	+	116675	117370	117181	117370	116478	116562
1821	"LOC114877494"	NA	chrOU015512.1	-	371600	371827	371600	371803	371882	371964
1822	"LOC114877494"	NA	chrOU015512.1	-	371600	371827	371600	371803	372152	372450
1823	"LOC114877469"	NA	chrOU015512.1	+	387436	387620	387445	387620	386925	387018
1830	"LOC114871034"	NA	chrOU015508.1	+	2218604	2219236	2219061	2219236	2218123	2218317
1836	"LOC114873130"	NA	chrOU015512.1	-	781920	782102	781920	782069	782163	782533
1838	"LOC114878028"	NA	chrOU015515.1	+	7543064	7543661	7543068	7543661	7539327	7540532
1839	"LOC114878028"	NA	chrOU015515.1	+	7543064	7543661	7543068	7543661	7540645	7540685
1841	"LOC114878028"	NA	chrOU015515.1	+	7543064	7543661	7543068	7543661	7542866	7542952
1849	"LOC114873072"	NA	chrOU015512.1	+	902285	902433	902316	902433	901987	902080
1850	"LOC114871843"	NA	chrOU015504.1	+	17012271	17012650	17012576	17012650	17010829	17012211
1889	"LOC114873977"	NA	chrOU015515.1	-	4799195	4799341	4799195	4799338	4800815	4800848
1911	"LOC114883124"	NA	chrOU015512.1	-	4629229	4629388	4629229	4629373	4637568	4637670
1934	"LOC114873159"	NA	chrOU015512.1	+	730984	731615	730987	731615	730290	730378
1938	"LOC114880614"	NA	chrOU015513.1	-	2320681	2321703	2320681	2321688	2324440	2324739
1954	"LOC114876239"	NA	chrOU015513.1	+	8768052	8768305	8768087	8768305	8767654	8767901
1960	"LOC114875096"	NA	chrOU015512.1	+	8096566	8096755	8096569	8096755	8095635	8095890
