GO.ID	Term	Annotated	Significant	Expected	weight01KS	classicKS	weight01KSpadj	classicKSpadj
GO:0008355	olfactory learning	40	12	4.4	2.1e-05	2.1e-05	0.026740999999999997	3.130217391304348e-4
GO:0007411	axon guidance	233	41	25.64	3.1e-05	5.4e-07	0.026740999999999997	1.3713333333333335e-5
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	41	13	4.51	3.9e-05	3.9e-05	0.026740999999999997	5.3482e-4
GO:0098693	regulation of synaptic vesicle cycle	20	5	2.2	5.4e-05	5.4e-05	0.0271524	7.075031847133757e-4
GO:0035317	imaginal disc-derived wing hair organization	41	10	4.51	6.6e-05	6.9e-05	0.0271524	8.498982035928143e-4
GO:0007422	peripheral nervous system development	54	14	5.94	9.5e-05	9.5e-05	0.03256916666666667	0.0011103125
GO:0001736	establishment of planar polarity	93	19	10.23	0.00014	2.0e-06	0.03927	4.3765957446808514e-5
GO:0007379	segment specification	31	4	3.41	0.00018	0.00018	0.03927	0.0019184455958549224
GO:0048864	stem cell development	22	10	2.42	0.00018	0.00018	0.03927	0.0019184455958549224
GO:0042051	compound eye photoreceptor development	69	15	7.59	0.00020	0.00083	0.03927	0.006748260869565217
GO:0006487	protein N-linked glycosylation	34	8	3.74	0.00021	0.00021	0.03927	0.002192741116751269
GO:0008586	imaginal disc-derived wing vein morphogenesis	39	16	4.29	0.00025	0.00025	0.042854166666666665	0.0024842995169082126
GO:0008039	synaptic target recognition	36	12	3.96	0.00030	0.00030	0.047469230769230764	0.0029108490566037734
GO:0046928	regulation of neurotransmitter secretion	23	5	2.53	0.00043	0.00043	0.0631792857142857	0.003966412556053811
GO:0030514	negative regulation of BMP signaling pathway	20	10	2.2	0.00047	0.00047	0.06445266666666666	0.004316026785714285
GO:0016318	ommatidial rotation	27	9	2.97	0.00051	0.00051	0.06556687500000001	0.004641902654867257
GO:0061077	chaperone-mediated protein folding	26	3	2.86	0.00059	0.00059	0.07139000000000001	0.005208712446351932
GO:0007391	dorsal closure	86	13	9.46	0.00066	0.00066	0.07542333333333333	0.005680418410041841
GO:0007400	neuroblast fate determination	25	6	2.75	0.00079	0.00079	0.0855278947368421	0.006448531746031746
GO:0007476	imaginal disc-derived wing morphogenesis	254	54	27.95	0.00088	1.7e-10	0.08815714285714285	1.2058275862068966e-8
GO:0042659	regulation of cell fate specification	24	6	2.64	0.00090	0.00090	0.08815714285714285	0.0070931034482758625
GO:0046777	protein autophosphorylation	35	8	3.85	0.00100	0.00100	0.0935	0.0076753731343283576
