target_id	length	eff_length	est_counts	tpm
XM_029176008.1	2568	2360.92	0	0
XM_029176009.1	4203	3995.92	20.3887	0.347807
XM_029176010.1	1236	1028.92	223.408	14.8007
XM_029176011.1	814	607.377	228.402	25.6335
XM_029176012.1	694	487.968	36.5984	5.11254
XM_029176013.1	693	486.968	6835	956.763
XM_029176014.1	17928	17720.9	375.09	1.44283
XM_029176015.1	787	580.555	698	81.9555
XM_029176016.1	521	319.544	543	115.834
XM_029176017.1	1219	1011.92	42	2.82923
XM_029176018.1	2573	2365.92	738.353	21.273
XM_029176019.1	2564	2356.92	144.647	4.18341
XM_029176020.1	2886	2678.92	3304.61	84.0865
XM_029176021.1	5925	5717.92	0	0
XM_029176022.1	17922	17714.9	151.23	0.581923
XM_029176023.1	5843	5635.92	39.6323	0.479347
XM_029176024.1	5922	5714.92	305.372	3.64237
XM_029176025.1	5897	5689.92	570.01	6.82876
XM_029176026.1	5097	4889.92	8.98666	0.125274
XM_029176027.1	5600	5392.92	1553.5	19.636
XM_029176028.1	3805	3597.92	304.672	5.77227
XM_029176029.1	3791	3583.92	615.294	11.7028
XM_029176030.1	17775	17567.9	21.4965	0.0834093
XM_029176031.1	5155	4947.92	84.5352	1.16461
XM_029176032.1	2630	2422.92	92	2.5883
XM_029176033.1	2354	2146.92	0	0
XM_029176034.1	3269	3061.92	1232.47	27.4378
XM_029176035.1	3025	2817.92	88.0096	2.12896
XM_029176036.1	1503	1295.92	164.516	8.65357
XM_029176037.1	8462	8254.92	0	0
XM_029176038.1	8010	7802.92	7.99077	0.0698068
XM_029176039.1	8456	8248.92	52.7665	0.436041
XM_029176040.1	8447	8239.92	0	0
XM_029176041.1	8441	8233.92	27.6624	0.229007
XM_029176042.1	8437	8229.92	41.2048	0.341286
XM_029176043.1	8422	8214.92	405.269	3.36284
XM_029176044.1	2288	2080.92	2935.99	96.1755
XM_029176045.1	2346	2138.92	0	0
XM_029176046.1	7605	7397.92	299.08	2.75578
XM_029176047.1	2201	1993.92	17.0266	0.582084
XM_029176048.1	1848	1640.92	0	0
XM_029176049.1	1845	1637.92	26.4181	1.09945
XM_029176050.1	1721	1513.92	121.582	5.47434
XM_029176051.1	1297	1089.92	367	22.9529
XM_029176052.1	1140	932.923	328	23.9659
XM_029176053.1	1157	949.923	930	66.7361
XM_029176054.1	4349	4141.92	1056.66	17.3899
XM_029176055.1	4403	4195.92	167.344	2.71863
XM_029176056.1	1130	922.923	431.398	31.8624
XM_029176057.1	18063	17855.9	0.462856	0.00176697
XM_029176058.1	1051	843.923	60.6023	4.895
XM_029176059.1	6144	5936.92	436.959	5.01702
XM_029176060.1	6043	5835.92	0	0
XM_029176061.1	5787	5579.92	319.176	3.89914
XM_029176062.1	5868	5660.92	0	0
XM_029176063.1	5634	5426.92	162.864	2.04568
XM_029176064.1	4977	4769.92	521.609	7.45418
XM_029176065.1	4251	4043.92	32.3914	0.546001
XM_029176066.1	18039	17831.9	31.8715	0.121835
XM_029176067.1	2175	1967.92	106.024	3.6725
XM_029176068.1	2104	1896.92	140.976	5.06597
XM_029176069.1	3362	3154.92	713	15.4052
XM_029176070.1	1137	929.923	60.6285	4.44423
XM_029176071.1	1253	1045.92	815.654	53.1585
XM_029176072.1	1048	840.923	274.717	22.2688
XM_029176073.1	1096	888.923	848	65.0277
XM_029176074.1	964	756.923	32.0563	2.88687
XM_029176075.1	17952	17744.9	5.34839	0.0205454
XM_029176076.1	877	669.998	364.011	37.0346
XM_029176077.1	891	683.998	22.9323	2.28539
XM_029176078.1	819	612.255	423	47.095
XM_029176079.1	872	665.064	792	81.176
XM_029176080.1	2767	2559.92	1468	39.09
XM_029176081.1	1987	1779.92	410.732	15.7298
XM_029176082.1	718	511.82	1	0.133183
XM_029176083.1	17928	17720.9	375.09	1.44283
XM_029176084.1	5188	4980.92	213	2.91498
XM_029176085.1	2929	2721.92	411.858	10.3142
XM_029176086.1	2918	2710.92	97.1424	2.44263
XM_029176087.1	4079	3871.92	3598	63.3433
XM_029176088.1	10895	10687.9	1308.97	8.34838
XM_029176089.1	10499	10291.9	120.031	0.794995
XM_029176090.1	17922	17714.9	151.23	0.581923
XM_029176091.1	10588	10380.9	104.231	0.684427
XM_029176092.1	9721	9513.92	755.949	5.41626
XM_029176093.1	10083	9875.92	18.7894	0.129689
XM_029176094.1	9652	9444.92	4.36002e-05	3.14671e-07
XM_029176095.1	10659	10451.9	21.7509	0.141856
XM_029176096.1	3540	3332.92	7.61135	0.155669
XM_029176097.1	10656	10448.9	87.1161	0.56832
XM_029176098.1	10650	10442.9	125.884	0.821701
XM_029176099.1	10194	9986.92	307.358	2.09787
XM_029176100.1	10632	10424.9	23.6993	0.154963
XM_029176101.1	10596	10388.9	39.4095	0.258581
XM_029176102.1	17775	17567.9	21.4965	0.0834093
XM_029176103.1	10075	9867.92	186.813	1.29047
XM_029176104.1	2400	2192.92	428.173	13.3095
XM_029176105.1	2240	2032.92	594.264	19.9262
XM_029176106.1	2478	2270.92	420.175	12.6123
XM_029176107.1	919	711.998	302.387	28.9502
XM_029176108.1	2396	2188.92	198.682	6.18721
XM_029176109.1	2334	2126.92	127.049	4.0718
XM_029176110.1	1694	1486.92	195.007	8.9398
XM_029176111.1	2294	2086.92	59.0121	1.92753
XM_029176112.1	808	601.437	694	78.6567
XM_029176113.1	2336	2128.92	167.798	5.3727
XM_029176114.1	2314	2106.92	412.202	13.3361
XM_029176115.1	1372	1164.92	429.887	25.155
XM_029176116.1	1226	1018.92	183.113	12.2502
XM_029176117.1	891	683.998	78	7.77332
XM_029176118.1	2175	1967.92	1710	59.2317
XM_029176119.1	5173	4965.92	49.5853	0.680643
XM_029176120.1	5026	4818.92	90.4147	1.27895
XM_029176121.1	4944	4736.92	489.172	7.03933
XM_029176122.1	4881	4673.92	15.8282	0.230842
XM_029176123.1	2545	2337.92	0	0
XM_029176124.1	3457	3249.92	855.891	17.952
XM_029176125.1	3379	3171.92	53.1087	1.14132
XM_029176126.1	1526	1318.92	6.16866	0.318814
XM_029176127.1	782	575.555	5.72777	0.678367
XM_029176128.1	796	589.497	0	0
XM_029176129.1	3990	3782.92	64.1036	1.1551
XM_029176130.1	823	616.255	4106	454.177
XM_029176131.1	2615	2407.92	856	24.2325
XM_029176132.1	2521	2313.92	3.8275	0.112754
XM_029176133.1	2883	2675.92	1049	26.722
XM_029176134.1	1985	1777.92	1090	41.7907
XM_029176135.1	977	769.923	326	28.8627
XM_029176136.1	693	486.968	0	0
XM_029176137.1	1964	1756.92	4826	187.241
XM_029176138.1	1659	1451.92	600.973	28.2149
XM_029176139.1	1440	1232.92	186.027	10.285
XM_029176140.1	2717	2509.92	97.7349	2.65433
XM_029176141.1	7277	7069.92	523.464	5.04706
XM_029176142.1	7271	7063.92	1313.46	12.6747
XM_029176143.1	7260	7052.92	130.074	1.25715
XM_029176144.1	4427	4219.92	2.53289e-06	4.09145e-08
XM_029176145.1	4424	4216.92	2049.14	33.1239
XM_029176146.1	4421	4213.92	1335.47	21.6031
XM_029176147.1	2653	2445.92	676.388	18.8504
XM_029176148.1	1215	1007.92	86.0282	5.81808
XM_029176149.1	1039	831.923	762.907	62.5108
XM_029176150.1	2727	2519.92	0	0
XM_029176151.1	2554	2346.92	165.412	4.80436
XM_029176152.1	1607	1399.92	176.555	8.5969
XM_029176153.1	1336	1128.92	652.098	39.3745
XM_029176154.1	1590	1382.92	252.922	12.4668
XM_029176155.1	793	586.497	20.0783	2.33361
XM_029176156.1	1386	1178.92	5	0.289102
XM_029176157.1	4501	4293.92	2242.81	35.6044
XM_029176158.1	4483	4275.92	384.23	6.1253
XM_029176159.1	2581	2373.92	0	0
XM_029176160.1	3725	3517.92	195.965	3.79716
XM_029176161.1	2743	2535.92	218.336	5.86889
XM_029176162.1	2899	2691.92	615.664	15.59
XM_029176163.1	2758	2550.92	528.025	14.1099
XM_029176164.1	2758	2550.92	374.975	10.0201
XM_029176165.1	1203	995.923	241.097	16.5018
XM_029176166.1	1056	848.923	129.903	10.4308
XM_029176167.1	5148	4940.92	106.652	1.47139
XM_029176168.1	5133	4925.92	834.348	11.5458
XM_029176169.1	5052	4844.92	2.00946e-08	2.82722e-10
XM_029176170.1	4959	4751.92	18.0471	0.258884
XM_029176171.1	4660	4452.92	0	0
XM_029176172.1	4732	4524.92	50.1071	0.754839
XM_029176173.1	1984	1776.92	1138.42	43.6716
XM_029176174.1	4531	4323.92	42.8779	0.675962
XM_029176175.1	4433	4225.92	107.466	1.73347
XM_029176176.1	4497	4289.92	70.868	1.12607
XM_029176177.1	4359	4151.92	0	0
XM_029176178.1	5022	4814.92	281.045	3.97881
XM_029176179.1	4702	4494.92	27.2282	0.412918
XM_029176180.1	4403	4195.92	0	0
XM_029176181.1	3897	3689.92	325.713	6.01705
XM_029176182.1	4989	4781.92	321.132	4.57771
XM_029176183.1	3957	3749.92	387.094	7.03655
XM_029176184.1	3369	3161.92	0	0
XM_029176185.1	3739	3531.92	0	0
XM_029176186.1	3826	3618.92	153.839	2.8977
XM_029176187.1	4965	4757.92	364.36	5.22012
XM_029176188.1	3982	3774.92	347.028	6.26647
XM_029176189.1	4278	4070.92	323.472	5.4164
XM_029176190.1	1764	1556.92	1649.4	72.2146
