geneID,geneDescription,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC114879402,P protein,2127.9843139041163,-9.595164772314224,0.43447734646858455,1537.338898926193,0,0
LOC114874675,uncharacterized LOC114874675,2071.7859678832438,-6.7766966232287285,0.19940683967557968,1321.7510509295869,2.1205247174671886e-289,1.176679165722543e-285
LOC114878113,cytoplasmic polyadenylation element-binding protein 1,5230.829713316141,-6.674033617164811,0.17354792390405654,1066.875000760426,5.230152048406172e-234,1.9348075811070565e-230
LOC114874603,uncharacterized LOC114874603,780.3928702905371,-9.409286432433126,0.6600281666834726,963.4180421939027,1.6069904919334578e-211,4.458595119869378e-208
LOC114873162,vitellogenin receptor,21096.866657572646,-4.712506895011481,0.1307883645040223,883.2317964477444,4.3357543439338925e-194,9.623640341795667e-191
LOC114874576,uncharacterized LOC114874576,731.4225673947722,-7.464459273576738,0.3682052145627818,852.5964101830136,1.9819938447683907e-187,3.6660279482066e-184
LOC114882916,targeting protein for Xklp2-like,940.0344298732927,-5.896340842825615,0.22655663399930556,746.8533902559583,1.9390532172374764e-164,3.0742303721287873e-161
LOC114872548,uncharacterized LOC114872548,551.2338185361064,-7.527650898989438,0.42684385380431183,738.385509744687,1.3453524985149395e-162,1.8663402535648497e-159
LOC114881604,protein maelstrom homolog,1044.6732129588959,-6.655903165702987,0.27573627841181486,634.9929414284503,4.101182483230204e-140,5.057213688765423e-137
LOC114879380,uncharacterized LOC114879380,425.0549529436786,-6.93717584800573,0.4029658422285396,619.8470360189463,8.072838592500675e-137,8.959236269957248e-134
LOC114872019,insulin-like growth factor 2 mRNA-binding protein 1,2185.598694837187,-3.105637272142576,0.11882828183647806,578.9040698921841,6.493341120850763e-128,6.55119088720016e-125
LOC114873531,uncharacterized LOC114873531,693.9262346393388,-7.859014937037968,0.4418525674433312,569.6439696012449,6.710624015149153e-126,6.206208776677108e-123
LOC114876355,uncharacterized LOC114876355,457.7933746192773,-7.503344803230031,0.4688304194886858,555.7058014842514,7.223671522179978e-123,6.166792811781031e-120
LOC114878452,transcription initiation factor TFIID subunit 12b,1130.0900985561484,-4.084040135366482,0.16354518838647164,534.7327775013232,2.6382501360839576e-118,2.087381085503335e-115
LOC114879098,homeobox protein six1b-like,329.0734983904186,-6.306689580299263,0.37362620007044495,534.5988677678297,2.8212935918679064e-118,2.087381085503335e-115
LOC114876626,pro-resilin-like,961.1534842860611,-8.571145207845879,0.48498817846270004,521.9894614378178,1.5621034298452333e-115,1.0835139915264e-112
LOC114879783,uncharacterized LOC114879783,1276.821709010512,-4.94512033680459,0.1990700894135598,503.3380932875108,1.785144408743573e-111,1.1653842734256573e-108
LOC114878269,protein LSM14 homolog A,12918.039548274763,-2.7976451418275725,0.1143621095684124,490.6596629968286,1.0239462477375437e-108,6.3131974763284775e-106
LOC114876918,zinc finger protein 181-like,216.4158730713782,-6.878003983545892,0.5332309385485413,478.75544268050834,3.98618350188512e-106,2.328350763364266e-103
LOC114878248,ATP-dependent RNA helicase vasa,5217.894975260691,-3.8299559293259753,0.15311781014507148,472.03099913636896,1.1582717465308964e-104,6.427249921499944e-102
LOC114870902,kinesin-like protein KIF20B,874.1150305935444,-3.2988508135377383,0.14605408467303016,459.73122571488744,5.500234795897203e-102,2.906743131660341e-99
