GO.ID	Term	Annotated	Significant	Expected	weight01KS	classicKS	weight01KSpadj	classicKSpadj
GO:0016021	integral component of membrane	499	159	114.51	2.9e-07	5.5e-08	2.291e-5	1.8170000000000001e-6
GO:0005886	plasma membrane	80	40	18.36	2.8e-05	8.8e-08	0.001106	1.8170000000000001e-6
GO:0098797	plasma membrane protein complex	34	15	7.8	0.00068	0.00068	0.017906666666666668	0.008953333333333334
GO:0005783	endoplasmic reticulum	25	10	5.74	0.00097	0.00097	0.0191575	0.00957875
GO:0005887	integral component of plasma membrane	26	14	5.97	0.00153	0.00153	0.024174	0.013430000000000001
GO:0016020	membrane	974	287	223.52	0.00923	9.2e-08	0.12152833333333334	1.8170000000000001e-6
GO:0005789	endoplasmic reticulum membrane	32	10	7.34	0.01360	0.01360	0.15348571428571428	0.09767272727272726
GO:0015629	actin cytoskeleton	32	8	7.34	0.02569	0.02569	0.24033555555555558	0.16638615384615385
GO:1905369	endopeptidase complex	20	8	4.59	0.02738	0.02738	0.24033555555555558	0.16638615384615385
GO:0019866	organelle inner membrane	35	6	8.03	0.05230	0.58149	0.41317000000000004	1
GO:0005576	extracellular region	86	27	19.74	0.07648	0.07648	0.5492654545454546	0.3356622222222223
GO:1990234	transferase complex	102	17	23.41	0.10235	0.46888	0.6738041666666666	1
GO:0110165	cellular anatomical entity	1976	464	453.46	0.12360	0.06063	0.7292828571428571	0.2817511764705883
GO:0098796	membrane protein complex	121	36	27.77	0.12924	0.04305	0.7292828571428571	0.22673
GO:0032991	protein-containing complex	640	109	146.87	0.14562	0.20125	0.766932	0.7949375000000001
GO:0031226	intrinsic component of plasma membrane	28	15	6.43	0.17940	0.00088	0.8857875000000001	0.00957875
GO:0005737	cytoplasm	400	85	91.79	0.24512	0.40610	1	1
GO:0005654	nucleoplasm	86	16	19.74	0.31665	0.32845	1	1
GO:0044815	DNA packaging complex	28	3	6.43	0.32557	0.80616	1	1
GO:0071944	cell periphery	89	41	20.42	0.37117	9.4e-07	1	1.4852000000000001e-5
GO:0005694	chromosome	82	12	18.82	0.40123	0.75014	1	1
GO:0000790	nuclear chromatin	21	4	4.82	0.42094	0.42094	1	1
GO:0031967	organelle envelope	69	9	15.83	0.42283	0.95421	1	1
GO:0031981	nuclear lumen	117	20	26.85	0.43517	0.39374	1	1
GO:0043231	intracellular membrane-bounded organelle	611	107	140.22	0.45546	0.88714	1	1
GO:0012505	endomembrane system	132	35	30.29	0.46514	0.03270	1	0.1845214285714286
GO:0043232	intracellular non-membrane-bounded organelle	305	41	69.99	0.46948	0.99935	1	1
GO:0031248	protein acetyltransferase complex	23	6	5.28	0.47558	0.48723	1	1
GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	33	10	7.57	0.48455	0.00851	1	0.06722900000000001
GO:0005856	cytoskeleton	106	19	24.33	0.50391	0.49847	1	1
GO:0030117	membrane coat	23	6	5.28	0.50875	0.50875	1	1
GO:0000123	histone acetyltransferase complex	21	5	4.82	0.51561	0.51561	1	1
GO:1990904	ribonucleoprotein complex	66	4	15.15	0.54057	0.78226	1	1
GO:0061695	transferase complex, transferring phosphorus-containing groups	32	4	7.34	0.55519	0.50789	1	1
GO:0015630	microtubule cytoskeleton	55	6	12.62	0.56115	0.77189	1	1
GO:0005739	mitochondrion	97	13	22.26	0.57449	0.97757	1	1
GO:0030880	RNA polymerase complex	23	2	5.28	0.58884	0.61580	1	1
GO:0031966	mitochondrial membrane	47	5	10.79	0.60376	0.86235	1	1
GO:1905368	peptidase complex	29	10	6.66	0.62395	0.05228	1	0.2581325
GO:0043229	intracellular organelle	884	145	202.86	0.62578	0.98829	1	1
GO:0055029	nuclear DNA-directed RNA polymerase complex	22	2	5.05	0.62906	0.62906	1	1
GO:0031982	vesicle	41	8	9.41	0.63064	0.91335	1	1
GO:0000151	ubiquitin ligase complex	24	1	5.51	0.65026	0.65026	1	1
GO:0098588	bounding membrane of organelle	61	14	14	0.67164	0.67164	1	1
GO:0005794	Golgi apparatus	42	9	9.64	0.68859	0.68859	1	1
GO:0005743	mitochondrial inner membrane	33	4	7.57	0.69669	0.69669	1	1
GO:0099080	supramolecular complex	22	4	5.05	0.73039	0.73039	1	1
GO:0005622	intracellular	1132	195	259.78	0.73235	0.96028	1	1
GO:0016592	mediator complex	21	3	4.82	0.73291	0.73291	1	1
GO:0043226	organelle	912	152	209.29	0.83544	0.98891	1	1
GO:0005634	nucleus	425	69	97.53	0.83749	0.85569	1	1
GO:1902494	catalytic complex	184	37	42.23	0.84587	0.10360	1	0.4307578947368421
GO:0000786	nucleosome	25	3	5.74	0.84678	0.84678	1	1
GO:0032993	protein-DNA complex	27	3	6.2	0.86414	0.81967	1	1
GO:0031410	cytoplasmic vesicle	39	8	8.95	0.88030	0.88030	1	1
GO:0005875	microtubule associated complex	23	2	5.28	0.89938	0.89938	1	1
GO:0098798	mitochondrial protein complex	29	2	6.66	0.91029	0.91029	1	1
GO:0098805	whole membrane	45	8	10.33	0.91273	0.91273	1	1
GO:0070013	intracellular organelle lumen	135	22	30.98	0.91797	0.51377	1	1
GO:0005667	transcription regulator complex	35	2	8.03	0.94715	0.94715	1	1
GO:0031090	organelle membrane	128	28	29.37	0.96344	0.38955	1	1
GO:0005740	mitochondrial envelope	54	6	12.39	0.97442	0.99997	1	1
GO:0000228	nuclear chromosome	31	5	7.11	0.97987	0.72106	1	1
GO:0016469	proton-transporting two-sector ATPase complex	22	3	5.05	0.98020	0.98020	1	1
GO:0044391	ribosomal subunit	26	0	5.97	0.98997	0.98997	1	1
GO:0005829	cytosol	20	2	4.59	0.99282	0.99282	1	1
GO:0005840	ribosome	108	9	24.78	0.99745	0.99669	1	1
GO:0043228	non-membrane-bounded organelle	305	41	69.99	1.00000	0.99935	1	1
GO:0097708	intracellular vesicle	39	8	8.95	1.00000	0.88030	1	1
GO:1902493	acetyltransferase complex	23	6	5.28	1.00000	0.48723	1	1
GO:0000785	chromatin	46	7	10.56	1.00000	0.81413	1	1
GO:0048475	coated membrane	23	6	5.28	1.00000	0.50875	1	1
GO:0043233	organelle lumen	135	22	30.98	1.00000	0.51377	1	1
GO:0005575	cellular_component	2096	481	481	1.00000	1.00000	1	1
GO:0031224	intrinsic component of membrane	501	160	114.97	1.00000	3.3e-08	1	1.8170000000000001e-6
GO:0000428	DNA-directed RNA polymerase complex	22	2	5.05	1.00000	0.62906	1	1
GO:0031974	membrane-enclosed lumen	135	22	30.98	1.00000	0.51377	1	1
GO:0031975	envelope	69	9	15.83	1.00000	0.95421	1	1
GO:0043227	membrane-bounded organelle	659	119	151.23	1.00000	0.79073	1	1
