target_id	length	eff_length	est_counts	tpm
XM_029176008.1	2568	2359.6	0	0
XM_029176009.1	4203	3994.6	7.34565	0.13382
XM_029176010.1	1236	1027.6	261.967	18.5518
XM_029176011.1	814	605.803	384.475	46.1851
XM_029176012.1	694	486.867	33.5252	5.01101
XM_029176013.1	693	485.916	8397	1257.56
XM_029176014.1	17928	17719.6	74.6978	0.306774
XM_029176015.1	787	579.041	541	67.9913
XM_029176016.1	521	318.666	717	163.738
XM_029176017.1	1219	1010.6	1	0.0720086
XM_029176018.1	2573	2364.6	835.004	25.6978
XM_029176019.1	2564	2355.6	121.996	3.76884
XM_029176020.1	2886	2677.6	1224.9	33.2903
XM_029176021.1	5925	5716.6	0	0
XM_029176022.1	17922	17713.6	61.1078	0.251047
XM_029176023.1	5843	5634.6	27.9802	0.36137
XM_029176024.1	5922	5713.6	184.269	2.34697
XM_029176025.1	5897	5688.6	359.61	4.60036
XM_029176026.1	5097	4888.6	6.14088	0.0914137
XM_029176027.1	5600	5391.6	877.75	11.8473
XM_029176028.1	3805	3596.6	188.525	3.81454
XM_029176029.1	3791	3582.6	307.17	6.23944
XM_029176030.1	17775	17566.6	0	0
XM_029176031.1	5155	4946.6	230.555	3.39182
XM_029176032.1	2630	2421.6	458.437	13.7766
XM_029176033.1	2354	2145.6	53.563	1.81669
XM_029176034.1	3269	3060.6	1103.09	26.2282
XM_029176035.1	3025	2816.6	19.7527	0.510349
XM_029176036.1	1503	1294.6	59.159	3.32544
XM_029176037.1	8462	8253.6	0	0
XM_029176038.1	8010	7801.6	0.554845	0.00517551
XM_029176039.1	8456	8247.6	0	0
XM_029176040.1	8447	8238.6	0	0
XM_029176041.1	8441	8232.6	93.1386	0.823299
XM_029176042.1	8437	8228.6	158.318	1.40013
XM_029176043.1	8422	8213.6	431.859	3.82625
XM_029176044.1	2288	2079.6	1701.64	59.5461
XM_029176045.1	2346	2137.6	0	0
XM_029176046.1	7605	7396.6	297.515	2.92712
XM_029176047.1	2201	1992.6	14.615	0.533755
XM_029176048.1	1848	1639.6	213.772	9.48807
XM_029176049.1	1845	1636.6	100.374	4.46316
XM_029176050.1	1721	1512.6	234.854	11.2989
XM_029176051.1	1297	1088.6	333	22.2607
XM_029176052.1	1140	931.604	333	26.0123
XM_029176053.1	1157	948.604	1031	79.0932
XM_029176054.1	4349	4140.6	1199.97	21.0897
XM_029176055.1	4403	4194.6	194.034	3.3663
XM_029176056.1	1130	921.604	456.391	36.0378
XM_029176057.1	18063	17854.6	0.0105812	4.31271e-05
XM_029176058.1	1051	842.604	49.609	4.28452
XM_029176059.1	6144	5935.6	218.374	2.67733
XM_029176060.1	6043	5834.6	40.6157	0.50658
XM_029176061.1	5787	5578.6	189.058	2.46623
XM_029176062.1	5868	5659.6	0.952232	0.012244
XM_029176063.1	5634	5425.6	0.000276126	3.7036e-06
XM_029176064.1	4977	4768.6	387.761	5.9175
XM_029176065.1	4251	4042.6	37.2389	0.670349
XM_029176066.1	18039	17830.6	0.00309888	1.26475e-05
XM_029176067.1	2175	1966.6	26.8008	0.991736
XM_029176068.1	2104	1895.6	225.199	8.64539
XM_029176069.1	3362	3153.6	580	13.384
XM_029176070.1	1137	928.604	28.5769	2.2395
XM_029176071.1	1253	1044.6	499.512	34.7984
