GO.ID	Term	Annotated	Significant	Expected	weight01KS	classicKS	weight01KSpadj	classicKSpadj
GO:0048522	positive regulation of cellular process	64	10	7.62	0.018	0.018	1	0.85875
GO:0031323	regulation of cellular metabolic process	69	12	8.21	0.111	0.111	1	0.85875
GO:1901576	organic substance biosynthetic process	50	6	5.95	0.199	0.199	1	0.85875
GO:0044249	cellular biosynthetic process	50	6	5.95	0.199	0.199	1	0.85875
GO:0048869	cellular developmental process	58	5	6.9	0.205	0.982	1	1
GO:0044267	cellular protein metabolic process	55	6	6.55	0.215	0.215	1	0.85875
GO:0009605	response to external stimulus	75	9	8.93	0.230	0.969	1	1
GO:1901564	organonitrogen compound metabolic proces...	65	8	7.74	0.230	0.156	1	0.85875
GO:0019538	protein metabolic process	58	7	6.9	0.273	0.173	1	0.85875
GO:0051171	regulation of nitrogen compound metaboli...	63	11	7.5	0.276	0.276	1	0.9200000000000002
GO:0071704	organic substance metabolic process	101	13	12.02	0.291	0.064	1	0.85875
GO:0048583	regulation of response to stimulus	71	11	8.45	0.300	0.300	1	0.9473684210526315
GO:0034641	cellular nitrogen compound metabolic pro...	51	6	6.07	0.336	0.336	1	0.9885714285714285
GO:0002682	regulation of immune system process	59	8	7.02	0.346	0.346	1	0.9885714285714285
GO:0050794	regulation of cellular process	104	14	12.38	0.404	0.387	1	1
GO:0071840	cellular component organization or bioge...	66	8	7.86	0.430	0.523	1	1
GO:0051707	response to other organism	67	7	7.98	0.485	0.982	1	1
GO:0051179	localization	57	9	6.79	0.486	0.486	1	1
GO:0044260	cellular macromolecule metabolic process	83	10	9.88	0.505	0.229	1	0.85875
GO:0006725	cellular aromatic compound metabolic pro...	53	6	6.31	0.546	0.546	1	1
GO:1901360	organic cyclic compound metabolic proces...	53	6	6.31	0.546	0.546	1	1
GO:0048519	negative regulation of biological proces...	57	8	6.79	0.546	0.546	1	1
GO:0044238	primary metabolic process	93	12	11.07	0.551	0.144	1	0.85875
GO:0080090	regulation of primary metabolic process	59	10	7.02	0.569	0.569	1	1
GO:0060255	regulation of macromolecule metabolic pr...	64	9	7.62	0.613	0.613	1	1
GO:0016043	cellular component organization	64	8	7.62	0.623	0.623	1	1
GO:0048513	animal organ development	52	6	6.19	0.659	0.659	1	1
GO:0043170	macromolecule metabolic process	91	11	10.83	0.700	0.210	1	0.85875
GO:0009987	cellular process	123	15	14.64	0.717	0.473	1	1
GO:0007165	signal transduction	64	8	7.62	0.728	0.728	1	1
GO:0032502	developmental process	86	8	10.24	0.750	0.993	1	1
GO:0010467	gene expression	53	5	6.31	0.761	0.761	1	1
GO:0044237	cellular metabolic process	99	13	11.79	0.766	0.272	1	0.9200000000000002
GO:0006950	response to stress	72	7	8.57	0.777	0.979	1	1
GO:0023052	signaling	68	8	8.1	0.835	0.736	1	1
GO:0006955	immune response	66	9	7.86	0.838	0.838	1	1
GO:0048731	system development	65	7	7.74	0.881	0.943	1	1
GO:0032501	multicellular organismal process	88	8	10.48	0.908	0.993	1	1
GO:0007275	multicellular organism development	80	8	9.52	0.912	0.898	1	1
GO:0030154	cell differentiation	57	4	6.79	0.928	0.981	1	1
GO:0002376	immune system process	103	11	12.26	0.965	0.996	1	1
GO:0048468	cell development	50	4	5.95	0.976	0.976	1	1
GO:0048518	positive regulation of biological proces...	73	10	8.69	0.978	0.083	1	0.85875
GO:0098542	defense response to other organism	65	6	7.74	0.983	0.983	1	1
GO:0051716	cellular response to stimulus	70	8	8.33	0.986	0.892	1	1
GO:0007154	cell communication	69	8	8.21	0.989	0.877	1	1
GO:0050896	response to stimulus	95	11	11.31	0.998	0.962	1	1
GO:0009653	anatomical structure morphogenesis	53	6	6.31	1.000	1.000	1	1
GO:0008150	biological_process	126	15	15	1.000	1.000	1	1
GO:0008152	metabolic process	104	13	12.38	1.000	0.162	1	0.85875
GO:0050789	regulation of biological process	110	14	13.1	1.000	0.463	1	1
GO:0019222	regulation of metabolic process	74	12	8.81	1.000	0.078	1	0.85875
GO:0009607	response to biotic stimulus	67	7	7.98	1.000	0.982	1	1
GO:0065007	biological regulation	110	14	13.1	1.000	0.463	1	1
GO:0044419	interspecies interaction between organis...	67	7	7.98	1.000	0.982	1	1
GO:0006952	defense response	65	6	7.74	1.000	0.983	1	1
GO:0006807	nitrogen compound metabolic process	92	12	10.95	1.000	0.206	1	0.85875
GO:0048856	anatomical structure development	84	8	10	1.000	0.969	1	1
GO:0009058	biosynthetic process	50	6	5.95	1.000	0.199	1	0.85875
GO:0043207	response to external biotic stimulus	67	7	7.98	1.000	0.982	1	1
