target_id	length	eff_length	est_counts	tpm
XM_029176008.1	2568	2334.77	0	0
XM_029176009.1	4203	3969.77	2.86417	0.246372
XM_029176010.1	1236	1002.77	44.5973	15.1867
XM_029176011.1	814	580.808	78.4875	46.1453
XM_029176012.1	694	460.959	4.51251	3.34283
XM_029176013.1	693	459.959	1772	1315.54
XM_029176014.1	17928	17694.8	59.8351	1.1547
XM_029176015.1	787	553.808	97	59.8097
XM_029176016.1	521	289.849	109	128.414
XM_029176017.1	1219	985.775	2	0.692805
XM_029176018.1	2573	2339.77	150.555	21.9726
XM_029176019.1	2564	2330.77	15.4448	2.26278
XM_029176020.1	2886	2652.77	111.364	14.3352
XM_029176021.1	5925	5691.77	0	0
XM_029176022.1	17922	17688.8	60.6649	1.17111
XM_029176023.1	5843	5609.77	0	0
XM_029176024.1	5922	5688.77	104.911	6.29739
XM_029176025.1	5897	5663.77	110.089	6.6374
XM_029176026.1	5097	4863.77	0	0
XM_029176027.1	5600	5366.77	195.073	12.412
XM_029176028.1	3805	3571.77	141.854	13.5618
XM_029176029.1	3791	3557.77	128.049	12.2902
XM_029176030.1	17775	17541.8	0	0
XM_029176031.1	5155	4921.77	0.0239724	0.00166322
XM_029176032.1	2630	2396.77	191	27.2123
XM_029176033.1	2354	2120.77	0	0
XM_029176034.1	3269	3035.77	201.124	22.6232
XM_029176035.1	3025	2791.77	4.74641e-08	5.80556e-09
XM_029176036.1	1503	1269.77	37.8756	10.1857
XM_029176037.1	8462	8228.77	0	0
XM_029176038.1	8010	7776.77	0	0
XM_029176039.1	8456	8222.77	0	0
XM_029176040.1	8447	8213.77	0	0
XM_029176041.1	8441	8207.77	87.9613	3.65953
XM_029176042.1	8437	8203.77	1.86061	0.0774465
XM_029176043.1	8422	8188.77	115.368	4.8109
XM_029176044.1	2288	2054.77	487.005	80.9334
XM_029176045.1	2346	2112.77	0	0
XM_029176046.1	7605	7371.77	8.17241	0.378562
XM_029176047.1	2201	1967.77	8.63739	1.49888
XM_029176048.1	1848	1614.77	165.292	34.9541
XM_029176049.1	1845	1611.77	12.9982	2.75383
XM_029176050.1	1721	1487.77	52.7099	12.098
XM_029176051.1	1297	1063.77	75	24.0752
XM_029176052.1	1140	906.775	91	34.269
XM_029176053.1	1157	923.775	163	60.2533
XM_029176054.1	4349	4115.77	557.832	46.2819
XM_029176055.1	4403	4169.77	31.143	2.55039
XM_029176056.1	1130	896.775	94.1537	35.852
XM_029176057.1	18063	17829.8	0.00153012	2.93048e-05
XM_029176058.1	1051	817.775	8.84631	3.69392
XM_029176059.1	6144	5910.77	61.0561	3.52731
XM_029176060.1	6043	5809.77	30.3347	1.78295
XM_029176061.1	5787	5553.77	61.9057	3.80628
XM_029176062.1	5868	5634.77	0	0
XM_029176063.1	5634	5400.77	18.7284	1.18414
XM_029176064.1	4977	4743.77	180	12.9571
XM_029176065.1	4251	4017.77	0	0
XM_029176066.1	18039	17805.8	0.0635218	0.00121821
XM_029176067.1	2175	1941.77	36.0493	6.33953
XM_029176068.1	2104	1870.77	61.9507	11.308
XM_029176069.1	3362	3128.77	183	19.9727
XM_029176070.1	1137	903.775	10.1548	3.8368
XM_029176071.1	1253	1019.77	41.7528	13.9811
XM_029176072.1	1048	814.775	37.0924	15.5456
XM_029176073.1	1096	862.775	117	46.3071
XM_029176074.1	964	730.775	0	0
XM_029176075.1	17952	17718.8	1.43494	0.0276541
XM_029176076.1	877	643.808	78	41.3711
XM_029176077.1	891	657.775	0	0
XM_029176078.1	819	585.808	167	97.3465
XM_029176079.1	872	638.808	146	78.0444
XM_029176080.1	2767	2533.77	164	22.1022
XM_029176081.1	1987	1753.77	113	22.0021
XM_029176082.1	718	484.936	0	0
XM_029176083.1	17928	17694.8	59.8351	1.1547
XM_029176084.1	5188	4954.77	24	1.65404
XM_029176085.1	2929	2695.77	49	6.20685
XM_029176086.1	2918	2684.77	0	0
XM_029176087.1	4079	3845.77	634	56.2943
XM_029176088.1	10895	10661.8	358.396	11.4787
XM_029176089.1	10499	10265.8	73.6036	2.44831
XM_029176090.1	17922	17688.8	60.6649	1.17111
XM_029176091.1	10588	10354.8	75.8077	2.49995
XM_029176092.1	9721	9487.77	21.3607	0.768793
XM_029176093.1	10083	9849.77	0	0
XM_029176094.1	9652	9418.77	0	0
XM_029176095.1	10659	10425.8	0	0
XM_029176096.1	3540	3306.77	3.13583	0.323823
XM_029176097.1	10656	10422.8	57.2688	1.87626
XM_029176098.1	10650	10416.8	2.43053e-05	7.96757e-07
XM_029176099.1	10194	9960.77	35.6248	1.22129
XM_029176100.1	10632	10398.8	1.46736e-07	4.81852e-09
XM_029176101.1	10596	10362.8	6.53769e-05	2.15431e-06
XM_029176102.1	17775	17541.8	0	0
XM_029176103.1	10075	9841.77	45.938	1.59389
XM_029176104.1	2400	2166.77	69.806	11.0012
XM_029176105.1	2240	2006.77	253.517	43.1387
XM_029176106.1	2478	2244.77	34.6773	5.27511
XM_029176107.1	919	685.775	31	15.4362
XM_029176108.1	2396	2162.77	53.8164	8.49693
XM_029176109.1	2334	2100.77	50.5033	8.20917
XM_029176110.1	1694	1460.77	71.0481	16.6084
XM_029176111.1	2294	2060.77	25.9955	4.30751
XM_029176112.1	808	574.808	115	68.3179
XM_029176113.1	2336	2102.77	31.5847	5.12912
XM_029176114.1	2314	2080.77	23.4153	3.84268
XM_029176115.1	1372	1138.77	117.932	35.3634
XM_029176116.1	1226	992.775	21.0676	7.24642
XM_029176117.1	891	657.775	14	7.26791
XM_029176118.1	2175	1941.77	1173	206.281
XM_029176119.1	5173	4939.77	424.98	29.3779
XM_029176120.1	5026	4792.77	0.0201323	0.00143438
XM_029176121.1	4944	4710.77	115	8.33613
XM_029176122.1	4881	4647.77	0	0
XM_029176123.1	2545	2311.77	0	0
XM_029176124.1	3457	3223.77	204	21.6085
XM_029176125.1	3379	3145.77	9.57877e-06	1.03978e-06
XM_029176126.1	1526	1292.77	0.901339	0.238081
XM_029176127.1	782	548.808	0	0
XM_029176128.1	796	562.808	0	0
XM_029176129.1	3990	3756.77	6.09866	0.554343
XM_029176130.1	823	589.808	603	349.113
XM_029176131.1	2615	2381.77	159	22.7958
XM_029176132.1	2521	2287.77	0	0
XM_029176133.1	2883	2649.77	172	22.1656
XM_029176134.1	1985	1751.77	217	42.3
XM_029176135.1	977	743.775	66	30.3013
XM_029176136.1	693	459.959	0	0
XM_029176137.1	1964	1730.77	414	81.6806
XM_029176138.1	1659	1425.77	157.932	37.825
XM_029176139.1	1440	1206.77	9.06784	2.56588
XM_029176140.1	2717	2483.77	0.00481247	0.000661629
XM_029176141.1	7277	7043.77	11.1132	0.538757
XM_029176142.1	7271	7037.77	408.697	19.8301
XM_029176143.1	7260	7026.77	55.1899	2.68202
XM_029176144.1	4427	4193.77	0	0
XM_029176145.1	4424	4190.77	211.016	17.1942
XM_029176146.1	4421	4187.77	222.872	18.1732
XM_029176147.1	2653	2419.77	117.112	16.5266
XM_029176148.1	1215	981.775	0	0
XM_029176149.1	1039	805.775	160.94	68.2037
XM_029176150.1	2727	2493.77	8.48452e-05	1.16179e-05
XM_029176151.1	2554	2320.77	37.7656	5.55678
XM_029176152.1	1607	1373.77	6.33317	1.57422
XM_029176153.1	1336	1102.77	67.9616	21.0444
XM_029176154.1	1590	1356.77	71.5017	17.9957
XM_029176155.1	793	559.808	1.49825	0.913913
XM_029176156.1	1386	1152.77	1	0.29622
XM_029176157.1	4501	4267.77	430.128	34.4156
XM_029176158.1	4483	4249.77	114.872	9.23011
XM_029176159.1	2581	2347.77	0	0
XM_029176160.1	3725	3491.77	0	0
XM_029176161.1	2743	2509.77	61.5356	8.37241
XM_029176162.1	2899	2665.77	78.4644	10.051
XM_029176163.1	2758	2524.77	225.366	30.4807
XM_029176164.1	2758	2524.77	54.6341	7.38925
XM_029176165.1	1203	969.775	56.1271	19.7633
XM_029176166.1	1056	822.775	26.8729	11.153
XM_029176167.1	5148	4914.77	0	0
XM_029176168.1	5133	4899.77	340	23.6953
XM_029176169.1	5052	4818.77	1.89869e-07	1.34548e-08
XM_029176170.1	4959	4725.77	44.3168	3.20225
XM_029176171.1	4660	4426.77	46.0765	3.55427
XM_029176172.1	4732	4498.77	0	0
XM_029176173.1	1984	1750.77	295.904	57.7138
XM_029176174.1	4531	4297.77	10.406	0.826797
XM_029176175.1	4433	4199.77	55.7786	4.53524
XM_029176176.1	4497	4263.77	12.2147	0.978241
XM_029176177.1	4359	4125.77	0	0
XM_029176178.1	5022	4788.77	20.5343	1.46425
XM_029176179.1	4702	4468.77	0	0
XM_029176180.1	4403	4169.77	1.30579e-05	1.06935e-06
XM_029176181.1	3897	3663.77	15.3296	1.42876
XM_029176182.1	4989	4755.77	72.2679	5.189
XM_029176183.1	3957	3723.77	33.4829	3.07043
XM_029176184.1	3369	3135.77	0	0
XM_029176185.1	3739	3505.77	0	0
XM_029176186.1	3826	3592.77	35.4592	3.37022
XM_029176187.1	4965	4731.77	97.8155	7.05899
XM_029176188.1	3982	3748.77	20.9053	1.90426
XM_029176189.1	4278	4044.77	24.7144	2.08648
XM_029176190.1	1764	1530.77	702.032	156.605
XM_029176191.1	3884	3650.77	14.0068	1.31013
XM_029176192.1	3786	3552.77	27.6915	2.66157
XM_029176193.1	4896	4662.77	0	0
XM_029176194.1	4725	4491.77	0	0
XM_029176195.1	735	501.887	58.8386	40.0328
XM_029176196.1	709	475.936	16.0388	11.5075
XM_029176197.1	731	497.912	6.12258	4.19895
XM_029176198.1	10002	9768.77	3.30508e-06	1.15532e-07
XM_029176199.1	1754	1520.77	312.226	70.1074
XM_029176200.1	10890	10656.8	132.874	4.25768
XM_029176201.1	10872	10638.8	1.19791e-05	3.84494e-07
XM_029176202.1	9924	9690.77	4.09479e-06	1.44289e-07
XM_029176203.1	9894	9660.77	6.65633e-06	2.35279e-07
XM_029176204.1	9888	9654.77	96.8308	3.42476
XM_029176205.1	10757	10523.8	92.8499	3.01279
XM_029176206.1	10726	10492.8	165.585	5.38876
XM_029176207.1	9780	9546.77	231.217	8.27031
XM_029176208.1	10648	10414.8	225.644	7.39832
XM_029176209.1	10863	10629.8	0	0
XM_029176210.1	1993	1759.77	14.3223	2.77917
XM_029176211.1	5743	5509.77	218.715	13.5551
XM_029176212.1	5733	5499.77	0	0
XM_029176213.1	5641	5407.77	0	0
XM_029176214.1	5613	5379.77	4.96189e-07	3.1495e-08
XM_029176215.1	4842	4608.77	16.2852	1.20661
XM_029176216.1	4795	4561.77	0	0
XM_029176217.1	4599	4365.77	0	0
XM_029176218.1	7262	7028.77	448.206	21.775
XM_029176219.1	7177	6943.77	382.379	18.8043
XM_029176220.1	7042	6808.77	41.4148	2.07704
XM_029176221.1	2703	2469.77	91	12.5818
XM_029176222.1	1443	1209.77	76.0513	21.4665
XM_029176223.1	1458	1224.77	5.94873	1.65855
XM_029176224.1	1671	1437.77	4.00211	0.950512
XM_029176225.1	497	266.32	2	2.5644
XM_029176226.1	5147	4913.77	356.742	24.7912
XM_029176227.1	3330	3096.77	112.073	12.358
XM_029176228.1	785	551.808	6335	3920.29
XM_029176229.1	883	649.808	300	157.651
XM_029176230.1	1520	1286.77	200	53.0746
XM_029176231.1	12437	12203.8	0	0
XM_029176232.1	12428	12194.8	0	0
XM_029176233.1	12428	12194.8	19.6052	0.548979
XM_029176234.1	12413	12179.8	20.0649	0.562545
XM_029176235.1	9542	9308.77	2.19227e-08	8.04194e-10
XM_029176236.1	11690	11456.8	0	0
XM_029176237.1	3111	2877.77	8.5	1.00861
XM_029176238.1	9395	9161.77	0.194254	0.00724019
XM_029176239.1	9348	9114.77	34.1356	1.27885
XM_029176240.1	7540	7306.77	0	0
XM_029176241.1	1460	1226.77	180	50.1033
XM_029176242.1	1714	1480.77	20.7381	4.78231
XM_029176243.1	1654	1420.77	5.44177	1.3079
XM_029176244.1	2052	1818.77	686	128.797
XM_029176245.1	5459	5225.77	100	6.53444
XM_029176246.1	5617	5383.77	164	10.402
XM_029176247.1	5442	5208.77	281	18.4217
XM_029176248.1	2231	1997.77	323.359	55.271
XM_029176249.1	2220	1986.77	10.6414	1.82898
XM_029176250.1	2163	1929.77	59.2521	10.4847
