GO.ID	Term	Annotated	Significant	Expected	weight01KS	classicKS	weight01KSpadj	classicKSpadj
GO:0044391	ribosomal subunit	152	106	72.78	7.3e-10	7.3e-10	5.694e-8	1.8135e-8
GO:0000228	nuclear chromosome	314	182	150.35	9.3e-06	0.00089	3.6270000000000003e-4	0.0034709999999999997
GO:0005730	nucleolus	190	118	90.97	2.2e-05	2.2e-05	5.46e-4	1.716e-4
GO:0098798	mitochondrial protein complex	189	116	90.49	2.8e-05	2.8e-05	5.46e-4	1.82e-4
GO:0032991	protein-containing complex	2115	1114	1012.68	0.00012	7.1e-08	0.001872	9.23e-7
GO:0043232	intracellular non-membrane-bounded organelle	1388	773	664.58	0.00178	6.8e-13	0.023139999999999997	2.6520000000000003e-11
GO:0099080	supramolecular complex	300	160	143.64	0.00216	5.0e-05	0.02406857142857143	3.0000000000000003e-4
GO:1990904	ribonucleoprotein complex	477	285	228.39	0.00465	1.4e-08	0.045337499999999996	2.184e-7
GO:0031967	organelle envelope	341	195	163.27	0.01764	0.00069	0.13899599999999998	0.0029899999999999996
GO:0070013	intracellular organelle lumen	1081	576	517.59	0.01782	1.8e-05	0.13899599999999998	1.56e-4
GO:0000785	chromatin	316	173	151.3	0.02132	0.03421	0.1511781818181818	0.09201310344827586
GO:0031981	nuclear lumen	900	488	430.93	0.03146	2.8e-05	0.20449	1.82e-4
GO:0031090	organelle membrane	812	389	388.79	0.03627	0.68874	0.21684	0.9593164285714285
GO:0099513	polymeric cytoskeletal fiber	154	77	73.74	0.03974	0.03974	0.21684	0.09999096774193547
GO:0005743	mitochondrial inner membrane	176	99	84.27	0.04170	0.04170	0.21684	0.10164375
GO:0005694	chromosome	553	301	264.78	0.04599	0.00019	0.22420125000000002	9.880000000000002e-4
GO:0005615	extracellular space	278	140	133.11	0.05049	0.05049	0.23165999999999998	0.11582999999999999
GO:0005634	nucleus	2088	1064	999.75	0.05817	0.00015	0.24816315789473684	8.357142857142856e-4
GO:0012505	endomembrane system	978	445	468.27	0.06045	0.91230	0.24816315789473684	1
GO:0098796	membrane protein complex	402	209	192.48	0.06965	0.06965	0.271635	0.15090833333333334
GO:0099512	supramolecular fiber	215	108	102.94	0.07571	0.00374	0.27250363636363634	0.012155
GO:0015630	microtubule cytoskeleton	287	152	137.42	0.07686	0.07686	0.27250363636363634	0.16202918918918915
GO:0005737	cytoplasm	3332	1623	1595.38	0.09150	0.22334	0.2977325	0.3871226666666667
GO:0031966	mitochondrial membrane	225	128	107.73	0.09161	0.00892	0.2977325	0.027830400000000005
GO:0005700	polytene chromosome	174	90	83.31	0.10268	0.10268	0.32036159999999997	0.2107642105263158
GO:0043231	intracellular membrane-bounded organelle	3330	1649	1594.42	0.10876	0.00268	0.3237	0.009088695652173913
GO:0098805	whole membrane	242	117	115.87	0.11205	0.11205	0.3237	0.2241
GO:0099081	supramolecular polymer	216	109	103.42	0.13888	0.00249	0.38688	0.008828181818181818
GO:0005654	nucleoplasm	507	246	242.75	0.16999	0.16999	0.449904	0.32339560975609755
GO:1902494	catalytic complex	748	379	358.15	0.17304	0.15759	0.449904	0.30730050000000003
GO:0005681	spliceosomal complex	163	86	78.05	0.19541	0.19541	0.4916767741935484	0.36290428571428573
GO:0030424	axon	197	102	94.32	0.20501	0.20501	0.49971187499999997	0.3718786046511628
GO:0000790	nuclear chromatin	220	116	105.34	0.21582	0.21582	0.51012	0.38259000000000004
GO:0043226	organelle	4025	1989	1927.19	0.24799	0.00075	0.5689182352941176	0.003078947368421053
GO:0019866	organelle inner membrane	187	105	89.54	0.27991	0.04360	0.6237994285714286	0.10305454545454545
GO:0005829	cytosol	853	412	408.42	0.30694	0.30694	0.6650366666666666	0.5093897872340425
GO:0045202	synapse	353	176	169.02	0.31597	0.40316	0.6660989189189188	0.655135
GO:0005622	intracellular	4675	2290	2238.42	0.34328	0.00097	0.7046273684210527	0.0036028571428571433
GO:0005856	cytoskeleton	462	238	221.21	0.41211	0.03572	0.82422	0.09287200000000001
GO:0005840	ribosome	163	111	78.05	0.44140	9.3e-10	0.86073	1.8135e-8
GO:0042995	cell projection	554	263	265.26	0.49564	0.96219	0.9010950000000001	1
GO:0036477	somatodendritic compartment	165	84	79	0.50114	0.50114	0.9010950000000001	0.7624650000000001
GO:0098588	bounding membrane of organelle	370	176	177.16	0.50399	0.50399	0.9010950000000001	0.7624650000000001
GO:1990234	transferase complex	370	182	177.16	0.50831	0.50831	0.9010950000000001	0.7624650000000001
GO:0005768	endosome	206	95	98.63	0.52830	0.52830	0.91572	0.7774981132075471
GO:0043229	intracellular organelle	3923	1947	1878.36	0.55305	0.00037	0.9170524999999999	0.00180375
GO:0005740	mitochondrial envelope	237	133	113.48	0.56241	0.01878	0.9170524999999999	0.052315714285714285
GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	271	111	129.76	0.56434	0.97369	0.9170524999999999	1
GO:0098793	presynapse	198	96	94.8	0.62964	0.62964	0.9789458823529411	0.9077498181818182
GO:0005739	mitochondrion	598	301	286.33	0.63378	0.05385	0.9789458823529411	0.12000857142857144
GO:0099568	cytoplasmic region	151	74	72.3	0.64008	0.64008	0.9789458823529411	0.9077498181818182
GO:0031982	vesicle	404	189	193.44	0.66592	0.89683	0.99888	1
GO:0043005	neuron projection	370	188	177.16	0.68919	0.27364	1	0.4639982608695652
GO:0005938	cell cortex	172	80	82.35	0.70501	0.70501	1	0.9647505263157895
GO:0005576	extracellular region	454	216	217.38	0.71907	0.46760	1	0.7443428571428572
GO:0070161	anchoring junction	156	72	74.69	0.80118	0.80118	1	1
GO:0071944	cell periphery	1150	528	550.63	0.81366	0.98664	1	1
GO:0005887	integral component of plasma membrane	331	157	158.48	0.86442	0.86442	1	1
GO:0031410	cytoplasmic vesicle	374	173	179.07	0.87029	0.96198	1	1
GO:0016020	membrane	2459	1141	1177.38	0.90437	0.99600	1	1
GO:0031224	intrinsic component of membrane	1749	805	837.43	0.91416	0.99859	1	1
GO:0030054	cell junction	493	240	236.05	0.91421	0.72092	1	0.9695131034482759
GO:0005783	endoplasmic reticulum	366	163	175.24	0.94943	0.94943	1	1
GO:0005794	Golgi apparatus	322	149	154.18	0.96113	0.96113	1	1
GO:0120025	plasma membrane bounded cell projection	547	260	261.91	0.98269	0.96149	1	1
GO:0005886	plasma membrane	1063	484	508.97	0.98890	0.98904	1	1
GO:0005789	endoplasmic reticulum membrane	266	108	127.36	0.99078	0.99078	1	1
GO:0031226	intrinsic component of plasma membrane	344	162	164.71	0.99470	0.89415	1	1
GO:0098590	plasma membrane region	286	125	136.94	0.99616	0.99616	1	1
GO:0016021	integral component of membrane	1724	796	825.46	0.99908	0.99866	1	1
GO:0043228	non-membrane-bounded organelle	1388	773	664.58	1.00000	6.8e-13	1	2.6520000000000003e-11
GO:0097708	intracellular vesicle	374	173	179.07	1.00000	0.96198	1	1
GO:0110165	cellular anatomical entity	5970	2880	2858.47	1.00000	0.01321	1	0.03816222222222222
GO:0043233	organelle lumen	1081	576	517.59	1.00000	1.8e-05	1	1.56e-4
GO:0005575	cellular_component	6299	3016	3016	1.00000	1.00000	1	1
GO:0031974	membrane-enclosed lumen	1081	576	517.59	1.00000	1.8e-05	1	1.56e-4
GO:0031975	envelope	341	195	163.27	1.00000	0.00069	1	0.0029899999999999996
GO:0043227	membrane-bounded organelle	3575	1755	1711.73	1.00000	0.01078	1	0.03234
