GO.ID	Term	Annotated	Significant	Expected	weight01KS	classicKS	weight01KSpadj	classicKSpadj
GO:1990351	transporter complex	20	7	2.2	3.3e-06	3.3e-06	3.0030000000000004e-4	2.457e-4
GO:0005887	integral component of plasma membrane	27	7	2.97	0.00021	0.00021	0.0077350000000000006	0.0027300000000000002
GO:0098797	plasma membrane protein complex	33	8	3.63	0.00026	0.00026	0.0077350000000000006	0.0029574999999999996
GO:0005886	plasma membrane	84	23	9.25	0.00034	5.4e-06	0.0077350000000000006	2.457e-4
GO:0016021	integral component of membrane	550	86	60.58	0.00093	0.00017	0.016926	0.0027300000000000002
GO:0016020	membrane	1080	156	118.96	0.00426	2.2e-05	0.06461	6.673333333333333e-4
GO:0110165	cellular anatomical entity	2176	248	239.69	0.02223	0.17900	0.28898999999999997	0.7029932
GO:0019866	organelle inner membrane	40	2	4.41	0.04919	0.23504	0.55953625	0.7527780000000001
GO:0015629	actin cytoskeleton	36	5	3.97	0.07738	0.07738	0.73416	0.5867983333333333
GO:0005654	nucleoplasm	98	10	10.79	0.08678	0.26601	0.73416	0.7527780000000001
GO:0005789	endoplasmic reticulum membrane	35	7	3.86	0.09261	0.09261	0.73416	0.6309333333333332
GO:0000151	ubiquitin ligase complex	23	0	2.53	0.10480	0.10480	0.73416	0.6309333333333332
GO:0031966	mitochondrial membrane	53	2	5.84	0.10488	0.49700	0.73416	1
GO:0005783	endoplasmic reticulum	31	8	3.41	0.12451	0.12451	0.7658155555555556	0.6309333333333332
GO:0031967	organelle envelope	79	6	8.7	0.13602	0.39092	0.7658155555555556	0.9121466666666667
GO:0005743	mitochondrial inner membrane	38	1	4.19	0.14252	0.43062	0.7658155555555556	0.9796604999999999
GO:0005576	extracellular region	96	6	10.57	0.14520	0.14520	0.7658155555555556	0.6606599999999999
GO:0031981	nuclear lumen	135	13	14.87	0.15148	0.13777	0.7658155555555556	0.6598457894736842
GO:0000123	histone acetyltransferase complex	25	3	2.75	0.17034	0.17034	0.815838947368421	0.7029932
GO:0000790	nuclear chromatin	23	3	2.53	0.19313	0.19313	0.8635466666666667	0.7029932
GO:0043232	intracellular non-membrane-bounded organelle	341	22	37.56	0.19928	0.90404	0.8635466666666667	1
GO:0005667	transcription regulator complex	45	3	4.96	0.21397	0.35638	0.879851304347826	0.9008494444444444
GO:0061695	transferase complex, transferring phosphorus-containing groups	36	2	3.97	0.22238	0.61822	0.879851304347826	1
GO:0000786	nucleosome	33	2	3.63	0.23635	0.23635	0.8961604166666667	0.7527780000000001
GO:0030117	membrane coat	25	4	2.75	0.25070	0.25070	0.9125479999999999	0.7527780000000001
GO:0005856	cytoskeleton	114	13	12.56	0.28390	0.56315	0.9720749999999999	1
GO:0098588	bounding membrane of organelle	67	8	7.38	0.28861	0.28861	0.9720749999999999	0.7527780000000001
GO:0012505	endomembrane system	145	19	15.97	0.29910	0.12182	0.9720749999999999	0.6309333333333332
GO:0098805	whole membrane	48	4	5.29	0.36702	0.36702	1	0.9026708108108109
GO:1990904	ribonucleoprotein complex	80	3	8.81	0.39635	0.99187	1	1
GO:0044815	DNA packaging complex	36	2	3.97	0.43536	0.20161	1	0.705635
GO:0015630	microtubule cytoskeleton	59	6	6.5	0.44751	0.83373	1	1
GO:0099080	supramolecular complex	26	4	2.86	0.50107	0.86577	1	1
GO:0043231	intracellular membrane-bounded organelle	671	60	73.91	0.52833	0.65494	1	1
GO:1902494	catalytic complex	204	16	22.47	0.54940	0.60154	1	1
GO:0000228	nuclear chromosome	34	4	3.75	0.57676	0.28019	1	0.7527780000000001
GO:0031982	vesicle	43	5	4.74	0.58286	0.78289	1	1
GO:0005634	nucleus	458	45	50.45	0.59253	0.50753	1	1
GO:0043229	intracellular organelle	974	82	107.29	0.60178	0.94222	1	1
GO:0032991	protein-containing complex	717	54	78.98	0.62557	0.79332	1	1
GO:1905369	endopeptidase complex	26	1	2.86	0.64794	0.99482	1	1
GO:0016469	proton-transporting two-sector ATPase complex	25	0	2.75	0.65083	0.65083	1	1
GO:0031248	protein acetyltransferase complex	27	3	2.97	0.68129	0.19200	1	0.7029932
GO:0098796	membrane protein complex	130	17	14.32	0.70068	0.05439	1	0.494949
GO:0016591	RNA polymerase II, holoenzyme	21	1	2.31	0.71468	0.71468	1	1
GO:0098800	inner mitochondrial membrane protein complex	22	0	2.42	0.75562	0.75562	1	1
GO:0031410	cytoplasmic vesicle	41	5	4.52	0.75817	0.75817	1	1
GO:1905368	peptidase complex	36	2	3.97	0.78481	0.99281	1	1
GO:1990234	transferase complex	111	8	12.23	0.80075	0.06069	1	0.5020718181818182
GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	36	7	3.97	0.81911	0.12480	1	0.6309333333333332
GO:0030880	RNA polymerase complex	26	1	2.86	0.81964	0.93322	1	1
GO:0120025	plasma membrane bounded cell projection	21	2	2.31	0.82288	0.82288	1	1
GO:0005737	cytoplasm	442	40	48.69	0.82681	0.93047	1	1
GO:0032993	protein-DNA complex	35	2	3.86	0.83019	0.28953	1	0.7527780000000001
GO:0090575	RNA polymerase II transcription regulator complex	23	0	2.53	0.83237	0.83237	1	1
GO:0016592	mediator complex	25	2	2.75	0.84336	0.84336	1	1
GO:0043226	organelle	1008	85	111.03	0.85457	0.94746	1	1
GO:0005740	mitochondrial envelope	62	3	6.83	0.85534	0.64038	1	1
GO:0099512	supramolecular fiber	20	3	2.2	0.86462	0.86462	1	1
GO:0005829	cytosol	20	0	2.2	0.87531	0.87531	1	1
GO:0005794	Golgi apparatus	46	4	5.07	0.88768	0.88768	1	1
