GO.ID,Term,Annotated,Significant,Expected,classicFisher,classicFisherPadj
GO:0061134,peptidase regulator activity,33,9,0.24,8.4e-13,3.318e-10
GO:0004866,endopeptidase inhibitor activity,22,7,0.16,1e-10,1.975e-8
GO:0061135,endopeptidase regulator activity,24,7,0.17,2.1e-10,2.765e-8
GO:0030414,peptidase inhibitor activity,26,7,0.19,3.9e-10,3.85125e-8
GO:0004857,enzyme inhibitor activity,53,7,0.38,7.9e-8,6.241e-6
GO:0019904,protein domain specific binding,79,7,0.57,1.3e-6,8.558333333333333e-5
GO:0005102,signaling receptor binding,199,9,1.44,1e-5,5.43125e-4
GO:0030234,enzyme regulator activity,257,10,1.86,1.1e-5,5.43125e-4
GO:0008083,growth factor activity,21,4,0.15,1.3e-5,5.705555555555555e-4
GO:0005539,glycosaminoglycan binding,31,4,0.22,6.6e-5,0.0026070000000000004
GO:0005515,protein binding,2746,33,19.85,1.3e-4,0.004608333333333332
GO:0008289,lipid binding,161,7,1.16,1.4e-4,0.004608333333333332
GO:0098772,molecular function regulator,902,16,6.52,3.9e-4,0.01185
GO:0004601,peroxidase activity,23,3,0.17,5.7e-4,0.016082142857142857
GO:0016684,"oxidoreductase activity, acting on perox...",24,3,0.17,6.5e-4,0.017116666666666665
GO:0048018,receptor ligand activity,61,4,0.44,0.00093000000000000005,0.022959375
GO:0030546,signaling receptor activator activity,63,4,0.46,0.00105,0.02439705882352941
GO:0004197,cysteine-type endopeptidase activity,29,3,0.21,0.00114,0.025016666666666663
GO:0030545,receptor regulator activity,67,4,0.48,0.00132,0.027442105263157896
GO:0016209,antioxidant activity,33,3,0.24,0.00166,0.03254047619047619
GO:0016798,"hydrolase activity, acting on glycosyl b...",72,4,0.52,0.00173,0.03254047619047619
GO:0019901,protein kinase binding,90,4,0.65,0.0039,0.07002272727272726
GO:0008234,cysteine-type peptidase activity,53,3,0.38,0.00645,0.11077173913043478
GO:0019900,kinase binding,106,4,0.77,0.00698,0.11487916666666666
GO:0042802,identical protein binding,176,5,1.27,0.00844,0.133352
GO:0005488,binding,4800,42,34.7,0.01211,0.18397884615384613
GO:0004672,protein kinase activity,198,5,1.43,0.0136,0.19896296296296295
GO:0004519,endonuclease activity,71,3,0.51,0.01438,0.2028607142857143
GO:1902936,phosphatidylinositol bisphosphate bindin...,29,2,0.21,0.01836,0.25007586206896554
GO:0140096,"catalytic activity, acting on a protein",885,12,6.4,0.02102,0.26623
GO:0038023,signaling receptor activity,224,5,1.62,0.02206,0.26623
GO:0060089,molecular transducer activity,224,5,1.62,0.02206,0.26623
GO:0020037,heme binding,84,3,0.61,0.02247,0.26623
GO:0046906,tetrapyrrole binding,85,3,0.61,0.02317,0.26623
GO:0004674,protein serine/threonine kinase activity,152,4,1.1,0.02359,0.26623
GO:0004713,protein tyrosine kinase activity,37,2,0.27,0.02903,0.30128625
GO:0031625,ubiquitin protein ligase binding,37,2,0.27,0.02903,0.30128625
GO:0097367,carbohydrate derivative binding,927,12,6.7,0.02921,0.30128625
GO:0031490,chromatin DNA binding,38,2,0.27,0.03051,0.30128625
GO:0044389,ubiquitin-like protein ligase binding,38,2,0.27,0.03051,0.30128625
GO:0016773,"phosphotransferase activity, alcohol gro...",253,5,1.83,0.0349,0.3362317073170732
GO:0004521,endoribonuclease activity,44,2,0.32,0.03995,0.3757202380952381
GO:0019899,enzyme binding,458,7,3.31,0.04486,0.4120860465116279
GO:0004518,nuclease activity,115,3,0.83,0.04989,0.4473155555555556
GO:0005543,phospholipid binding,116,3,0.84,0.05096,0.4473155555555556
GO:0061630,ubiquitin protein ligase activity,118,3,0.85,0.05314,0.45631086956521744
GO:1901981,phosphatidylinositol phosphate binding,53,2,0.38,0.05586,0.46553571428571433
GO:0061659,ubiquitin-like protein ligase activity,122,3,0.88,0.05762,0.46553571428571433
GO:0004553,"hydrolase activity, hydrolyzing O-glycos...",54,2,0.39,0.05775,0.46553571428571433
GO:0030246,carbohydrate binding,58,2,0.42,0.06552,0.517608
GO:0016301,kinase activity,305,5,2.2,0.06782,0.5252725490196078
GO:0004540,ribonuclease activity,65,2,0.47,0.07989,0.6068567307692307
GO:0003824,catalytic activity,2912,26,21.05,0.09931,0.7401405660377358
GO:0004842,ubiquitin-protein transferase activity,159,3,1.15,0.10694,0.7799975806451613
GO:0035091,phosphatidylinositol binding,79,2,0.57,0.11115,0.7799975806451613
GO:0004175,endopeptidase activity,163,3,1.18,0.11304,0.7799975806451613
GO:0001228,DNA-binding transcription activator acti...,81,2,0.59,0.11584,0.7799975806451613
GO:0030674,protein-macromolecule adaptor activity,82,2,0.59,0.11821,0.7799975806451613
GO:0016787,hydrolase activity,1279,13,9.25,0.1188,0.7799975806451613
GO:0001216,DNA-binding transcription activator acti...,83,2,0.6,0.12059,0.7799975806451613
GO:0008233,peptidase activity,263,4,1.9,0.12104,0.7799975806451613
GO:0019787,ubiquitin-like protein transferase activ...,169,3,1.22,0.12243,0.7799975806451613
GO:0003725,double-stranded RNA binding,20,1,0.14,0.13525,0.8479960317460318
GO:0004888,transmembrane signaling receptor activit...,181,3,1.31,0.14204,0.876653125
GO:0004520,endodeoxyribonuclease activity,23,1,0.17,0.15393,0.9283098484848484
GO:0043167,ion binding,2106,19,15.22,0.15511,0.9283098484848484
GO:0016877,"ligase activity, forming carbon-sulfur b...",24,1,0.17,0.16006,0.929760294117647
GO:0016891,"endoribonuclease activity, producing 5'-...",24,1,0.17,0.16006,0.929760294117647
GO:0016772,"transferase activity, transferring phosp...",403,5,2.91,0.16416,0.9397565217391304
GO:0003730,mRNA 3'-UTR binding,29,1,0.21,0.1901,1
GO:0060090,molecular adaptor activity,111,2,0.8,0.19121,1
GO:0004386,helicase activity,112,2,0.81,0.19383,1
GO:0005524,ATP binding,661,7,4.78,0.19648,1
GO:0042803,protein homodimerization activity,117,2,0.85,0.20704,1
GO:0003727,single-stranded RNA binding,32,1,0.23,0.20762,1
GO:0032559,adenyl ribonucleotide binding,676,7,4.89,0.21215,1
GO:0016893,"endonuclease activity, active with eithe...",33,1,0.24,0.21337,1
GO:0030554,adenyl nucleotide binding,680,7,4.92,0.21641,1
GO:0004536,deoxyribonuclease activity,36,1,0.26,0.2304,1
GO:0043168,anion binding,1072,10,7.75,0.2385,1
GO:0008047,enzyme activator activity,138,2,1,0.26332,1
GO:0000287,magnesium ion binding,45,1,0.33,0.27933,1
GO:0016811,"hydrolase activity, acting on carbon-nit...",45,1,0.33,0.27933,1
GO:0140098,"catalytic activity, acting on RNA",267,3,1.93,0.30391,1
GO:0016651,"oxidoreductase activity, acting on NAD(P...",51,1,0.37,0.31024,1
GO:0003724,RNA helicase activity,52,1,0.38,0.31526,1
GO:0016491,oxidoreductase activity,417,4,3.01,0.35603,1
