target_id	length	eff_length	est_counts	tpm
XM_029176008.1	2568	2355.51	2.86684	0.0843228
XM_029176009.1	4203	3990.51	16.7103	0.290124
XM_029176010.1	1236	1023.51	174.367	11.8031
XM_029176011.1	814	601.641	259.888	29.9279
XM_029176012.1	694	482.548	35.1118	5.04127
XM_029176013.1	693	481.572	6800	978.306
XM_029176014.1	17928	17715.5	159.008	0.621861
XM_029176015.1	787	574.816	679	81.8406
XM_029176016.1	521	314.364	633	139.508
XM_029176017.1	1219	1006.51	40	2.75339
XM_029176018.1	2573	2360.51	791.865	23.2419
XM_029176019.1	2564	2351.51	111.135	3.27439
XM_029176020.1	2886	2673.51	3457	89.5869
XM_029176021.1	5925	5712.51	0	0
XM_029176022.1	17922	17709.5	127.757	0.49981
XM_029176023.1	5843	5630.51	0	0
XM_029176024.1	5922	5709.51	352.871	4.28198
XM_029176025.1	5897	5684.51	573.129	6.98532
XM_029176026.1	5097	4884.51	0	0
XM_029176027.1	5600	5387.51	1221.85	15.713
XM_029176028.1	3805	3592.51	416.341	8.02932
XM_029176029.1	3791	3578.51	476.672	9.22878
XM_029176030.1	17775	17562.5	52.6695	0.207778
XM_029176031.1	5155	4942.51	234.134	3.28204
XM_029176032.1	2630	2417.51	24	0.687812
XM_029176033.1	2354	2141.51	0	0
XM_029176034.1	3269	3056.51	1146.74	25.9937
XM_029176035.1	3025	2812.51	50.9529	1.25517
XM_029176036.1	1503	1290.51	120.304	6.45869
XM_029176037.1	8462	8249.51	0	0
XM_029176038.1	8010	7797.51	5.84203	0.0519081
XM_029176039.1	8456	8243.51	0	0
XM_029176040.1	8447	8234.51	0	0
XM_029176041.1	8441	8228.51	25.0232	0.210692
XM_029176042.1	8437	8224.51	342.329	2.88377
XM_029176043.1	8422	8209.51	117.493	0.991568
XM_029176044.1	2288	2075.51	1572.57	52.4943
XM_029176045.1	2346	2133.51	0	0
XM_029176046.1	7605	7392.51	533.891	5.00366
XM_029176047.1	2201	1988.51	9.42198	0.328277
XM_029176048.1	1848	1635.51	12.0132	0.508899
XM_029176049.1	1845	1632.51	65.8271	2.79367
XM_029176050.1	1721	1508.51	104.16	4.78385
XM_029176051.1	1297	1084.51	404	25.8092
XM_029176052.1	1140	927.513	214	15.9853
XM_029176053.1	1157	944.513	907	66.5314
XM_029176054.1	4349	4136.51	1007.92	16.8818
XM_029176055.1	4403	4190.51	291.08	4.81252
XM_029176056.1	1130	917.513	524.497	39.6058
XM_029176057.1	18063	17850.5	91.6404	0.355683
XM_029176058.1	1051	838.513	15.5026	1.28092
XM_029176059.1	6144	5931.51	538.213	6.2866
XM_029176060.1	6043	5830.51	0	0
XM_029176061.1	5787	5574.51	297.213	3.69392
XM_029176062.1	5868	5655.51	0	0
XM_029176063.1	5634	5421.51	205.574	2.6271
XM_029176064.1	4977	4764.51	450.817	6.55555
XM_029176065.1	4251	4038.51	62.1831	1.06679
XM_029176066.1	18039	17826.5	130.651	0.507779
XM_029176067.1	2175	1962.51	84.136	2.97028
XM_029176068.1	2104	1891.51	54.864	2.00958
XM_029176069.1	3362	3149.51	611	13.4408
XM_029176070.1	1137	924.513	74.7349	5.60064
XM_029176071.1	1253	1040.51	623.408	41.51
XM_029176072.1	1048	835.513	261.857	21.7139
XM_029176073.1	1096	883.513	493	38.66
XM_029176074.1	964	751.513	13.0492	1.20303
XM_029176075.1	17952	17739.5	111.274	0.434588
XM_029176076.1	877	664.548	370.298	38.6058
XM_029176077.1	891	678.548	14.6523	1.49608
XM_029176078.1	819	606.611	380	43.4011
XM_029176079.1	872	659.548	668	70.171
XM_029176080.1	2767	2554.51	963	26.1183
XM_029176081.1	1987	1774.51	413.542	16.1461
XM_029176082.1	718	506.352	3	0.410484
XM_029176083.1	17928	17715.5	159.008	0.621861
XM_029176084.1	5188	4975.51	179	2.49254
XM_029176085.1	2929	2716.51	551.196	14.0579
XM_029176086.1	2918	2705.51	172.804	4.42518
XM_029176087.1	4079	3866.51	3545	63.522
XM_029176088.1	10895	10682.5	1114.96	7.23127
XM_029176089.1	10499	10286.5	276.036	1.8592
XM_029176090.1	17922	17709.5	127.757	0.49981
XM_029176091.1	10588	10375.5	87.5953	0.584922
XM_029176092.1	9721	9508.51	663.028	4.8311
XM_029176093.1	10083	9870.51	103.525	0.726664
XM_029176094.1	9652	9439.51	206.616	1.5165
XM_029176095.1	10659	10446.5	35.2057	0.23349
XM_029176096.1	3540	3327.51	12.7897	0.266298
XM_029176097.1	10656	10443.5	81.5644	0.541105
XM_029176098.1	10650	10437.5	81.5547	0.541351
XM_029176099.1	10194	9981.51	86.3315	0.599239
XM_029176100.1	10632	10419.5	0	0
XM_029176101.1	10596	10383.5	62.2787	0.41555
XM_029176102.1	17775	17562.5	52.6695	0.207778
XM_029176103.1	10075	9862.51	349.301	2.4538
XM_029176104.1	2400	2187.51	329.127	10.4241
XM_029176105.1	2240	2027.51	908.883	31.0579
XM_029176106.1	2478	2265.51	420.99	12.8746
XM_029176107.1	919	706.513	336	32.9493
XM_029176108.1	2396	2183.51	188.201	5.97165
XM_029176109.1	2334	2121.51	143.816	4.69664
XM_029176110.1	1694	1481.51	191.014	8.9328
XM_029176111.1	2294	2081.51	1091.43	36.3282
XM_029176112.1	808	595.641	734	85.3766
XM_029176113.1	2336	2123.51	66.6031	2.17304
XM_029176114.1	2314	2101.51	229.397	7.5628
XM_029176115.1	1372	1159.51	351.478	21.0015
XM_029176116.1	1226	1013.51	169.522	11.5884
XM_029176117.1	891	678.548	73	7.45366
XM_029176118.1	2175	1962.51	1529	53.9787
XM_029176119.1	5173	4960.51	23.9487	0.33449
XM_029176120.1	5026	4813.51	80.0513	1.15221
XM_029176121.1	4944	4731.51	408.927	5.98788
XM_029176122.1	4881	4668.51	36.0733	0.535346
XM_029176123.1	2545	2332.51	0	0
XM_029176124.1	3457	3244.51	589.764	12.5938
XM_029176125.1	3379	3166.51	132.236	2.89332
XM_029176126.1	1526	1313.51	3.34957e-06	1.76678e-07
XM_029176127.1	782	569.844	0.27506	0.0334425
XM_029176128.1	796	583.7	0	0
XM_029176129.1	3990	3777.51	77.7249	1.42555
XM_029176130.1	823	610.611	3806	431.849
XM_029176131.1	2615	2402.51	775	22.3493
XM_029176132.1	2521	2308.51	0.14583	0.00437666
XM_029176133.1	2883	2670.51	764	19.821
XM_029176134.1	1985	1772.51	672	26.2668
XM_029176135.1	977	764.513	211	19.1216
