GO.ID,Term,Annotated,Significant,Expected,classicFisher,classicFisherPadj
GO:0043186,P granule,32,7,0.31,1.7e-8,4.498e-6
GO:0060293,germ plasm,34,7,0.33,2.6e-8,4.498e-6
GO:0005776,autophagosome,37,7,0.36,4.9e-8,5.651333333333333e-6
GO:0045495,pole plasm,43,7,0.42,1.5e-7,1.2974999999999999e-5
GO:0005773,vacuole,136,10,1.32,6.1e-7,4.2212e-5
GO:0036464,cytoplasmic ribonucleoprotein granule,82,8,0.8,1.1e-6,5.9314285714285715e-5
GO:0035770,ribonucleoprotein granule,83,8,0.81,1.2e-6,5.9314285714285715e-5
GO:0005615,extracellular space,282,12,2.74,1.4e-5,6.055e-4
GO:0005576,extracellular region,484,15,4.71,4.6e-5,0.0017684444444444444
GO:1902555,endoribonuclease complex,25,4,0.24,8.9e-5,0.0030794
GO:1905348,endonuclease complex,27,4,0.26,1.2e-4,0.0037745454545454545
GO:0062023,collagen-containing extracellular matrix,31,4,0.3,2.1e-4,0.006055
GO:0043025,neuronal cell body,114,6,1.11,7.9e-4,0.021026153846153847
GO:0099080,supramolecular complex,323,10,3.14,0.00102,0.02520857142857143
GO:0044297,cell body,128,6,1.24,0.00144,0.033216
GO:0005764,lysosome,89,5,0.87,0.00165,0.03568125
GO:0000323,lytic vacuole,91,5,0.88,0.00182,0.03704235294117647
GO:0030425,dendrite,102,5,0.99,0.00301,0.05481368421052631
GO:0097447,dendritic tree,102,5,0.99,0.00301,0.05481368421052631
GO:0005774,vacuolar membrane,64,4,0.62,0.00335,0.057955000000000007
GO:0098805,whole membrane,269,8,2.62,0.0043,0.07084761904761903
GO:0036477,somatodendritic compartment,178,6,1.73,0.0074,0.11638181818181818
GO:0031012,extracellular matrix,101,4,0.98,0.01647,0.24776608695652172
GO:0005829,cytosol,924,15,8.99,0.02937,0.4234175
GO:0072686,mitotic spindle,42,2,0.41,0.06253,0.8654152
GO:1990904,ribonucleoprotein complex,545,9,5.3,0.07983,1
GO:0000775,"chromosome, centromeric region",65,2,0.63,0.13136,1
GO:0030424,axon,203,4,1.97,0.13453,1
GO:0110165,cellular anatomical entity,6537,66,63.57,0.1349,1
GO:0043005,neuron projection,372,6,3.62,0.1519,1
GO:0005737,cytoplasm,3685,40,35.83,0.18363,1
GO:0005811,lipid droplet,21,1,0.2,0.18577,1
GO:0098687,chromosomal region,155,3,1.51,0.1909,1
GO:0005770,late endosome,83,2,0.81,0.19297,1
GO:0051233,spindle midzone,23,1,0.22,0.20157,1
GO:0099572,postsynaptic specialization,24,1,0.23,0.20936,1
GO:0098588,bounding membrane of organelle,412,6,4.01,0.21013,1
GO:0048471,perinuclear region of cytoplasm,90,2,0.88,0.21789,1
GO:0000794,condensed nuclear chromosome,26,1,0.25,0.22472,1
GO:0061174,type I terminal bouton,26,1,0.25,0.22472,1
GO:1904115,axon cytoplasm,26,1,0.25,0.22472,1
GO:0016324,apical plasma membrane,94,2,0.91,0.23227,1
GO:0005918,septate junction,30,1,0.29,0.25456,1
GO:0000932,P-body,34,1,0.33,0.28326,1
GO:0005765,lysosomal membrane,35,1,0.34,0.29027,1
GO:0005876,spindle microtubule,35,1,0.34,0.29027,1
GO:0030139,endocytic vesicle,35,1,0.34,0.29027,1
GO:0098852,lytic vacuole membrane,36,1,0.35,0.2972,1
GO:0000776,kinetochore,37,1,0.36,0.30407,1
GO:0070160,tight junction,37,1,0.36,0.30407,1
GO:0005819,spindle,118,2,1.15,0.319,1
GO:0005703,polytene chromosome puff,41,1,0.4,0.3309,1
GO:0005741,mitochondrial outer membrane,41,1,0.4,0.3309,1
GO:0120111,neuron projection cytoplasm,41,1,0.4,0.3309,1
GO:0019867,outer membrane,44,1,0.43,0.35035,1
GO:0031968,organelle outer membrane,44,1,0.43,0.35035,1
GO:0005739,mitochondrion,702,8,6.83,0.37366,1
GO:0055037,recycling endosome,49,1,0.48,0.38153,1
GO:0030054,cell junction,515,6,5.01,0.38535,1
GO:0000793,condensed chromosome,55,1,0.53,0.41701,1
GO:0043231,intracellular membrane-bounded organelle,3670,37,35.69,0.4219,1
GO:0043195,terminal bouton,59,1,0.57,0.43954,1
GO:0043296,apical junction complex,59,1,0.57,0.43954,1
GO:0005929,cilium,155,2,1.51,0.44733,1
GO:0031982,vesicle,451,5,4.39,0.44885,1
GO:0099568,cytoplasmic region,156,2,1.52,0.45062,1
GO:0043679,axon terminus,62,1,0.6,0.45587,1
GO:0044306,neuron projection terminus,63,1,0.61,0.46121,1
GO:0045177,apical part of cell,160,2,1.56,0.46371,1
GO:0120025,plasma membrane bounded cell projection,563,6,5.47,0.47054,1
GO:0005912,adherens junction,66,1,0.64,0.47692,1
GO:0042995,cell projection,572,6,5.56,0.48628,1
GO:0043227,membrane-bounded organelle,3944,39,38.35,0.48776,1
GO:0045202,synapse,371,4,3.61,0.49057,1
GO:0099738,cell cortex region,69,1,0.67,0.49218,1
GO:0098794,postsynapse,74,1,0.72,0.51664,1
GO:0005769,early endosome,75,1,0.73,0.52139,1
GO:0071944,cell periphery,1224,12,11.9,0.53795,1
GO:0030659,cytoplasmic vesicle membrane,79,1,0.77,0.53994,1
GO:0005938,cell cortex,186,2,1.81,0.54418,1
GO:0005777,peroxisome,80,1,0.78,0.54447,1
GO:0042579,microbody,80,1,0.78,0.54447,1
GO:0019898,extrinsic component of membrane,84,1,0.82,0.56213,1
GO:0016020,membrane,2693,26,26.19,0.56511,1
GO:0012506,vesicle membrane,85,1,0.83,0.56644,1
GO:1990234,transferase complex,410,4,3.99,0.57084,1
GO:0150034,distal axon,87,1,0.85,0.57494,1
GO:1902494,catalytic complex,840,8,8.17,0.5815,1
GO:0032838,plasma membrane bounded cell projection ...,89,1,0.87,0.58327,1
GO:0031410,cytoplasmic vesicle,417,4,4.06,0.58453,1
GO:0097708,intracellular vesicle,417,4,4.06,0.58453,1
GO:0098793,presynapse,202,2,1.96,0.58947,1
GO:0005875,microtubule associated complex,104,1,1.01,0.64084,1
GO:0043226,organelle,4428,42,43.06,0.65875,1
GO:0005794,Golgi apparatus,349,3,3.39,0.66736,1
GO:0005768,endosome,234,2,2.28,0.67003,1
GO:0005635,nuclear envelope,113,1,1.1,0.67154,1
GO:0005886,plasma membrane,1130,10,10.99,0.6789,1
GO:0000151,ubiquitin ligase complex,118,1,1.15,0.68746,1
GO:0005874,microtubule,124,1,1.21,0.70557,1
GO:0005911,cell-cell junction,126,1,1.23,0.71137,1
GO:0043229,intracellular organelle,4318,40,41.99,0.73818,1
GO:0016021,integral component of membrane,1857,16,18.06,0.75702,1
GO:0031224,intrinsic component of membrane,1884,16,18.32,0.77886,1
GO:0070161,anchoring junction,158,1,1.54,0.79026,1
GO:0098590,plasma membrane region,298,2,2.9,0.79318,1
GO:0099513,polymeric cytoskeletal fiber,162,1,1.58,0.79849,1
GO:0000139,Golgi membrane,163,1,1.59,0.8005,1
GO:0043228,non-membrane-bounded organelle,1488,12,14.47,0.81062,1
GO:0043232,intracellular non-membrane-bounded organ...,1488,12,14.47,0.81062,1
GO:0005634,nucleus,2267,19,22.04,0.82228,1
GO:0015630,microtubule cytoskeleton,324,2,3.15,0.83056,1
GO:0005700,polytene chromosome,182,1,1.77,0.83509,1
GO:0005681,spliceosomal complex,187,1,1.82,0.84317,1
GO:0031090,organelle membrane,905,6,8.8,0.88996,1
GO:0099512,supramolecular fiber,223,1,2.17,0.89087,1
GO:0099081,supramolecular polymer,225,1,2.19,0.89305,1
GO:0005622,intracellular,5142,46,50,0.89597,1
GO:0031967,organelle envelope,390,2,3.79,0.89992,1
GO:0031975,envelope,390,2,3.79,0.89992,1
GO:0012505,endomembrane system,1071,7,10.41,0.91383,1
GO:0031966,mitochondrial membrane,260,1,2.53,0.92497,1
GO:0005694,chromosome,578,3,5.62,0.92851,1
GO:0005740,mitochondrial envelope,277,1,2.69,0.93688,1
GO:0032991,protein-containing complex,2318,17,22.54,0.94463,1
GO:0000228,nuclear chromosome,326,1,3.17,0.96175,1
GO:0005856,cytoskeleton,504,2,4.9,0.9619,1
GO:0005887,integral component of plasma membrane,348,1,3.38,0.96949,1
GO:0031226,intrinsic component of plasma membrane,361,1,3.51,0.97331,1
GO:0005783,endoplasmic reticulum,403,1,3.92,0.98272,1
GO:0031981,nuclear lumen,961,1,9.34,0.99996,1
GO:0031974,membrane-enclosed lumen,1180,1,11.47,1,1
GO:0043233,organelle lumen,1180,1,11.47,1,1
GO:0070013,intracellular organelle lumen,1180,1,11.47,1,1
GO:0005575,cellular_component,6890,67,67,1,1
GO:0000118,histone deacetylase complex,32,0,0.31,1,1
GO:0000123,histone acetyltransferase complex,64,0,0.62,1,1
GO:0000152,nuclear ubiquitin ligase complex,23,0,0.22,1,1
