GO.ID,Term,Annotated,Significant,Expected,classicFisher,classicFisherPadj
GO:0005615,extracellular space,282,54,19.56,2.8e-12,9.688e-10
GO:0005576,extracellular region,484,69,33.58,3e-9,5.19e-7
GO:0005829,cytosol,924,108,64.1,8.6e-9,9.918666666666666e-7
GO:0009898,cytoplasmic side of plasma membrane,50,16,3.47,1.2e-7,1.0379999999999999e-5
GO:0098552,side of membrane,75,19,5.2,5e-7,3.46e-5
GO:0098562,cytoplasmic side of membrane,56,16,3.89,7e-7,4.036666666666666e-5
GO:0005886,plasma membrane,1130,114,78.39,8.6e-6,4.2508571428571436e-4
GO:0005700,polytene chromosome,182,29,12.63,1.8e-5,7.304444444444445e-4
GO:0071944,cell periphery,1224,120,84.92,1.9e-5,7.304444444444445e-4
GO:0045495,pole plasm,43,12,2.98,2.3e-5,7.958e-4
GO:0005776,autophagosome,37,11,2.57,2.6e-5,8.178181818181817e-4
GO:0043186,P granule,32,10,2.22,3.8e-5,0.0010956666666666667
GO:0005694,chromosome,578,65,40.1,4.7e-5,0.001250923076923077
GO:0005773,vacuole,136,23,9.44,5.2e-5,0.001285142857142857
GO:0060293,germ plasm,34,10,2.36,6.8e-5,0.0015685333333333334
GO:0034399,nuclear periphery,35,10,2.43,8.9e-5,0.001826111111111111
GO:0019897,extrinsic component of plasma membrane,42,11,2.91,9.5e-5,0.001826111111111111
GO:0045177,apical part of cell,160,25,11.1,9.5e-5,0.001826111111111111
GO:0019898,extrinsic component of membrane,84,16,5.83,1.7e-4,0.0030957894736842106
GO:0000791,euchromatin,25,8,1.73,1.9e-4,0.0032870000000000004
GO:0005764,lysosome,89,16,6.17,3.5e-4,0.005766666666666666
GO:0036464,cytoplasmic ribonucleoprotein granule,82,15,5.69,4.4e-4,0.006487499999999999
GO:0110165,cellular anatomical entity,6537,468,453.51,4.5e-4,0.006487499999999999
GO:0000323,lytic vacuole,91,16,6.31,4.5e-4,0.006487499999999999
GO:0035770,ribonucleoprotein granule,83,15,5.76,5e-4,0.00692
GO:0030425,dendrite,102,17,7.08,5.8e-4,0.007432592592592593
GO:0097447,dendritic tree,102,17,7.08,5.8e-4,0.007432592592592593
GO:0005938,cell cortex,186,25,12.9,0.001,0.012357142857142858
GO:0031234,extrinsic component of cytoplasmic side ...,25,7,1.73,0.00119,0.01419793103448276
GO:0070161,anchoring junction,158,22,10.96,0.00125,0.014398064516129032
GO:0005634,nucleus,2267,188,157.28,0.00129,0.014398064516129032
GO:0009986,cell surface,65,12,4.51,0.00148,0.0160025
GO:0000785,chromatin,314,36,21.78,0.00178,0.018663030303030303
GO:0016324,apical plasma membrane,94,15,6.52,0.00189,0.019233529411764705
GO:0043025,neuronal cell body,114,17,7.91,0.00207,0.02046342857142857
GO:0098687,chromosomal region,155,21,10.75,0.00225,0.021625
GO:0036477,somatodendritic compartment,178,23,12.35,0.00266,0.024874594594594592
GO:0005737,cytoplasm,3685,285,255.65,0.00297,0.027042631578947367
GO:0016028,rhabdomere,32,7,2.22,0.00544,0.04826256410256411
GO:1902555,endoribonuclease complex,25,6,1.73,0.00615,0.0531975
GO:0044297,cell body,128,17,8.88,0.00698,0.05890439024390244
GO:0043235,receptor complex,60,10,4.16,0.00764,0.06293904761904762
GO:0030426,growth cone,27,6,1.87,0.00914,0.07187363636363636
GO:1905348,endonuclease complex,27,6,1.87,0.00914,0.07187363636363636
GO:0030427,site of polarized growth,28,6,1.94,0.01096,0.08427022222222222
GO:0031982,vesicle,451,44,31.29,0.01221,0.0918404347826087
GO:0030424,axon,203,23,14.08,0.01307,0.09279090909090909
GO:0018995,host cellular component,66,10,4.58,0.01475,0.09279090909090909
GO:0033643,host cell part,66,10,4.58,0.01475,0.09279090909090909
GO:0033646,host intracellular part,66,10,4.58,0.01475,0.09279090909090909
GO:0033647,host intracellular organelle,66,10,4.58,0.01475,0.09279090909090909
GO:0033648,host intracellular membrane-bounded orga...,66,10,4.58,0.01475,0.09279090909090909
GO:0042025,host cell nucleus,66,10,4.58,0.01475,0.09279090909090909
GO:0043656,host intracellular region,66,10,4.58,0.01475,0.09279090909090909
GO:0043657,host cell,66,10,4.58,0.01475,0.09279090909090909
GO:0045179,apical cortex,48,8,3.33,0.0163,0.09795379310344828
GO:0030055,cell-substrate junction,39,7,2.71,0.01634,0.09795379310344828
GO:0042995,cell projection,572,53,39.68,0.01642,0.09795379310344828
GO:0000228,nuclear chromosome,326,33,22.62,0.01725,0.10116101694915255
GO:0062023,collagen-containing extracellular matrix,31,6,2.15,0.01797,0.103627
GO:0016328,lateral plasma membrane,23,5,1.6,0.01865,0.10578524590163933
GO:0099738,cell cortex region,69,10,4.79,0.01977,0.11032935483870968
GO:0098858,actin-based cell projection,32,6,2.22,0.02086,0.11129666666666665
GO:0005703,polytene chromosome puff,41,7,2.84,0.02121,0.11129666666666665
GO:0031410,cytoplasmic vesicle,417,40,28.93,0.02123,0.11129666666666665
GO:0097708,intracellular vesicle,417,40,28.93,0.02123,0.11129666666666665
GO:0031981,nuclear lumen,961,82,66.67,0.0233,0.12032537313432837
GO:0043005,neuron projection,372,36,25.81,0.02486,0.1264935294117647
GO:0000790,nuclear chromatin,228,24,15.82,0.02582,0.12947420289855072
GO:0005911,cell-cell junction,126,15,8.74,0.02736,0.13523657142857143
GO:0030054,cell junction,515,47,35.73,0.02944,0.1434681690140845
