GO.ID,Term,Annotated,Significant,Expected,classicFisher,classicFisherPadj
GO:0005615,extracellular space,282,29,4.79,1.3e-15,4.498e-13
GO:0005576,extracellular region,484,33,8.22,1.6e-12,2.768e-10
GO:0043186,P granule,32,8,0.54,4.1e-8,4.728666666666667e-6
GO:0060293,germ plasm,34,8,0.58,6.8e-8,5.882e-6
GO:0005776,autophagosome,37,8,0.63,1.4e-7,9.688000000000001e-6
GO:0045495,pole plasm,43,8,0.73,4.8e-7,2.7679999999999996e-5
GO:0036464,cytoplasmic ribonucleoprotein granule,82,10,1.39,1e-6,4.942857142857143e-5
GO:0035770,ribonucleoprotein granule,83,10,1.41,1.2e-6,5.1899999999999994e-5
GO:0005829,cytosol,924,35,15.69,2.1e-6,8.073333333333332e-5
GO:1902555,endoribonuclease complex,25,6,0.42,2.9e-6,1.0034e-4
GO:1905348,endonuclease complex,27,6,0.46,4.7e-6,1.4783636363636363e-4
GO:0005773,vacuole,136,11,2.31,1.7e-5,4.901666666666666e-4
GO:0098552,side of membrane,75,7,1.27,2.6e-4,0.00692
GO:0009898,cytoplasmic side of plasma membrane,50,5,0.85,0.00149,0.03682428571428572
GO:0062023,collagen-containing extracellular matrix,31,4,0.53,0.00174,0.040136
GO:0098562,cytoplasmic side of membrane,56,5,0.95,0.00248,0.05363
GO:0099080,supramolecular complex,323,12,5.48,0.00843,0.17157529411764705
GO:0043025,neuronal cell body,114,6,1.94,0.01272,0.24450666666666668
GO:0110165,cellular anatomical entity,6537,116,111.01,0.01498,0.2727936842105263
GO:0005764,lysosome,89,5,1.51,0.01736,0.30032800000000004
GO:0000323,lytic vacuole,91,5,1.55,0.01894,0.31205904761904757
GO:0044297,cell body,128,6,2.17,0.02139,0.3231339130434782
GO:0016324,apical plasma membrane,94,5,1.6,0.02148,0.3231339130434782
GO:0005774,vacuolar membrane,64,4,1.09,0.02297,0.33115083333333334
GO:0031012,extracellular matrix,101,5,1.72,0.02825,0.3757303703703704
GO:0030425,dendrite,102,5,1.73,0.02932,0.3757303703703704
GO:0097447,dendritic tree,102,5,1.73,0.02932,0.3757303703703704
GO:0071944,cell periphery,1224,29,20.78,0.03373,0.41680642857142863
GO:0005886,plasma membrane,1130,27,19.19,0.03695,0.440851724137931
GO:0098805,whole membrane,269,9,4.57,0.03881,0.44760866666666665
GO:0016327,apicolateral plasma membrane,22,2,0.37,0.05295,0.5909903225806452
GO:0000791,euchromatin,25,2,0.42,0.06656,0.71968
GO:0036477,somatodendritic compartment,178,6,3.02,0.08183,0.8579751515151515
GO:0005918,septate junction,30,2,0.51,0.09143,0.9304347058823529
GO:0005737,cytoplasm,3685,70,62.58,0.09739,0.9410238888888888
GO:0009986,cell surface,65,3,1.1,0.09791,0.9410238888888888
GO:0030139,endocytic vesicle,35,2,0.59,0.11853,1
GO:0070160,tight junction,37,2,0.63,0.12987,1
GO:1990904,ribonucleoprotein complex,545,13,9.25,0.13262,1
GO:0045177,apical part of cell,160,5,2.72,0.13567,1
GO:0005703,polytene chromosome puff,41,2,0.7,0.15324,1
GO:0120111,neuron projection cytoplasm,41,2,0.7,0.15324,1
GO:0005777,peroxisome,80,3,1.36,0.15433,1
GO:0042579,microbody,80,3,1.36,0.15433,1
GO:0072686,mitotic spindle,42,2,0.71,0.15921,1
GO:0019898,extrinsic component of membrane,84,3,1.43,0.17081,1
GO:0048471,perinuclear region of cytoplasm,90,3,1.53,0.19643,1
GO:0098590,plasma membrane region,298,7,5.06,0.24229,1
GO:0030424,axon,203,5,3.45,0.26209,1
GO:0043296,apical junction complex,59,2,1,0.26491,1
GO:0098687,chromosomal region,155,4,2.63,0.26932,1
GO:0043005,neuron projection,372,8,6.32,0.29695,1
GO:0005811,lipid droplet,21,1,0.36,0.30246,1
GO:0000775,"chromosome, centromeric region",65,2,1.1,0.30282,1
GO:0016328,lateral plasma membrane,23,1,0.39,0.32602,1
GO:0051233,spindle midzone,23,1,0.39,0.32602,1
GO:0099572,postsynaptic specialization,24,1,0.41,0.3375,1
GO:0098794,postsynapse,74,2,1.26,0.35898,1
GO:0000794,condensed nuclear chromosome,26,1,0.44,0.35989,1
GO:0061174,type I terminal bouton,26,1,0.44,0.35989,1
GO:1904115,axon cytoplasm,26,1,0.44,0.35989,1
GO:0005769,early endosome,75,2,1.27,0.36513,1
GO:0005770,late endosome,83,2,1.41,0.41345,1
GO:0000792,heterochromatin,32,1,0.54,0.42265,1
GO:0016020,membrane,2693,47,45.73,0.43896,1
GO:0000932,P-body,34,1,0.58,0.44219,1
GO:0032154,cleavage furrow,34,1,0.58,0.44219,1
GO:0032838,plasma membrane bounded cell projection ...,89,2,1.51,0.4485,1
GO:0005765,lysosomal membrane,35,1,0.59,0.4517,1
GO:0005876,spindle microtubule,35,1,0.59,0.4517,1
GO:0098852,lytic vacuole membrane,36,1,0.61,0.46106,1
GO:0000776,kinetochore,37,1,0.63,0.47026,1
GO:0099568,cytoplasmic region,156,3,2.65,0.49701,1
GO:0005741,mitochondrial outer membrane,41,1,0.7,0.50553,1
GO:0019867,outer membrane,44,1,0.75,0.53044,1
GO:0031968,organelle outer membrane,44,1,0.75,0.53044,1
GO:0032153,cell division site,45,1,0.76,0.53847,1
GO:0045211,postsynaptic membrane,45,1,0.76,0.53847,1
GO:0016323,basolateral plasma membrane,49,1,0.83,0.56923,1
GO:0055037,recycling endosome,49,1,0.83,0.56923,1
GO:1902494,catalytic complex,840,14,14.26,0.57299,1
GO:0005819,spindle,118,2,2,0.59966,1
GO:0005700,polytene chromosome,182,3,3.09,0.60197,1
GO:0000793,condensed chromosome,55,1,0.93,0.6116,1
GO:0005938,cell cortex,186,3,3.16,0.61681,1
GO:0005681,spliceosomal complex,187,3,3.18,0.62046,1
GO:0071013,catalytic step 2 spliceosome,123,2,2.09,0.62239,1
GO:0005911,cell-cell junction,126,2,2.14,0.63555,1
GO:0043195,terminal bouton,59,1,1,0.63753,1
GO:0031982,vesicle,451,7,7.66,0.65248,1
GO:0030054,cell junction,515,8,8.75,0.65569,1
GO:0043679,axon terminus,62,1,1.05,0.65584,1
GO:0044306,neuron projection terminus,63,1,1.07,0.66173,1
GO:0005912,adherens junction,66,1,1.12,0.67883,1
GO:0018995,host cellular component,66,1,1.12,0.67883,1
GO:0033643,host cell part,66,1,1.12,0.67883,1
GO:0033646,host intracellular part,66,1,1.12,0.67883,1
GO:0033647,host intracellular organelle,66,1,1.12,0.67883,1
GO:0033648,host intracellular membrane-bounded orga...,66,1,1.12,0.67883,1
GO:0042025,host cell nucleus,66,1,1.12,0.67883,1
GO:0043656,host intracellular region,66,1,1.12,0.67883,1
GO:0043657,host cell,66,1,1.12,0.67883,1
GO:0097060,synaptic membrane,66,1,1.12,0.67883,1
GO:0099738,cell cortex region,69,1,1.17,0.69507,1
GO:0071011,precatalytic spliceosome,142,2,2.41,0.69978,1
GO:0098797,plasma membrane protein complex,142,2,2.41,0.69978,1
GO:0098588,bounding membrane of organelle,412,6,7,0.70886,1
GO:0005887,integral component of plasma membrane,348,5,5.91,0.7117,1
GO:0031410,cytoplasmic vesicle,417,6,7.08,0.71985,1
GO:0097708,intracellular vesicle,417,6,7.08,0.71985,1
GO:1990204,oxidoreductase complex,76,1,1.29,0.72987,1
GO:0031226,intrinsic component of plasma membrane,361,5,6.13,0.74164,1
GO:0030659,cytoplasmic vesicle membrane,79,1,1.34,0.74355,1
GO:0005929,cilium,155,2,2.63,0.74488,1
GO:0120025,plasma membrane bounded cell projection,563,8,9.56,0.75091,1
GO:0070161,anchoring junction,158,2,2.68,0.75443,1
GO:0045202,synapse,371,5,6.3,0.7631,1
GO:0005768,endosome,234,3,3.97,0.76553,1
GO:0042995,cell projection,572,8,9.71,0.76658,1
GO:0005739,mitochondrion,702,10,11.92,0.76681,1
GO:0012506,vesicle membrane,85,1,1.44,0.76888,1
GO:0150034,distal axon,87,1,1.48,0.77676,1
GO:0016021,integral component of membrane,1857,28,31.53,0.80046,1
GO:0031224,intrinsic component of membrane,1884,28,31.99,0.82592,1
GO:0005875,microtubule associated complex,104,1,1.77,0.83383,1
GO:1990234,transferase complex,410,5,6.96,0.8342,1
GO:0005635,nuclear envelope,113,1,1.92,0.85792,1
GO:0098793,presynapse,202,2,3.43,0.8628,1
GO:0000151,ubiquitin ligase complex,118,1,2,0.86977,1
GO:0005874,microtubule,124,1,2.11,0.88271,1
GO:0061695,"transferase complex, transferring phosph...",142,1,2.41,0.91435,1
GO:0005694,chromosome,578,6,9.82,0.93563,1
GO:0099513,polymeric cytoskeletal fiber,162,1,2.75,0.93966,1
GO:0000139,Golgi membrane,163,1,2.77,0.94071,1
GO:0005794,Golgi apparatus,349,3,5.93,0.94083,1
GO:0005634,nucleus,2267,30,38.5,0.96516,1
