GO.ID	Term	Annotated	Significant	Expected	weight01KS	classicKS	weight01KSpadj	classicKSpadj
GO:0005938	cell cortex	20	5	3.82	0.013	0.0132	0.252	0.1188
GO:0005737	cytoplasm	134	27	25.58	0.014	0.0252	0.252	0.1764
GO:0005694	chromosome	30	8	5.73	0.046	0.0459	0.366	0.23605714285714288
GO:0043005	neuron projection	24	9	4.58	0.055	0.0553	0.366	0.2436
GO:0005654	nucleoplasm	23	8	4.39	0.061	0.0609	0.366	0.2436
GO:0030054	cell junction	35	10	6.68	0.061	0.0294	0.366	0.1764
GO:0043232	intracellular non-membrane-bounded organelle	52	13	9.93	0.072	0.0042	0.3702857142857143	0.0552
GO:0043229	intracellular organelle	137	27	26.15	0.156	0.1897	0.615	0.3492
GO:0045202	synapse	22	5	4.2	0.168	0.1683	0.615	0.3492
GO:0012505	endomembrane system	32	8	6.11	0.188	0.1878	0.615	0.3492
GO:0032991	protein-containing complex	73	16	13.94	0.201	0.2373	0.615	0.35865
GO:0031981	nuclear lumen	36	9	6.87	0.205	0.1744	0.615	0.3492
GO:0031090	organelle membrane	21	4	4.01	0.239	0.2391	0.6618461538461538	0.35865
GO:0031982	vesicle	21	2	4.01	0.337	0.3371	0.8665714285714287	0.4839230769230769
GO:0120025	plasma membrane bounded cell projection	34	10	6.49	0.373	0.0901	0.8952	0.32436
GO:0005622	intracellular	175	38	33.41	0.407	0.0046	0.91575	0.0552
GO:0005886	plasma membrane	64	11	12.22	0.481	0.4814	1	0.6189428571428571
GO:1902494	catalytic complex	29	7	5.54	0.506	0.5063	1	0.6285103448275862
GO:0005634	nucleus	90	19	17.18	0.556	0.2134	1	0.3492
GO:0016020	membrane	96	16	18.33	0.610	0.1999	1	0.3492
GO:0005829	cytosol	57	11	10.88	0.632	0.6318	1	0.7581600000000001
GO:0070013	intracellular organelle lumen	38	9	7.25	0.678	0.1423	1	0.3492
GO:0016021	integral component of membrane	50	9	9.55	0.724	0.7236	1	0.81405
GO:0043231	intracellular membrane-bounded organelle	121	24	23.1	0.807	0.3495	1	0.4839230769230769
GO:0005576	extracellular region	27	2	5.15	0.817	0.9875	1	1
GO:0042995	cell projection	37	10	7.06	0.911	0.1873	1	0.3492
GO:0031224	intrinsic component of membrane	51	9	9.74	0.931	0.8069	1	0.8802545454545453
GO:0071944	cell periphery	68	13	12.98	0.973	0.4326	1	0.5768
GO:0005575	cellular_component	220	42	42	1.000	1.0000	1	1
GO:0043226	organelle	138	27	26.35	1.000	0.1697	1	0.3492
GO:0043227	membrane-bounded organelle	132	25	25.2	1.000	0.2119	1	0.3492
GO:0043228	non-membrane-bounded organelle	52	13	9.93	1.000	0.0042	1	0.0552
GO:0043233	organelle lumen	38	9	7.25	1.000	0.1423	1	0.3492
GO:0031974	membrane-enclosed lumen	38	9	7.25	1.000	0.1423	1	0.3492
GO:0005615	extracellular space	20	1	3.82	1.000	1.0000	1	1
GO:0110165	cellular anatomical entity	216	42	41.24	1.000	0.6675	1	0.7751612903225806
