GO.ID	Term	Annotated	Significant	Expected	weight01KS	classicKS	weight01KSpadj	classicKSpadj
GO:0110165	cellular anatomical entity	36	7	6.15	0.30	0.32	1	0.7333333333333334
GO:0005634	nucleus	14	3	2.39	0.34	0.34	1	0.7333333333333334
GO:0005622	intracellular	22	4	3.76	0.45	0.64	1	0.9142857142857144
GO:0043229	intracellular organelle	17	4	2.9	0.46	0.30	1	0.7333333333333334
GO:0032991	protein-containing complex	17	3	2.9	0.88	0.88	1	1
GO:0016020	membrane	13	2	2.22	0.96	0.96	1	1
GO:0043231	intracellular membrane-bounded organelle	15	3	2.56	0.97	0.44	1	0.7333333333333334
GO:0005575	cellular_component	41	7	7	1.00	1.00	1	1
GO:0043226	organelle	17	4	2.9	1.00	0.30	1	0.7333333333333334
GO:0043227	membrane-bounded organelle	15	3	2.56	1.00	0.44	1	0.7333333333333334
