GO.ID	Term	Annotated	Significant	Expected	weight01KS	classicKS	weight01KSpadj	classicKSpadj
GO:0005938	cell cortex	123	24	19.93	8.7e-05	8.7e-05	0.0037200000000000002	0.0017980000000000001
GO:0005856	cytoskeleton	252	56	40.83	0.00012	0.00112	0.0037200000000000002	0.00992
GO:0005654	nucleoplasm	254	43	41.16	0.00021	0.00021	0.00434	0.003255
GO:0030424	axon	129	30	20.9	0.00034	0.00034	0.00527	0.004216
GO:0005737	cytoplasm	1571	246	254.55	0.00046	3.2e-06	0.005704000000000001	1.457e-4
GO:0031410	cytoplasmic vesicle	199	29	32.24	0.00416	0.00416	0.042986666666666666	0.01612
GO:0000785	chromatin	137	21	22.2	0.00603	0.00603	0.05340857142857143	0.021991764705882353
GO:0099512	supramolecular fiber	121	23	19.61	0.00902	0.00902	0.069905	0.031065263157894738
GO:0098793	presynapse	127	35	20.58	0.01029	0.01029	0.07088666666666668	0.031899000000000004
GO:0012505	endomembrane system	459	73	74.37	0.01563	0.01603	0.096906	0.045175454545454546
GO:0045202	synapse	217	56	35.16	0.02365	0.00228	0.1333	0.014136
GO:0005829	cytosol	397	77	64.33	0.02787	0.02787	0.143995	0.06466370370370371
GO:0005794	Golgi apparatus	168	29	27.22	0.03651	0.03651	0.16363571428571427	0.06942121212121212
GO:0098796	membrane protein complex	184	36	29.81	0.03695	0.03695	0.16363571428571427	0.06942121212121212
GO:0030054	cell junction	304	75	49.26	0.08388	0.00060	0.33355999999999997	0.0062
GO:0098590	plasma membrane region	157	36	25.44	0.09130	0.09130	0.33355999999999997	0.141515
GO:0043231	intracellular membrane-bounded organelle	1494	228	242.07	0.09146	0.08108	0.33355999999999997	0.12889641025641024
GO:1902494	catalytic complex	303	50	49.1	0.11859	0.03085	0.4084766666666667	0.0683107142857143
GO:0098805	whole membrane	128	16	20.74	0.12615	0.12615	0.41164736842105265	0.19076341463414637
GO:1990234	transferase complex	179	31	29	0.13848	0.13848	0.41855904761904766	0.20442285714285716
GO:0005622	intracellular	2147	348	347.88	0.14177	4.7e-06	0.41855904761904766	1.457e-4
GO:0043229	intracellular organelle	1776	278	287.77	0.15528	0.00393	0.42036	0.01612
GO:0031224	intrinsic component of membrane	827	143	134	0.15594	0.51136	0.42036	0.6096984615384615
GO:0005886	plasma membrane	601	125	97.38	0.19036	0.03234	0.4917633333333334	0.06914068965517241
GO:0016020	membrane	1216	217	197.03	0.20050	0.22039	0.49724	0.3177716279069767
GO:0000228	nuclear chromosome	119	18	19.28	0.23356	0.23356	0.506664	0.3254460869565218
GO:0005576	extracellular region	177	31	28.68	0.23597	0.82618	0.506664	0.8986519298245614
GO:0031967	organelle envelope	137	19	22.2	0.24146	0.24146	0.506664	0.3254460869565218
GO:0005634	nucleus	958	147	155.23	0.24457	0.02487	0.506664	0.0616776
GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	103	11	16.69	0.24516	0.98424	0.506664	1
GO:0098588	bounding membrane of organelle	192	26	31.11	0.26686	0.26686	0.53372	0.35202808510638295
GO:0015630	microtubule cytoskeleton	138	26	22.36	0.28412	0.28412	0.5390618181818182	0.36698833333333336
GO:0043005	neuron projection	193	44	31.27	0.28692	0.01340	0.5390618181818182	0.03956190476190476
GO:0031981	nuclear lumen	374	57	60.6	0.31300	0.02816	0.570764705882353	0.06466370370370371
GO:0005887	integral component of plasma membrane	176	36	28.52	0.36263	0.36263	0.6423731428571429	0.4588379591836735
GO:0005694	chromosome	247	38	40.02	0.37703	0.02098	0.6493294444444444	0.05655478260869565
GO:1990904	ribonucleoprotein complex	146	24	23.66	0.42322	0.42322	0.7091794594594594	0.5247928
GO:0005739	mitochondrion	222	29	35.97	0.52289	0.52289	0.851371282051282	0.6116826415094339
GO:0031090	organelle membrane	348	50	56.39	0.53554	0.70727	0.851371282051282	0.7830489285714286
GO:0032991	protein-containing complex	910	152	147.45	0.56384	0.03538	0.8580800000000001	0.06942121212121212
GO:0099080	supramolecular complex	173	30	28.03	0.56744	0.02427	0.8580800000000001	0.0616776
GO:0070013	intracellular organelle lumen	431	65	69.84	0.66640	0.07800	0.9453208888888888	0.12726315789473683
GO:0031226	intrinsic component of plasma membrane	182	36	29.49	0.67402	0.44503	0.9453208888888888	0.541016862745098
GO:0043232	intracellular non-membrane-bounded organelle	608	106	98.51	0.67963	0.00156	0.9453208888888888	0.010746666666666667
GO:0031982	vesicle	214	30	34.67	0.68612	0.00343	0.9453208888888888	0.01612
GO:0016021	integral component of membrane	817	141	132.38	0.81219	0.54610	1	0.6270037037037037
GO:0071944	cell periphery	657	134	106.45	0.84332	0.03438	1	0.06942121212121212
GO:0120025	plasma membrane bounded cell projection	265	55	42.94	0.86919	0.04836	1	0.08818588235294117
GO:0099081	supramolecular polymer	123	23	19.93	0.88491	0.00952	1	0.031065263157894738
GO:0043226	organelle	1820	286	294.9	0.89406	0.00328	1	0.01612
GO:0005783	endoplasmic reticulum	162	26	26.25	0.94332	0.94332	1	1
GO:0005615	extracellular space	101	12	16.37	0.97976	0.97976	1	1
GO:0005789	endoplasmic reticulum membrane	100	10	16.2	0.99361	0.99361	1	1
GO:0042995	cell projection	270	55	43.75	0.99868	0.05778	1	0.10235314285714285
GO:0097708	intracellular vesicle	199	29	32.24	1.00000	0.00416	1	0.01612
GO:0043233	organelle lumen	431	65	69.84	1.00000	0.07800	1	0.12726315789473683
GO:0031974	membrane-enclosed lumen	431	65	69.84	1.00000	0.07800	1	0.12726315789473683
GO:0005575	cellular_component	2876	466	466	1.00000	1.00000	1	1
GO:0031975	envelope	137	19	22.2	1.00000	0.24146	1	0.3254460869565218
GO:0043227	membrane-bounded organelle	1620	246	262.49	1.00000	0.00329	1	0.01612
GO:0043228	non-membrane-bounded organelle	608	106	98.51	1.00000	0.00156	1	0.010746666666666667
GO:0110165	cellular anatomical entity	2742	450	444.29	1.00000	0.59003	1	0.6651247272727273
