GO.ID	Term	Annotated	Significant	Expected	weight01KS	classicKS	weight01KSpadj	classicKSpadj
GO:0005737	cytoplasm	71	11	10.92	0.011	0.036	0.363	0.51425
GO:0030054	cell junction	13	2	2	0.054	0.054	0.891	0.51425
GO:0005654	nucleoplasm	13	5	2	0.112	0.112	1	0.51425
GO:0005634	nucleus	57	9	8.77	0.148	0.125	1	0.51425
GO:0043232	intracellular non-membrane-bounded organ...	24	3	3.69	0.192	0.164	1	0.51425
GO:0005694	chromosome	16	2	2.46	0.237	0.455	1	0.75075
GO:1902494	catalytic complex	14	3	2.15	0.304	0.304	1	0.627
GO:0031981	nuclear lumen	19	5	2.92	0.397	0.139	1	0.51425
GO:0120025	plasma membrane bounded cell projection	17	2	2.62	0.479	0.863	1	0.9820344827586207
GO:0016020	membrane	43	4	6.62	0.531	0.420	1	0.75075
GO:0043231	intracellular membrane-bounded organelle	70	10	10.77	0.643	0.160	1	0.51425
GO:0032991	protein-containing complex	38	6	5.85	0.650	0.275	1	0.627
GO:0005700	polytene chromosome	10	2	1.54	0.728	0.728	1	0.9820344827586207
GO:0043005	neuron projection	10	1	1.54	0.731	0.731	1	0.9820344827586207
GO:0005886	plasma membrane	29	3	4.46	0.769	0.769	1	0.9820344827586207
GO:0031982	vesicle	10	0	1.54	0.776	0.776	1	0.9820344827586207
GO:0070013	intracellular organelle lumen	20	5	3.08	0.795	0.187	1	0.51425
GO:0005829	cytosol	33	6	5.08	0.802	0.802	1	0.9820344827586207
GO:0005576	extracellular region	11	0	1.69	0.837	0.837	1	0.9820344827586207
GO:0042995	cell projection	19	2	2.92	0.889	0.816	1	0.9820344827586207
GO:0043229	intracellular organelle	75	11	11.54	0.892	0.244	1	0.6193846153846153
GO:0016021	integral component of membrane	20	1	3.08	0.996	0.996	1	1
GO:0012505	endomembrane system	15	1	2.31	0.996	0.996	1	1
GO:0043228	non-membrane-bounded organelle	24	3	3.69	1.000	0.164	1	0.51425
GO:0005622	intracellular	93	17	14.31	1.000	0.018	1	0.51425
GO:0043233	organelle lumen	20	5	3.08	1.000	0.187	1	0.51425
GO:0005575	cellular_component	117	18	18	1.000	1.000	1	1
GO:0071944	cell periphery	29	3	4.46	1.000	0.769	1	0.9820344827586207
GO:0031224	intrinsic component of membrane	20	1	3.08	1.000	0.996	1	1
GO:0031974	membrane-enclosed lumen	20	5	3.08	1.000	0.187	1	0.51425
GO:0110165	cellular anatomical entity	115	18	17.69	1.000	0.448	1	0.75075
GO:0043226	organelle	76	11	11.69	1.000	0.298	1	0.627
GO:0043227	membrane-bounded organelle	74	10	11.38	1.000	0.365	1	0.7085294117647059
