GO.ID	Term	Annotated	Significant	Expected	weight01KS	classicKS	weight01KSpadj	classicKSpadj
GO:0006996	organelle organization	143	81	70.28	0.003	0.0030	0.453	0.2540209677419355
GO:0010467	gene expression	172	93	84.53	0.014	0.0182	0.7852	0.2540209677419355
GO:0048523	negative regulation of cellular process	178	91	87.48	0.025	0.0248	0.7852	0.2540209677419355
GO:0009888	tissue development	164	88	80.6	0.033	0.0830	0.7852	0.2540209677419355
GO:0048513	animal organ development	205	110	100.75	0.041	0.0698	0.7852	0.2540209677419355
GO:0090304	nucleic acid metabolic process	142	78	69.79	0.048	0.0260	0.7852	0.2540209677419355
GO:0009791	post-embryonic development	129	68	63.4	0.052	0.0516	0.7852	0.2540209677419355
GO:0010605	negative regulation of macromolecule metabolic process	102	53	50.13	0.065	0.0652	0.7852	0.2540209677419355
GO:0009987	cellular process	433	220	212.8	0.072	0.0063	0.7852	0.2540209677419355
GO:0010604	positive regulation of macromolecule metabolic process	118	62	57.99	0.085	0.0846	0.7852	0.2540209677419355
GO:0006355	regulation of transcription, DNA-templated	105	57	51.6	0.086	0.0863	0.7852	0.2540209677419355
GO:0060255	regulation of macromolecule metabolic process	198	104	97.31	0.091	0.0927	0.7852	0.2540209677419355
GO:0060429	epithelium development	156	82	76.67	0.091	0.2106	0.7852	0.35609450549450555
GO:0006464	cellular protein modification process	134	74	65.85	0.096	0.0962	0.7852	0.2540209677419355
GO:0051173	positive regulation of nitrogen compound metabolic process	125	66	61.43	0.100	0.0999	0.7852	0.2540209677419355
GO:0031325	positive regulation of cellular metabolic process	140	75	68.8	0.100	0.1002	0.7852	0.2540209677419355
GO:2000026	regulation of multicellular organismal development	110	63	54.06	0.101	0.1008	0.7852	0.2540209677419355
GO:0051252	regulation of RNA metabolic process	110	61	54.06	0.103	0.0464	0.7852	0.2540209677419355
GO:0048666	neuron development	106	60	52.09	0.104	0.1036	0.7852	0.2540209677419355
GO:0043412	macromolecule modification	141	79	69.29	0.105	0.0459	0.7852	0.2540209677419355
GO:0009790	embryo development	110	57	54.06	0.121	0.1212	0.7852	0.28595625
GO:0044249	cellular biosynthetic process	172	95	84.53	0.126	0.0813	0.7852	0.2540209677419355
GO:0009653	anatomical structure morphogenesis	206	107	101.24	0.131	0.1703	0.7852	0.32818607594936705
GO:0030182	neuron differentiation	121	68	59.47	0.133	0.0611	0.7852	0.2540209677419355
GO:0002252	immune effector process	123	69	60.45	0.146	0.1456	0.7852	0.3015973333333333
