GO.ID	Term	Annotated	Significant	Expected	weight01KS	classicKS	weight01KSpadj	classicKSpadj
GO:0098793	presynapse	198	38	21.74	5.6e-07	5.6e-07	4.368e-5	9.984e-6
GO:0030424	axon	197	38	21.63	1.3e-05	1.3e-05	4.16e-4	1.2675e-4
GO:0005887	integral component of plasma membrane	332	57	36.45	1.6e-05	1.6e-05	4.16e-4	1.3866666666666666e-4
GO:0005938	cell cortex	172	32	18.88	4.2e-05	4.2e-05	8.19e-4	3.276e-4
GO:0005886	plasma membrane	1062	178	116.6	0.00015	3.5e-11	0.0023399999999999996	1.3650000000000001e-9
GO:0098590	plasma membrane region	285	48	31.29	0.00019	0.00019	0.00247	0.0013000000000000002
GO:0070161	anchoring junction	157	22	17.24	0.00028	0.00028	0.0031199999999999995	0.0016799999999999999
GO:0045202	synapse	353	67	38.76	0.00237	2.3e-06	0.022186666666666667	2.9900000000000002e-5
GO:0005700	polytene chromosome	175	31	19.21	0.00256	0.00256	0.022186666666666667	0.012480000000000002
GO:0031410	cytoplasmic vesicle	373	46	40.95	0.00348	0.03183	0.027143999999999998	0.09548999999999999
GO:0036477	somatodendritic compartment	164	24	18.01	0.00904	0.00904	0.06410181818181818	0.03711157894736842
GO:0005615	extracellular space	280	53	30.74	0.01058	0.01058	0.06877000000000001	0.041262
GO:0005856	cytoskeleton	461	44	50.61	0.01712	0.79103	0.10112142857142857	1
GO:0016021	integral component of membrane	1728	225	189.72	0.01815	0.00046	0.10112142857142857	0.0025628571428571428
GO:0005789	endoplasmic reticulum membrane	268	37	29.42	0.02136	0.02136	0.111072	0.07243826086956522
GO:0099568	cytoplasmic region	151	26	16.58	0.02488	0.02488	0.12129	0.08086
GO:0012505	endomembrane system	978	121	107.37	0.03033	0.03488	0.13916117647058823	0.10076444444444445
GO:0005783	endoplasmic reticulum	366	52	40.18	0.04160	0.04160	0.18026666666666666	0.1118896551724138
GO:0030054	cell junction	494	91	54.24	0.05325	1.0e-10	0.21860526315789475	2.6e-9
GO:0099512	supramolecular fiber	214	24	23.49	0.06048	0.47235	0.235872	0.9447
GO:0005634	nucleus	2086	224	229.02	0.06986	0.16081	0.25948000000000004	0.40461870967741936
GO:0031982	vesicle	403	50	44.24	0.12413	0.02135	0.4400972727272727	0.07243826086956522
GO:0099081	supramolecular polymer	215	25	23.6	0.15240	0.45204	0.5168347826086956	0.9278715789473685
GO:1990904	ribonucleoprotein complex	475	33	52.15	0.16921	0.99420	0.5407896000000001	1
GO:0031226	intrinsic component of plasma membrane	345	60	37.88	0.17333	5.8e-06	0.5407896000000001	6.462857142857143e-5
GO:0098796	membrane protein complex	403	50	44.24	0.26316	0.26316	0.74607	0.5864708571428572
GO:0043226	organelle	4024	410	441.79	0.26770	0.91712	0.74607	1
GO:0019866	organelle inner membrane	187	8	20.53	0.26782	0.99938	0.74607	1
GO:0016020	membrane	2463	316	270.41	0.28629	6.4e-07	0.7700213793103448	9.984e-6
GO:0120025	plasma membrane bounded cell projection	543	74	59.62	0.30087	0.00313	0.7755212903225807	0.014361176470588235
GO:1990234	transferase complex	369	30	40.51	0.30822	0.30822	0.7755212903225807	0.6678099999999999
GO:0043232	intracellular non-membrane-bounded organelle	1385	137	152.06	0.33089	0.91390	0.7963111764705881	1
GO:0000785	chromatin	316	38	34.69	0.34244	0.19764	0.7963111764705881	0.46714909090909096
GO:0099080	supramolecular complex	299	38	32.83	0.34711	0.24648	0.7963111764705881	0.5654541176470588
GO:0000790	nuclear chromatin	218	22	23.93	0.38766	0.38766	0.8481849999999999	0.8172291891891891
GO:0031224	intrinsic component of membrane	1753	231	192.46	0.39147	0.00020	0.8481849999999999	0.0013000000000000002
GO:0005622	intracellular	4675	493	513.26	0.40383	0.99217	0.8513172972972972	1
GO:0042995	cell projection	550	74	60.38	0.42048	0.00390	0.8630905263157895	0.0169
GO:0043229	intracellular organelle	3921	400	430.48	0.44630	0.94323	0.8926	1
GO:0043005	neuron projection	365	56	40.07	0.49579	0.00086	0.9667905	0.004472
GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	273	38	29.97	0.55178	0.01958	1	0.07243826086956522
GO:0005654	nucleoplasm	508	60	55.77	0.60329	0.60329	1	1
GO:0005768	endosome	205	17	22.51	0.61747	0.61747	1	1
GO:0031981	nuclear lumen	898	85	98.59	0.63839	0.88945	1	1
GO:0071944	cell periphery	1149	193	126.15	0.64046	1.6e-12	1	1.248e-10
GO:0043231	intracellular membrane-bounded organelle	3330	342	365.6	0.69386	0.96007	1	1
GO:0031967	organelle envelope	342	18	37.55	0.69491	0.99993	1	1
GO:0005794	Golgi apparatus	323	37	35.46	0.72638	0.72638	1	1
GO:0005829	cytosol	854	91	93.76	0.72752	0.72752	1	1
GO:0005840	ribosome	161	7	17.68	0.73396	0.98752	1	1
GO:0005576	extracellular region	462	74	50.72	0.74990	0.03877	1	0.10800214285714285
GO:0098588	bounding membrane of organelle	370	41	40.62	0.76650	0.76650	1	1
GO:0005730	nucleolus	189	9	20.75	0.79982	0.79982	1	1
GO:0031966	mitochondrial membrane	225	7	24.7	0.80678	0.99925	1	1
GO:0032991	protein-containing complex	2118	194	232.53	0.85143	0.93852	1	1
GO:0031090	organelle membrane	813	77	89.26	0.91101	0.98181	1	1
GO:0005737	cytoplasm	3334	349	366.04	0.93159	0.99074	1	1
GO:0099513	polymeric cytoskeletal fiber	153	17	16.8	0.93593	0.93593	1	1
GO:0098805	whole membrane	241	21	26.46	0.93696	0.93696	1	1
GO:0005694	chromosome	553	61	60.71	0.94305	0.18496	1	0.45084
GO:0000228	nuclear chromosome	312	28	34.25	0.95909	0.77928	1	1
GO:0015630	microtubule cytoskeleton	286	26	31.4	0.96181	0.96181	1	1
GO:0070013	intracellular organelle lumen	1078	95	118.35	0.98853	0.97488	1	1
GO:0044391	ribosomal subunit	150	5	16.47	0.99004	0.99004	1	1
GO:0005681	spliceosomal complex	163	11	17.9	0.99087	0.99087	1	1
GO:0005739	mitochondrion	598	33	65.65	0.99690	0.99987	1	1
GO:1902494	catalytic complex	747	64	82.01	0.99698	0.99791	1	1
GO:0098798	mitochondrial protein complex	188	8	20.64	0.99860	0.99860	1	1
GO:0005743	mitochondrial inner membrane	176	5	19.32	0.99942	0.99942	1	1
GO:0005740	mitochondrial envelope	238	7	26.13	1.00000	0.99995	1	1
GO:0043228	non-membrane-bounded organelle	1385	137	152.06	1.00000	0.91390	1	1
GO:0097708	intracellular vesicle	373	46	40.95	1.00000	0.03183	1	0.09548999999999999
GO:0110165	cellular anatomical entity	5974	671	655.88	1.00000	0.12799	1	0.332774
GO:0043233	organelle lumen	1078	95	118.35	1.00000	0.97488	1	1
GO:0005575	cellular_component	6303	692	692	1.00000	1.00000	1	1
GO:0031974	membrane-enclosed lumen	1078	95	118.35	1.00000	0.97488	1	1
GO:0031975	envelope	342	18	37.55	1.00000	0.99993	1	1
GO:0043227	membrane-bounded organelle	3575	371	392.5	1.00000	0.95438	1	1
