GO.ID	Term	Annotated	Significant	Expected	weight01KS	classicKS	weight01KSpadj	classicKSpadj
GO:0005886	plasma membrane	80	21	8.93	0.00013	7.2e-06	0.01027	2.844e-4
GO:0016020	membrane	974	138	108.74	0.00165	4.6e-07	0.065175	3.634e-5
GO:0016021	integral component of membrane	499	78	55.71	0.00330	0.00073	0.08689999999999999	0.0144175
GO:0098797	plasma membrane protein complex	34	9	3.8	0.00633	0.00633	0.1250175	0.08334499999999999
GO:0005887	integral component of plasma membrane	26	7	2.9	0.01282	0.01282	0.20255600000000001	0.14468285714285714
GO:0019866	organelle inner membrane	35	2	3.91	0.04463	0.31182	0.5295257142857144	0.705235135135135
GO:0030117	membrane coat	23	4	2.57	0.04692	0.04692	0.5295257142857144	0.37066800000000005
GO:0110165	cellular anatomical entity	1976	226	220.6	0.05980	0.12363	0.590525	0.5428616666666667
GO:0000151	ubiquitin ligase complex	24	0	2.68	0.10525	0.10525	0.8187652941176472	0.519671875
GO:1990904	ribonucleoprotein complex	66	3	7.37	0.11882	0.94600	0.8187652941176472	1
GO:0098588	bounding membrane of organelle	61	8	6.81	0.12369	0.12369	0.8187652941176472	0.5428616666666667
GO:0005576	extracellular region	86	5	9.6	0.15119	0.15119	0.8187652941176472	0.5567604
GO:0015629	actin cytoskeleton	32	4	3.57	0.15418	0.15418	0.8187652941176472	0.5567604
GO:0031967	organelle envelope	69	6	7.7	0.16373	0.30604	0.8187652941176472	0.705235135135135
GO:0000790	nuclear chromatin	21	3	2.34	0.16897	0.16897	0.8187652941176472	0.5567604
GO:0000786	nucleosome	25	2	2.79	0.17225	0.17225	0.8187652941176472	0.5567604
GO:0005783	endoplasmic reticulum	25	6	2.79	0.17619	0.17619	0.8187652941176472	0.5567604
GO:0031981	nuclear lumen	117	11	13.06	0.21344	0.14206	0.912880909090909	0.5567604
GO:0061695	transferase complex, transferring phosphorus-containing groups	32	0	3.57	0.22968	0.53377	0.912880909090909	0.9166919565217391
GO:0043232	intracellular non-membrane-bounded organelle	305	22	34.05	0.24486	0.94800	0.912880909090909	1
GO:0000123	histone acetyltransferase complex	21	3	2.34	0.25399	0.25399	0.912880909090909	0.6608987096774194
GO:0005856	cytoskeleton	106	12	11.83	0.25422	0.78745	0.912880909090909	1
GO:0000228	nuclear chromosome	31	3	3.46	0.32457	0.08966	1	0.47220933333333337
GO:0044815	DNA packaging complex	28	2	3.13	0.36343	0.21706	1	0.6351014814814815
GO:0031966	mitochondrial membrane	47	2	5.25	0.39466	0.58176	1	0.95748
GO:0005789	endoplasmic reticulum membrane	32	5	3.57	0.39815	0.39815	1	0.7671670731707317
GO:0005654	nucleoplasm	86	9	9.6	0.39958	0.63094	1	0.9692540384615383
GO:0098805	whole membrane	45	4	5.02	0.41146	0.41146	1	0.7739366666666666
GO:0012505	endomembrane system	132	17	14.74	0.41494	0.08532	1	0.47220933333333337
GO:0016469	proton-transporting two-sector ATPase complex	22	0	2.46	0.42507	0.42507	1	0.7809425581395348
GO:1902494	catalytic complex	184	15	20.54	0.44933	0.36061	1	0.7431874358974359
GO:0005794	Golgi apparatus	42	5	4.69	0.44971	0.44971	1	0.8074338636363636
GO:0043231	intracellular membrane-bounded organelle	611	55	68.21	0.48260	0.69082	1	0.9922687272727272
GO:1990234	transferase complex	102	6	11.39	0.49018	0.08259	1	0.47220933333333337
GO:0043229	intracellular organelle	884	77	98.69	0.50273	0.93568	1	1
GO:0005743	mitochondrial inner membrane	33	1	3.68	0.54567	0.54567	1	0.9171900000000001
GO:0005634	nucleus	425	40	47.45	0.60504	0.36689	1	0.7431874358974359
GO:0031248	protein acetyltransferase complex	23	3	2.57	0.62040	0.24651	1	0.6608987096774194
GO:0031410	cytoplasmic vesicle	39	5	4.35	0.63799	0.63799	1	0.9692540384615383
GO:0005667	transcription regulator complex	35	3	3.91	0.65350	0.65350	1	0.9740849056603772
GO:0016592	mediator complex	21	1	2.34	0.67169	0.67169	1	0.9826575925925927
GO:0071944	cell periphery	89	21	9.94	0.69850	7.4e-05	1	0.0019486666666666665
GO:0005737	cytoplasm	400	42	44.66	0.70622	0.91588	1	1
GO:0030880	RNA polymerase complex	23	0	2.57	0.71286	0.83165	1	1
GO:0055029	nuclear DNA-directed RNA polymerase complex	22	0	2.46	0.77468	0.77468	1	1
GO:0005740	mitochondrial envelope	54	3	6.03	0.80623	0.81842	1	1
GO:0098796	membrane protein complex	121	17	13.51	0.81951	0.05326	1	0.3825036363636364
GO:0005829	cytosol	20	2	2.23	0.82205	0.82205	1	1
GO:0032993	protein-DNA complex	27	2	3.01	0.84850	0.16336	1	0.5567604
GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	33	5	3.68	0.85010	0.49315	1	0.8657522222222221
GO:0015630	microtubule cytoskeleton	55	6	6.14	0.85024	0.82194	1	1
GO:0031982	vesicle	41	5	4.58	0.86403	0.63786	1	0.9692540384615383
GO:1905368	peptidase complex	29	1	3.24	0.88541	0.99914	1	1
GO:0099080	supramolecular complex	22	3	2.46	0.89988	0.89988	1	1
GO:0005840	ribosome	108	3	12.06	0.92896	0.99128	1	1
GO:0032991	protein-containing complex	640	54	71.45	0.93619	0.25934	1	0.6608987096774194
GO:0005622	intracellular	1132	100	126.38	0.93685	0.83012	1	1
GO:0031226	intrinsic component of plasma membrane	28	7	3.13	0.94502	0.02532	1	0.250035
GO:0043226	organelle	912	78	101.82	0.95157	0.95503	1	1
GO:0005875	microtubule associated complex	23	2	2.57	0.95608	0.95608	1	1
GO:0005739	mitochondrion	97	4	10.83	0.96867	0.99958	1	1
GO:0005694	chromosome	82	7	9.15	0.98093	0.38632	1	0.762982
GO:1905369	endopeptidase complex	20	0	2.23	0.98376	0.98376	1	1
GO:0031090	organelle membrane	128	13	14.29	0.98994	0.19815	1	0.6020711538461538
GO:0098798	mitochondrial protein complex	29	0	3.24	0.99774	0.99774	1	1
GO:0044391	ribosomal subunit	26	0	2.9	0.99798	0.99798	1	1
GO:0070013	intracellular organelle lumen	135	12	15.07	0.99992	0.33030	1	0.705235135135135
GO:0043228	non-membrane-bounded organelle	305	22	34.05	1.00000	0.94800	1	1
GO:0097708	intracellular vesicle	39	5	4.35	1.00000	0.63799	1	0.9692540384615383
GO:1902493	acetyltransferase complex	23	3	2.57	1.00000	0.24651	1	0.6608987096774194
GO:0000785	chromatin	46	5	5.14	1.00000	0.06617	1	0.43561916666666667
GO:0048475	coated membrane	23	4	2.57	1.00000	0.04692	1	0.37066800000000005
GO:0043233	organelle lumen	135	12	15.07	1.00000	0.33030	1	0.705235135135135
GO:0005575	cellular_component	2096	234	234	1.00000	1.00000	1	1
GO:0031224	intrinsic component of membrane	501	78	55.93	1.00000	0.00101	1	0.015958
GO:0000428	DNA-directed RNA polymerase complex	22	0	2.46	1.00000	0.77468	1	1
GO:0031974	membrane-enclosed lumen	135	12	15.07	1.00000	0.33030	1	0.705235135135135
GO:0031975	envelope	69	6	7.7	1.00000	0.30604	1	0.705235135135135
GO:0043227	membrane-bounded organelle	659	60	73.57	1.00000	0.76427	1	1
