target_id	length	eff_length	est_counts	tpm
XM_029176008.1	2568	2334.32	13.6674	1.61624
XM_029176009.1	4203	3969.32	9.34983	0.650235
XM_029176010.1	1236	1002.32	66.5521	18.3289
XM_029176011.1	814	580.352	79	37.5767
XM_029176012.1	694	460.486	0	0
XM_029176013.1	693	459.486	2226	1337.32
XM_029176014.1	17928	17694.3	93.3261	1.45597
XM_029176015.1	787	553.437	93	46.3871
XM_029176016.1	521	288.998	106	101.25
XM_029176017.1	1219	985.322	2	0.560318
XM_029176018.1	2573	2339.32	197.484	23.3037
XM_029176019.1	2564	2330.32	19.5161	2.31185
XM_029176020.1	2886	2652.32	174.967	18.2101
XM_029176021.1	5925	5691.32	0	0
XM_029176022.1	17922	17688.3	24.9643	0.389598
XM_029176023.1	5843	5609.32	28.6742	1.41112
XM_029176024.1	5922	5688.32	109.973	5.33687
XM_029176025.1	5897	5663.32	162.352	7.91353
XM_029176026.1	5097	4863.32	0	0
XM_029176027.1	5600	5366.32	183.987	9.46441
XM_029176028.1	3805	3571.32	212.488	16.4243
XM_029176029.1	3791	3557.32	120.525	9.35267
XM_029176030.1	17775	17541.3	0	0
XM_029176031.1	5155	4921.32	0	0
XM_029176032.1	2630	2396.32	483.631	55.7124
XM_029176033.1	2354	2120.32	35.3688	4.6047
XM_029176034.1	3269	3035.32	255.001	23.191
XM_029176035.1	3025	2791.32	0	0
XM_029176036.1	1503	1269.32	45.9993	10.0037
XM_029176037.1	8462	8228.32	0	0
XM_029176038.1	8010	7776.32	15.1967	0.539457
XM_029176039.1	8456	8222.32	24.3492	0.817471
XM_029176040.1	8447	8213.32	0	0
XM_029176041.1	8441	8207.32	37.2852	1.25406
XM_029176042.1	8437	8203.32	4.82376e-06	1.62322e-07
XM_029176043.1	8422	8188.32	170.919	5.76208
XM_029176044.1	2288	2054.32	199.332	26.785
XM_029176045.1	2346	2112.32	0	0
XM_029176046.1	7605	7371.32	25.7063	0.962668
XM_029176047.1	2201	1967.32	13.5433	1.90034
XM_029176048.1	1848	1614.32	83.3858	14.2589
XM_029176049.1	1845	1611.32	51.9781	8.90474
XM_029176050.1	1721	1487.32	126.636	23.5036
XM_029176051.1	1297	1063.32	77	19.9898
XM_029176052.1	1140	906.322	122	37.1586
XM_029176053.1	1157	923.322	186	55.6086
XM_029176054.1	4349	4115.32	614.83	41.2414
XM_029176055.1	4403	4169.32	66.1705	4.38108
XM_029176056.1	1130	896.322	119.914	36.9308
XM_029176057.1	18063	17829.3	4.20541	0.0651112
XM_029176058.1	1051	817.322	7.08604	2.39328
XM_029176059.1	6144	5910.32	94.5585	4.41644
XM_029176060.1	6043	5809.32	21.1999	1.00737
XM_029176061.1	5787	5553.32	88.2113	4.38484
XM_029176062.1	5868	5634.32	0	0
XM_029176063.1	5634	5400.32	24.0304	1.22836
XM_029176064.1	4977	4743.32	72.0524	4.19323
XM_029176065.1	4251	4017.32	30.9476	2.12654
XM_029176066.1	18039	17805.3	4.11044	0.0637267
XM_029176067.1	2175	1941.32	56.0768	7.97386
XM_029176068.1	2104	1870.32	56.9232	8.40147
XM_029176069.1	3362	3128.32	151	13.3244
XM_029176070.1	1137	903.322	0	0
XM_029176071.1	1253	1019.32	54.1634	14.6682
XM_029176072.1	1048	814.322	50.8366	17.2331
XM_029176073.1	1096	862.322	166	53.14
XM_029176074.1	964	730.322	11.3841	4.30295
XM_029176075.1	17952	17718.3	95.3937	1.48621
XM_029176076.1	877	643.322	98.6159	42.3156
XM_029176077.1	891	657.322	0	0
XM_029176078.1	819	585.322	204	96.2095
XM_029176079.1	872	638.322	201	86.9238
XM_029176080.1	2767	2533.32	155	16.8898
XM_029176081.1	1987	1753.32	103.468	16.2902
XM_029176082.1	718	484.463	1	0.5698
XM_029176083.1	17928	17694.3	93.3261	1.45597
XM_029176084.1	5188	4954.32	48	2.67448
XM_029176085.1	2929	2695.32	0	0
XM_029176086.1	2918	2684.32	60	6.1702
XM_029176087.1	4079	3845.32	718	51.5436
XM_029176088.1	10895	10661.3	905	23.4326
XM_029176089.1	10499	10265.3	4.26776e-06	1.14765e-07
XM_029176090.1	17922	17688.3	24.9643	0.389598
XM_029176091.1	10588	10354.3	102.317	2.72777
XM_029176092.1	9721	9487.32	150.99	4.39326
XM_029176093.1	10083	9849.32	11.3908	0.31925
XM_029176094.1	9652	9418.32	0	0
XM_029176095.1	10659	10425.3	0	0
XM_029176096.1	3540	3306.32	4.15017	0.3465
XM_029176097.1	10656	10422.3	32.4541	0.859584
XM_029176098.1	10650	10416.3	0	0
XM_029176099.1	10194	9960.32	125.169	3.46903
XM_029176100.1	10632	10398.3	6.73297e-08	1.78742e-09
XM_029176101.1	10596	10362.3	25.3012	0.67401
XM_029176102.1	17775	17541.3	0	0
XM_029176103.1	10075	9841.32	102.378	2.87167
XM_029176104.1	2400	2166.32	70.8381	9.02666
XM_029176105.1	2240	2006.32	272.978	37.5586
XM_029176106.1	2478	2244.32	63.1839	7.77149
XM_029176107.1	919	685.322	54	21.7511
XM_029176108.1	2396	2162.32	86.9502	11.1002
XM_029176109.1	2334	2100.32	0	0
XM_029176110.1	1694	1460.32	76.0386	14.3737
XM_029176111.1	2294	2060.32	325.668	43.6337
XM_029176112.1	808	574.38	133	63.9197
XM_029176113.1	2336	2102.32	10.2908	1.35125
XM_029176114.1	2314	2080.32	102.709	13.6289
XM_029176115.1	1372	1138.32	111.028	26.9246
XM_029176116.1	1226	992.322	53.9722	15.0141
XM_029176117.1	891	657.322	10	4.19956
XM_029176118.1	2175	1941.32	1868	265.621
XM_029176119.1	5173	4939.32	403.008	22.5232
XM_029176120.1	5026	4792.32	68.9916	3.97405
XM_029176121.1	4944	4710.32	130	7.61861
XM_029176122.1	4881	4647.32	0	0
XM_029176123.1	2545	2311.32	0	0
XM_029176124.1	3457	3223.32	192.84	16.5149
XM_029176125.1	3379	3145.32	45.1604	3.96347
XM_029176126.1	1526	1292.32	1.42656	0.30472
XM_029176127.1	782	548.437	0	0
XM_029176128.1	796	562.409	0	0
XM_029176129.1	3990	3756.32	4.57344	0.336096
XM_029176130.1	823	589.322	662	310.09
XM_029176131.1	2615	2381.32	193	22.3729
XM_029176132.1	2521	2287.32	0	0
XM_029176133.1	2883	2649.32	184	19.1719
XM_029176134.1	1985	1751.32	289	45.5527
XM_029176135.1	977	743.322	86	31.9377
XM_029176136.1	693	459.486	0	0
XM_029176137.1	1964	1730.32	541	86.3084
XM_029176138.1	1659	1425.32	181.089	35.072
XM_029176139.1	1440	1206.32	6.91133	1.58154
XM_029176140.1	2717	2483.32	0.000406756	4.52151e-05
XM_029176141.1	7277	7043.32	42.5295	1.66684
XM_029176142.1	7271	7037.32	777.737	30.5076
XM_029176143.1	7260	7026.32	32.7335	1.28602
XM_029176144.1	4427	4193.32	0	0
XM_029176145.1	4424	4190.32	374.297	24.6577
XM_029176146.1	4421	4187.32	391.539	25.812
XM_029176147.1	2653	2419.32	236.164	26.9465
XM_029176148.1	1215	981.322	0	0
XM_029176149.1	1039	805.322	192.843	66.1022
XM_029176150.1	2727	2493.32	2.88954e-06	3.19914e-07
XM_029176151.1	2554	2320.32	70.3901	8.37425
XM_029176152.1	1607	1373.32	24.6621	4.95725
XM_029176153.1	1336	1102.32	78.1051	19.5593
XM_029176154.1	1590	1356.32	88.5055	18.0132
XM_029176155.1	793	559.437	4.49446	2.21773
XM_029176156.1	1386	1152.32	0	0
XM_029176157.1	4501	4267.32	852.01	55.1153
XM_029176158.1	4483	4249.32	144.99	9.41894
XM_029176159.1	2581	2347.32	0.0146767	0.00172599
XM_029176160.1	3725	3491.32	0	0
XM_029176161.1	2743	2509.32	57.7615	6.35426
XM_029176162.1	2899	2665.32	53.2385	5.5139
XM_029176163.1	2758	2524.32	371.429	40.6175
XM_029176164.1	2758	2524.32	148.571	16.247
XM_029176165.1	1203	969.322	62.8087	17.8869
XM_029176166.1	1056	822.322	33.1913	11.142
XM_029176167.1	5148	4914.32	0	0
XM_029176168.1	5133	4899.32	328	18.4808
XM_029176169.1	5052	4818.32	0	0
XM_029176170.1	4959	4725.32	55.6492	3.25095
XM_029176171.1	4660	4426.32	152.835	9.53156
XM_029176172.1	4732	4498.32	0	0
XM_029176173.1	1984	1750.32	312	49.2061
XM_029176174.1	4531	4297.32	0	0
XM_029176175.1	4433	4199.32	35.9013	2.36001
XM_029176176.1	4497	4263.32	0	0
XM_029176177.1	4359	4125.32	42.9892	2.87663
XM_029176178.1	5022	4788.32	89.3923	5.15347
XM_029176179.1	4702	4468.32	0	0
XM_029176180.1	4403	4169.32	1.70943	0.11318
XM_029176181.1	3897	3663.32	64.9979	4.89787
XM_029176182.1	4989	4755.32	172.216	9.99715
XM_029176183.1	3957	3723.32	40.8778	3.03068
XM_029176184.1	3369	3135.32	0	0
XM_029176185.1	3739	3505.32	0.000558022	4.39447e-05
XM_029176186.1	3826	3592.32	61.3	4.71051
XM_029176187.1	4965	4731.32	60.4019	3.52412
XM_029176188.1	3982	3748.32	72.3725	5.32991
XM_029176189.1	4278	4044.32	28.4209	1.93988
XM_029176190.1	1764	1530.32	2706.15	488.149
XM_029176191.1	3884	3650.32	0	0
XM_029176192.1	3786	3552.32	20.9354	1.62686
XM_029176193.1	4896	4662.32	0	0
XM_029176194.1	4725	4491.32	0	0
XM_029176195.1	735	501.463	61.0755	33.6211
XM_029176196.1	709	475.463	19.5748	11.3649
XM_029176197.1	731	497.463	8.34963	4.63329
XM_029176198.1	10002	9768.32	0.0370748	0.00104771
XM_029176199.1	1754	1520.32	1313.61	238.515
XM_029176200.1	10890	10656.3	305.015	7.90126
XM_029176201.1	10872	10638.3	0.0212636	0.000551756
XM_029176202.1	9924	9690.32	0.011239	0.000320164
XM_029176203.1	9894	9660.32	0.890188	0.0254374
XM_029176204.1	9888	9654.32	18.3546	0.524814
XM_029176205.1	10757	10523.3	7.04895	0.184907
XM_029176206.1	10726	10492.3	434.326	11.4269
XM_029176207.1	9780	9546.32	474.348	13.7165
XM_029176208.1	10648	10414.3	154.947	4.10711
XM_029176209.1	10863	10629.3	0	0
XM_029176210.1	1993	1759.32	0	0
XM_029176211.1	5743	5509.32	226.02	11.3248
XM_029176212.1	5733	5499.32	0	0
XM_029176213.1	5641	5407.32	2.87254e-05	1.46645e-06
XM_029176214.1	5613	5379.32	0.0171313	0.000879114
XM_029176215.1	4842	4608.32	0.0181335	0.00108623
XM_029176216.1	4795	4561.32	10.9443	0.662339
XM_029176217.1	4599	4365.32	0	0
XM_029176218.1	7262	7028.32	433.468	17.025
XM_029176219.1	7177	6943.32	302.095	12.0104
XM_029176220.1	7042	6808.32	66.4369	2.69372
XM_029176221.1	2703	2469.32	85	9.50219
XM_029176222.1	1443	1209.32	55.5705	12.6848
XM_029176223.1	1458	1224.32	11.4295	2.577
XM_029176224.1	1671	1437.32	90	17.2851
XM_029176225.1	497	265.791	4	4.15434
XM_029176226.1	5147	4913.32	670.952	37.6963
XM_029176227.1	3330	3096.32	346.048	30.8513
XM_029176228.1	785	551.437	9258	4634.51
XM_029176229.1	883	649.322	389	165.376
XM_029176230.1	1520	1286.32	314	67.3849
XM_029176231.1	12437	12203.3	0	0
XM_029176232.1	12428	12194.3	29.4257	0.666119
XM_029176233.1	12428	12194.3	29.4257	0.666119
XM_029176234.1	12413	12179.3	34.3705	0.779015
XM_029176235.1	9542	9308.32	0	0
XM_029176236.1	11690	11456.3	0	0
XM_029176237.1	3111	2877.32	18.5	1.77487
XM_029176238.1	9395	9161.32	0	0
XM_029176239.1	9348	9114.32	123.778	3.74889
XM_029176240.1	7540	7306.32	0	0
XM_029176241.1	1460	1226.32	247	55.6
XM_029176242.1	1714	1480.32	0	0
XM_029176243.1	1654	1420.32	19.9053	3.86869
XM_029176244.1	2052	1818.32	584	88.6594
XM_029176245.1	5459	5225.32	177	9.35067
XM_029176246.1	5617	5383.32	194	9.94796
XM_029176247.1	5442	5208.32	269	14.2573
XM_029176248.1	2231	1997.32	340	46.9909
XM_029176249.1	2220	1986.32	0	0
XM_029176250.1	2163	1929.32	39.5367	5.6569
XM_029176251.1	2142	1908.32	14.0972	2.03923
XM_029176252.1	2208	1974.32	147.686	20.6492
XM_029176253.1	2187	1953.32	0	0
XM_029176254.1	2182	1948.32	9.68048	1.37157
XM_029176255.1	1922	1688.32	0	0
XM_029176256.1	1889	1655.32	352.124	58.7214
XM_029176257.1	2017	1783.32	7.74198	1.19841
XM_029176258.1	1393	1159.32	74.1367	17.6527
XM_029176259.1	1405	1171.32	16.8633	3.97419
XM_029176260.1	1588	1354.32	7	1.42679
XM_029176261.1	1876	1642.32	536	90.0926
XM_029176262.1	1534	1300.32	0	0
XM_029176263.1	7454	7220.32	0	0
XM_029176264.1	7442	7208.32	967.964	37.0687
XM_029176265.1	6939	6705.32	330.522	13.607
XM_029176266.1	7204	6970.32	358.515	14.1983
XM_029176267.1	7125	6891.32	374	14.9814
XM_029176268.1	7732	7498.32	16.3901	0.603393
XM_029176269.1	7678	7444.32	75.2876	2.79178
XM_029176270.1	7675	7441.32	699.322	25.9424
XM_029176271.1	7600	7366.32	0	0
XM_029176272.1	721	487.463	101	57.1956
XM_029176273.1	6467	6233.32	0	0
XM_029176274.1	1606	1372.32	1291	259.689
XM_029176275.1	6508	6274.32	0.000363896	1.60101e-05
XM_029176276.1	6402	6168.32	20.2926	0.90814
XM_029176277.1	6628	6394.32	14.6104	0.630739
XM_029176278.1	6037	5803.32	20.4114	0.970911
