target_id	length	eff_length	est_counts	tpm
XM_029176008.1	2568	2335.47	16.5228	2.09064
XM_029176009.1	4203	3970.47	8.5	0.632626
XM_029176010.1	1236	1003.47	73.4309	21.6244
XM_029176011.1	814	581.603	63.6291	32.3295
XM_029176012.1	694	461.722	11.3709	7.27756
XM_029176013.1	693	460.722	1993	1278.32
XM_029176014.1	17928	17695.5	56.2579	0.939489
XM_029176015.1	787	554.622	81	43.1577
XM_029176016.1	521	289.947	115	117.206
XM_029176017.1	1219	986.473	0	0
XM_029176018.1	2573	2340.47	165.293	20.8699
XM_029176019.1	2564	2331.47	7.70709	0.976855
XM_029176020.1	2886	2653.47	169.784	18.9083
XM_029176021.1	5925	5692.47	1.34716e-05	6.99342e-07
XM_029176022.1	17922	17689.5	0.000264818	4.42388e-06
XM_029176023.1	5843	5610.47	0	0
XM_029176024.1	5922	5689.47	47.2137	2.45226
XM_029176025.1	5897	5664.47	209.786	10.9443
XM_029176026.1	5097	4864.47	0	0
XM_029176027.1	5600	5367.47	98.6776	5.43274
XM_029176028.1	3805	3572.47	126.071	10.4284
XM_029176029.1	3791	3558.47	194.203	16.1273
XM_029176030.1	17775	17542.5	2.77546e-05	4.67535e-07
XM_029176031.1	5155	4922.47	156.048	9.36798
XM_029176032.1	2630	2397.47	201	24.7749
XM_029176033.1	2354	2121.47	0	0
XM_029176034.1	3269	3036.47	360.647	35.0981
XM_029176035.1	3025	2792.47	0.352899	0.037345
XM_029176036.1	1503	1270.47	0	0
XM_029176037.1	8462	8229.47	0	0
XM_029176038.1	8010	7777.47	0	0
XM_029176039.1	8456	8223.47	20.3606	0.731653
XM_029176040.1	8447	8214.47	0	0
XM_029176041.1	8441	8208.47	42.2147	1.51975
XM_029176042.1	8437	8204.47	56.0863	2.02012
XM_029176043.1	8422	8189.47	71.247	2.57087
XM_029176044.1	2288	2055.47	487.8	70.1294
XM_029176045.1	2346	2113.47	0	0
XM_029176046.1	7605	7372.47	29.2509	1.17246
XM_029176047.1	2201	1968.47	16.8405	2.52811
XM_029176048.1	1848	1615.47	93.667	17.1339
XM_029176049.1	1845	1612.47	10.5929	1.94129
XM_029176050.1	1721	1488.47	52.7401	10.4706
XM_029176051.1	1297	1064.47	79	21.9312
XM_029176052.1	1140	907.473	84	27.3537
XM_029176053.1	1157	924.473	177	56.5782
XM_029176054.1	4349	4116.47	717.082	51.4771
XM_029176055.1	4403	4170.47	71.9177	5.0959
XM_029176056.1	1130	897.473	124.452	40.978
XM_029176057.1	18063	17830.5	12.7439	0.211207
XM_029176058.1	1051	818.473	12.5479	4.5304
XM_029176059.1	6144	5911.47	124.63	6.23015
XM_029176060.1	6043	5810.47	0	0
XM_029176061.1	5787	5554.47	128.37	6.82951
XM_029176062.1	5868	5635.47	0.000128383	6.73206e-06
XM_029176063.1	5634	5401.47	0	0
XM_029176064.1	4977	4744.47	134.982	8.40732
XM_029176065.1	4251	4018.47	18.0182	1.32502
XM_029176066.1	18039	17806.5	10.1254	0.168037
XM_029176067.1	2175	1942.47	0	0
XM_029176068.1	2104	1871.47	82	12.9479
XM_029176069.1	3362	3129.47	194	18.319
XM_029176070.1	1137	904.473	0	0
XM_029176071.1	1253	1020.47	58.2356	16.8639
XM_029176072.1	1048	815.473	35.7644	12.9602
XM_029176073.1	1096	863.473	132	45.1747
XM_029176074.1	964	731.473	8.02841	3.2434
XM_029176075.1	17952	17719.5	70.8725	1.18194
XM_029176076.1	877	644.542	86.7793	39.7865
XM_029176077.1	891	658.542	3.1923	1.43249
XM_029176078.1	819	586.603	161	81.1058
XM_029176079.1	872	639.563	158	73.0035
XM_029176080.1	2767	2534.47	189	22.0366
XM_029176081.1	1987	1754.47	126.649	21.3316
XM_029176082.1	718	485.691	0	0
XM_029176083.1	17928	17695.5	56.2579	0.939489
XM_029176084.1	5188	4955.47	54	3.22017
XM_029176085.1	2929	2696.47	29.5552	3.23898
XM_029176086.1	2918	2685.47	20.4448	2.24974
XM_029176087.1	4079	3846.47	665	51.0892
XM_029176088.1	10895	10662.5	539.005	14.9384
XM_029176089.1	10499	10266.5	51.9946	1.4966
XM_029176090.1	17922	17689.5	0.000264818	4.42388e-06
XM_029176091.1	10588	10355.5	39.115	1.1162
XM_029176092.1	9721	9488.47	95.7616	2.9824
XM_029176093.1	10083	9850.47	0	0
XM_029176094.1	9652	9419.47	0	0
XM_029176095.1	10659	10426.5	0	0
XM_029176096.1	3540	3307.47	0	0
XM_029176097.1	10656	10423.5	0	0
XM_029176098.1	10650	10417.5	0	0
XM_029176099.1	10194	9961.47	125.515	3.72341
XM_029176100.1	10632	10399.5	41.9574	1.19225
XM_029176101.1	10596	10363.5	32.0903	0.915038
XM_029176102.1	17775	17542.5	2.77546e-05	4.67535e-07
XM_029176103.1	10075	9842.47	52.214	1.56766
XM_029176104.1	2400	2167.47	53.0293	7.2299
XM_029176105.1	2240	2007.47	318.364	46.8645
XM_029176106.1	2478	2245.47	48.6067	6.39673
XM_029176107.1	919	686.497	47	20.2316
XM_029176108.1	2396	2163.47	37.1841	5.07897
XM_029176109.1	2334	2101.47	70.0086	9.84459
XM_029176110.1	1694	1461.47	73.72	14.9061
XM_029176111.1	2294	2061.47	15.2003	2.17893
XM_029176112.1	808	575.603	121	62.1202
XM_029176113.1	2336	2103.47	11.4759	1.61221
XM_029176114.1	2314	2081.47	64.5241	9.16054
XM_029176115.1	1372	1139.47	110.34	28.6154
XM_029176116.1	1226	993.473	48.6599	14.4739
XM_029176117.1	891	658.542	15	6.73098
XM_029176118.1	2175	1942.47	1323	201.268
XM_029176119.1	5173	4940.47	350.595	20.9704
XM_029176120.1	5026	4793.47	29.4048	1.81275
XM_029176121.1	4944	4711.47	133.034	8.34406
XM_029176122.1	4881	4648.47	15.9657	1.01495
XM_029176123.1	2545	2312.47	0	0
XM_029176124.1	3457	3224.47	224	20.5286
XM_029176125.1	3379	3146.47	0	0
XM_029176126.1	1526	1293.47	1.0172	0.232391
XM_029176127.1	782	549.64	0.783213	0.421087
XM_029176128.1	796	563.603	0	0
XM_029176129.1	3990	3757.47	12.1996	0.959444
XM_029176130.1	823	590.583	719	359.764
XM_029176131.1	2615	2382.47	183	22.6983
XM_029176132.1	2521	2288.47	0	0
XM_029176133.1	2883	2650.47	216	24.0824
XM_029176134.1	1985	1752.47	204	34.3992
XM_029176135.1	977	744.473	70	27.7856
XM_029176136.1	693	460.722	0	0
XM_029176137.1	1964	1731.47	521	88.9185
XM_029176138.1	1659	1426.47	148	30.6597
XM_029176139.1	1440	1207.47	0	0
XM_029176140.1	2717	2484.47	0	0
XM_029176141.1	7277	7044.47	0	0
XM_029176142.1	7271	7038.47	563.288	23.6495
XM_029176143.1	7260	7027.47	46.712	1.96426
XM_029176144.1	4427	4194.47	0	0
XM_029176145.1	4424	4191.47	392.54	27.675
XM_029176146.1	4421	4188.47	270.183	19.0622
XM_029176147.1	2653	2420.47	222.276	27.1371
XM_029176148.1	1215	982.473	7.94	2.3882
XM_029176149.1	1039	806.473	192	70.3528
XM_029176150.1	2727	2494.47	0	0
XM_029176151.1	2554	2321.47	35.5697	4.5278
XM_029176152.1	1607	1374.47	6.65745	1.43134
XM_029176153.1	1336	1103.47	81.8329	21.9147
XM_029176154.1	1590	1357.47	63	13.7145
XM_029176155.1	793	560.622	0	0
XM_029176156.1	1386	1153.47	0	0
XM_029176157.1	4501	4268.47	484.032	33.5098
XM_029176158.1	4483	4250.47	148.414	10.3183
XM_029176159.1	2581	2348.47	0.0223525	0.00281262
XM_029176160.1	3725	3492.47	104.554	8.84666
XM_029176161.1	2743	2510.47	64.4495	7.58637
XM_029176162.1	2899	2666.47	85.5505	9.48103
XM_029176163.1	2758	2525.47	206	24.1043
XM_029176164.1	2758	2525.47	103	12.0522
XM_029176165.1	1203	970.473	60.161	18.319
XM_029176166.1	1056	823.473	37.839	13.5788
XM_029176167.1	5148	4915.47	0	0
XM_029176168.1	5133	4900.47	315	18.9951
XM_029176169.1	5052	4819.47	0	0
XM_029176170.1	4959	4726.47	14.4089	0.900875
XM_029176171.1	4660	4427.47	70.0509	4.6755
XM_029176172.1	4732	4499.47	39.222	2.57595
XM_029176173.1	1984	1751.47	347	58.5459
XM_029176174.1	4531	4298.47	0	0
XM_029176175.1	4433	4200.47	31.2367	2.19754
XM_029176176.1	4497	4264.47	0	0
XM_029176177.1	4359	4126.47	0	0
XM_029176178.1	5022	4789.47	84.7157	5.22693
XM_029176179.1	4702	4469.47	0	0
XM_029176180.1	4403	4170.47	0	0
XM_029176181.1	3897	3664.47	60.7288	4.89726
XM_029176182.1	4989	4756.47	86.1165	5.35022
XM_029176183.1	3957	3724.47	39.3379	3.12116
XM_029176184.1	3369	3136.47	0	0
XM_029176185.1	3739	3506.47	0.28987	0.0244289
XM_029176186.1	3826	3593.47	72.5306	5.96454
XM_029176187.1	4965	4732.47	55.8814	3.48939
XM_029176188.1	3982	3749.47	52.4751	4.13574
XM_029176189.1	4278	4045.47	44.0463	3.21744
XM_029176190.1	1764	1531.47	755.745	145.826
XM_029176191.1	3884	3651.47	0	0
XM_029176192.1	3786	3553.47	27.6192	2.29683
XM_029176193.1	4896	4663.47	0	0
XM_029176194.1	4725	4492.47	14.3403	0.943282
XM_029176195.1	735	502.658	51.2059	30.1036
XM_029176196.1	709	476.707	13.2028	8.18438
XM_029176197.1	731	498.658	10.5913	6.27647
XM_029176198.1	10002	9769.47	14.0667	0.425492
XM_029176199.1	1754	1521.47	600.926	116.715
XM_029176200.1	10890	10657.5	322.808	8.95076
XM_029176201.1	10872	10639.5	0.963684	0.0267661
XM_029176202.1	9924	9691.47	6.93827	0.211559
XM_029176203.1	9894	9661.47	5.99722	0.183433
XM_029176204.1	9888	9655.47	299.287	9.15977
XM_029176205.1	10757	10524.5	17.4875	0.491017
XM_029176206.1	10726	10493.5	580.391	16.3445
XM_029176207.1	9780	9547.47	448.407	13.8789
XM_029176208.1	10648	10415.5	27.6533	0.784582
XM_029176209.1	10863	10630.5	6.94208e-07	1.92978e-08
XM_029176210.1	1993	1760.47	5.61233e-08	9.42071e-09
XM_029176211.1	5743	5510.47	198.804	10.6612
XM_029176212.1	5733	5500.47	0	0
XM_029176213.1	5641	5408.47	0.0318515	0.0017403
XM_029176214.1	5613	5380.47	15.3334	0.842148
XM_029176215.1	4842	4609.47	70.1971	4.50026
XM_029176216.1	4795	4562.47	9.6338	0.623975
XM_029176217.1	4599	4366.47	0	0
XM_029176218.1	7262	7029.47	452.234	19.0113
XM_029176219.1	7177	6944.47	499.116	21.2389
XM_029176220.1	7042	6809.47	63.6496	2.76218
XM_029176221.1	2703	2470.47	57	6.81812
XM_029176222.1	1443	1210.47	84.5106	20.6313
XM_029176223.1	1458	1225.47	15.4894	3.7351
XM_029176224.1	1671	1438.47	7.00347	1.43874
XM_029176225.1	497	266.496	5	5.54433
XM_029176226.1	5147	4914.47	456.487	27.4487
XM_029176227.1	3330	3097.47	157.513	15.0272
XM_029176228.1	785	552.622	5858	3132.5
XM_029176229.1	883	650.542	311	141.272
XM_029176230.1	1520	1287.47	271	62.2016
XM_029176231.1	12437	12204.5	0	0
XM_029176232.1	12428	12195.5	39.4341	0.955528
XM_029176233.1	12428	12195.5	23.9129	0.579433
XM_029176234.1	12413	12180.5	35.1143	0.851903
XM_029176235.1	9542	9309.47	7.52452e-07	2.38849e-08
XM_029176236.1	11690	11457.5	0	0
XM_029176237.1	3111	2878.47	25.5	2.61787
XM_029176238.1	9395	9162.47	126.538	4.08112
XM_029176239.1	9348	9115.47	0.000574137	1.86126e-05
XM_029176240.1	7540	7307.47	0	0
XM_029176241.1	1460	1227.47	232	55.853
XM_029176242.1	1714	1481.47	0	0
XM_029176243.1	1654	1421.47	27.8516	5.79004
XM_029176244.1	2052	1819.47	618	100.372
XM_029176245.1	5459	5226.47	161	9.10306
XM_029176246.1	5617	5384.47	168	9.22011
XM_029176247.1	5442	5209.47	300	17.0176
XM_029176248.1	2231	1998.47	418.382	61.865
XM_029176249.1	2220	1987.47	18.6177	2.76819
XM_029176250.1	2163	1930.47	124.514	19.0601
XM_029176251.1	2142	1909.47	14.2455	2.20462
XM_029176252.1	2208	1975.47	34.6827	5.18814
XM_029176253.1	2187	1954.47	18.899	2.85745
XM_029176254.1	2182	1949.47	9.6588	1.46412
XM_029176255.1	1922	1689.47	11.0561	1.93383
XM_029176256.1	1889	1656.47	286.253	51.0664
XM_029176257.1	2017	1784.47	40.9972	6.78914
XM_029176258.1	1393	1160.47	81.5442	20.7648
XM_029176259.1	1405	1172.47	12.4558	3.13933
XM_029176260.1	1588	1355.47	6	1.30807
XM_029176261.1	1876	1643.47	686	123.348
XM_029176262.1	1534	1301.47	0	0
XM_029176263.1	7454	7221.47	0	0
XM_029176264.1	7442	7209.47	604.87	24.793
XM_029176265.1	6939	6706.47	238.644	10.5154
XM_029176266.1	7204	6971.47	470.486	19.9431
XM_029176267.1	7125	6892.47	283	12.1334
XM_029176268.1	7732	7499.47	0	0
XM_029176269.1	7678	7445.47	73.4266	2.91428
XM_029176270.1	7675	7442.47	525.324	20.8584
XM_029176271.1	7600	7367.47	40.2495	1.61441
XM_029176272.1	721	488.674	102	61.6809
XM_029176273.1	6467	6234.47	0.0108959	0.000516457
XM_029176274.1	1606	1373.47	1035	222.685
XM_029176275.1	6508	6275.47	51.3735	2.41915
XM_029176276.1	6402	6169.47	9.09486e-07	4.3563e-08
XM_029176277.1	6628	6395.47	10.8215	0.500017
XM_029176278.1	6037	5804.47	72.0076	3.66594
XM_029176279.1	6512	6279.47	114.787	5.40179
XM_029176280.1	2631	2398.47	0	0
XM_029176281.1	2850	2617.47	26.2021	2.95818
XM_029176282.1	2501	2268.47	247.657	32.2617
XM_029176283.1	2842	2609.47	130.507	14.7792
XM_029176284.1	2893	2660.47	308.246	34.238
XM_029176285.1	2166	1933.47	199.388	30.4741
XM_029176286.1	3004	2771.47	156.984	16.7384
XM_029176287.1	2986	2753.47	125.016	13.417
XM_029176288.1	8235	8002.47	178	6.57304
XM_029176289.1	1346	1113.47	86	22.8238
XM_029176290.1	3806	3573.47	2.59357e-05	2.14476e-06
XM_029176291.1	4222	3989.47	0	0
XM_029176292.1	4218	3985.47	38.5427	2.8578
XM_029176293.1	4291	4058.47	76.695	5.58437
XM_029176294.1	3803	3570.47	0	0
XM_029176295.1	3790	3557.47	376.051	31.2374
XM_029176296.1	3683	3450.47	30.7113	2.63021
XM_029176297.1	1993	1760.47	136.075	22.8412
XM_029176298.1	1786	1553.47	32.9248	6.2631
XM_029176299.1	1699	1466.47	0	0
XM_029176300.1	2258	2025.47	692.625	101.051
XM_029176301.1	1682	1449.47	648.375	132.186
XM_029176302.1	3346	3113.47	134.02	12.7203
XM_029176303.1	1190	957.473	106	32.7152
XM_029176304.1	3644	3411.47	8.53551	0.739363
XM_029176305.1	3624	3391.47	8.44416	0.735764
XM_029176306.1	3620	3387.47	0	0
XM_029176307.1	2595	2362.47	349.702	43.7423
XM_029176308.1	3387	3154.47	518.298	48.5537
XM_029176309.1	1799	1566.47	19	3.58427
XM_029176310.1	2048	1815.47	278	45.2507
XM_029176311.1	480	249.938	79	93.404
XM_029176312.1	473	243.152	0	0
XM_029176313.1	912	679.497	228	99.1557
XM_029176314.1	2462	2229.47	0	0
XM_029176315.1	2454	2221.47	38.4677	5.11712
XM_029176316.1	409	182.577	467.997	757.471
XM_029176317.1	2369	2136.47	73.5323	10.1707
XM_029176318.1	1465	1232.47	188	45.0765
XM_029176319.1	2235	2002.47	0	0
XM_029176320.1	2180	1947.47	71.356	10.8275
XM_029176321.1	2088	1855.47	41.7319	6.64636
XM_029176322.1	1921	1688.47	73.912	12.9357
XM_029176323.1	3637	3404.47	87	7.55161
XM_029176324.1	3624	3391.47	0	0
XM_029176325.1	8231	7998.47	6.58445e-08	2.43267e-09
XM_029176326.1	1614	1381.47	2.00874	0.429687
XM_029176327.1	734	501.658	136	80.1127
XM_029176328.1	5760	5527.47	34.1717	1.82688
XM_029176329.1	5961	5728.47	573.596	29.5895
XM_029176330.1	2791	2558.47	77.0186	8.89579
XM_029176331.1	5365	5132.47	117.895	6.78794
XM_029176332.1	2470	2237.47	151.105	19.9568
XM_029176333.1	1986	1753.47	1262	212.682
XM_029176334.1	8154	7921.47	88.365	3.29643
XM_029176335.1	751	518.658	0	0
XM_029176336.1	639	406.809	2	1.45281
XM_029176337.1	1719	1486.47	483	96.0197
XM_029176338.1	4059	3826.47	501.329	38.7164
XM_029176339.1	3311	3078.47	418.671	40.189
XM_029176340.1	2543	2310.47	321	41.0558
XM_029176341.1	652	419.782	2515	1770.45
XM_029176342.1	8102	7869.47	29.015	1.08955
XM_029176343.1	3131	2898.47	432	44.0438
XM_029176344.1	2106	1873.47	49.5954	7.82284
XM_029176345.1	6279	6046.47	498.405	24.3585
XM_029176346.1	967	734.473	227.588	91.568
XM_029176347.1	1855	1622.47	16.7257	3.04634
XM_029176348.1	1840	1607.47	323.274	59.4289
