target_id	length	eff_length	est_counts	tpm
XM_029176008.1	2568	2340.98	0	0
XM_029176009.1	4203	3975.98	4.35946	0.169487
XM_029176010.1	1236	1008.98	170.413	26.1077
XM_029176011.1	814	586.978	160.085	42.1575
XM_029176012.1	694	467.031	8.91523	2.95076
XM_029176013.1	693	466.031	3921	1300.56
XM_029176014.1	17928	17701	149.936	1.30935
XM_029176015.1	787	559.978	218	60.1772
XM_029176016.1	521	295.149	253	132.503
XM_029176017.1	1219	991.978	1	0.155828
XM_029176018.1	2573	2345.98	353.938	23.3212
XM_029176019.1	2564	2336.98	26.0621	1.72386
XM_029176020.1	2886	2658.98	294.564	17.1243
XM_029176021.1	5925	5697.98	0	0
XM_029176022.1	17922	17695	0	0
XM_029176023.1	5843	5615.98	0	0
XM_029176024.1	5922	5694.98	129.519	3.5155
XM_029176025.1	5897	5669.98	355.481	9.69131
XM_029176026.1	5097	4869.98	0	0
XM_029176027.1	5600	5372.98	389.645	11.2099
XM_029176028.1	3805	3577.98	285.193	12.3211
XM_029176029.1	3791	3563.98	182.162	7.90076
XM_029176030.1	17775	17548	19.5446	0.172166
XM_029176031.1	5155	4927.98	2.19466e-06	6.88406e-08
XM_029176032.1	2630	2402.98	384	24.7018
XM_029176033.1	2354	2126.98	0	0
XM_029176034.1	3269	3041.98	356.265	18.1036
XM_029176035.1	3025	2797.98	33.4384	1.84735
XM_029176036.1	1503	1275.98	154.296	18.6922
XM_029176037.1	8462	8234.98	0	0
XM_029176038.1	8010	7782.98	0	0
XM_029176039.1	8456	8228.98	0	0
XM_029176040.1	8447	8219.98	0	0
XM_029176041.1	8441	8213.98	85.9091	1.61671
XM_029176042.1	8437	8209.98	7.02991e-08	1.3236e-09
XM_029176043.1	8422	8194.98	278.592	5.25495
XM_029176044.1	2288	2060.98	1020.97	76.5753
XM_029176045.1	2346	2118.98	17.4985	1.2765
XM_029176046.1	7605	7377.98	0	0
XM_029176047.1	2201	1973.98	4.44213e-08	3.47853e-09
XM_029176048.1	1848	1620.98	211.083	20.1291
XM_029176049.1	1845	1617.98	47.8593	4.57236
XM_029176050.1	1721	1493.98	133.058	13.7671
XM_029176051.1	1297	1069.98	171	24.7041
XM_029176052.1	1140	912.978	246	41.6506
XM_029176053.1	1157	929.978	372	61.8325
