ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"LOC114876654"	NA	chrOU015519.1	-	5757727	5757772	5758045	5758171	5757385	5757472	5758263	5758399	0	91,33,45,41	17,15,6,12	51,39,35,50	16,13,9,7	225	144	0.883839000144	1.0	0.774,0.585,0.828,0.686	0.671,0.658,0.713,0.821	0.002
1	"LOC114871553"	NA	chrOU015519.1	-	5330182	5330337	5404680	5404705	5252152	5252257	5426245	5426957	1	0,0,0,0	15,8,10,12	0,0,0,1	4,5,3,16	124	254	1	1.0	0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.113	-0.028
2	"LOC114871522"	NA	chrOU015519.1	+	4826791	4826824	4827893	4827914	4824129	4824318	4840436	4840538	2	37,33,25,34	1,1,2,0	21,11,14,27	0,2,1,0	132	120	0.292763448009	0.9497631106770845	0.971,0.968,0.919,1.0	1.0,0.833,0.927,1.0	0.025
3	"LOC114871547"	NA	chrOU015519.1	+	4432004	4432101	4432613	4432710	4430488	4430615	4433138	4433223	3	9,6,3,6	606,759,611,533	5,3,2,7	238,232,305,543	196	196	0.777613128679	1.0	0.015,0.008,0.005,0.011	0.021,0.013,0.007,0.013	-0.004
4	"LOC114871547"	NA	chrOU015519.1	+	4432004	4432101	4433328	4433416	4430488	4430615	4434371	4434668	4	9,6,3,6	8,9,5,12	5,4,2,6	4,4,4,3	196	187	0.320947487731	0.9797776480515387	0.518,0.389,0.364,0.323	0.544,0.488,0.323,0.656	-0.104
5	"LOC114877988"	NA	chrOU015519.1	+	3337932	3338031	3338082	3338184	3337499	3337847	3338649	3339728	5	265,149,172,156	260,234,299,241	113,185,107,154	131,172,163,183	198	201	0.15427051243	0.7402841950634028	0.509,0.393,0.369,0.397	0.467,0.522,0.4,0.461	-0.046
6	"LOC114877840"	NA	chrOU015519.1	-	2834004	2836107	2836788	2837019	2832412	2833014	2837350	2837472	6	39,23,22,27	102,75,59,67	26,17,22,34	37,32,39,64	330	2202	0.0105520459165	0.15851008105003261	0.718,0.672,0.713,0.729	0.824,0.78,0.79,0.78	-0.086
7	"LOC114879732"	NA	chrOU015519.1	-	2540077	2540399	2540436	2540524	2539159	2539399	2540615	2540837	7	2,0,1,0	37,20,23,36	2,0,1,0	33,31,28,24	187	421	1	1.0	0.108,0.0,0.089,0.0	0.12,0.0,0.074,0.0	0.001
8	"LOC114876493"	NA	chrOU015518.1	+	8398400	8398495	8399388	8399483	8397830	8398132	8407203	8407378	8	5,8,8,8	239,149,157,171	4,4,3,9	88,93,95,181	194	194	0.924542311484	1.0	0.02,0.051,0.048,0.045	0.043,0.041,0.031,0.047	0.001
9	"LOC114876493"	NA	chrOU015518.1	+	8398400	8398495	8404088	8404183	8397830	8398132	8407203	8407378	9	5,8,8,8	125,121,141,125	4,4,3,9	67,42,78,112	194	194	0.808701412868	1.0	0.038,0.062,0.054,0.06	0.056,0.087,0.037,0.074	-0.01
10	"LOC114876493"	NA	chrOU015518.1	+	8399388	8399483	8404088	8404183	8397830	8398132	8407203	8407378	10	239,149,157,171	125,121,141,125	88,93,95,181	67,42,78,112	194	194	0.484522700154	1.0	0.657,0.552,0.527,0.578	0.568,0.689,0.549,0.618	-0.027
11	"LOC114875326"	NA	chrOU015518.1	-	4676805	4676976	4677777	4677957	4676123	4676339	4678507	4678687	11	4,2,4,0	42,13,18,42	2,3,0,5	30,26,18,45	279	270	0.851126645599	1.0	0.084,0.13,0.177,0.0	0.061,0.1,0.0,0.097	0.033
12	"LOC114878476"	NA	chrOU015518.1	+	4350938	4351043	4351434	4352334	4350257	4350401	4352910	4353313	12	19,31,27,20	228,323,227,192	21,14,14,25	199,188,110,487	204	999	0.274436056012	0.9260497804224376	0.29,0.32,0.368,0.338	0.341,0.267,0.384,0.201	0.031
13	"LOC114880579"	NA	chrOU015518.1	+	3695628	3695907	3697286	3697698	3692937	3693455	3698353	3699138	13	560,507,570,535	1216,953,1160,1144	342,330,326,412	662,574,718,764	378	511	0.437992436856	1.0	0.384,0.418,0.399,0.387	0.411,0.437,0.38,0.422	-0.015
14	"LOC114882828"	NA	chrOU015518.1	+	2064144	2064187	2064330	2064525	2063749	2064058	2065710	2065855	14	11,11,6,7	42,16,21,28	10,9,8,12	24,31,26,31	142	294	0.85897975331	1.0	0.352,0.587,0.372,0.341	0.463,0.375,0.389,0.445	-0.005
15	"LOC114872221"	NA	chrOU015519.1	-	7180789	7180906	7184361	7184472	7179625	7180058	7185293	7185344	15	1,2,3,3	25,9,12,13	0,0,3,3	11,8,5,18	210	216	0.507111836589	1.0	0.04,0.186,0.205,0.192	0.0,0.0,0.382,0.146	0.024
16	"LOC114872846"	NA	chrOU015518.1	+	1026713	1026762	1031284	1031333	1019832	1019874	1035414	1035532	16	46,21,28,36	95,52,63,74	17,18,25,31	51,53,55,56	148	148	0.602892308616	1.0	0.326,0.288,0.308,0.327	0.25,0.254,0.312,0.356	0.019
17	"LOC114872846"	NA	chrOU015518.1	+	1026713	1026762	1033260	1033309	1019832	1019874	1035414	1035532	17	46,21,28,36	9,9,10,6	17,18,25,31	2,8,9,10	148	148	0.635074183775	1.0	0.836,0.7,0.737,0.857	0.895,0.692,0.735,0.756	0.013
18	"LOC114872846"	NA	chrOU015518.1	+	1031284	1031333	1033260	1033309	1019832	1019874	1035414	1035532	18	95,52,63,74	9,9,10,6	51,53,55,56	2,8,9,10	148	148	0.851780519338	1.0	0.913,0.852,0.863,0.925	0.962,0.869,0.859,0.848	0.004
19	"LOC114872849"	NA	chrOU015518.1	-	857429	857654	858050	858089	856940	857029	863890	863984	19	366,457,479,467	1151,1383,1406,1264	247,249,325,393	706,510,680,1034	138	324	0.0167495574833	0.20320585328129648	0.427,0.437,0.444,0.465	0.451,0.534,0.529,0.472	-0.053
20	"LOC114873001"	NA	chrOU015518.1	-	787370	787601	787701	787859	787187	787268	788280	788447	20	87,96,115,119	176,100,158,156	64,47,80,53	73,81,162,68	257	330	0.597758793819	1.0	0.388,0.552,0.483,0.495	0.53,0.427,0.388,0.5	0.018
21	"LOC114873001"	NA	chrOU015518.1	-	789601	789705	790142	790365	789340	789421	790649	791101	21	72,56,75,78	25,18,38,40	47,53,59,30	13,21,38,22	322	203	0.569464853516	1.0	0.645,0.662,0.554,0.551	0.695,0.614,0.495,0.462	0.036
22	"LOC114873001"	NA	chrOU015518.1	-	789601	789705	790506	790591	789340	789421	790649	791101	22	13,13,15,24	25,18,38,40	5,6,12,4	13,21,38,22	184	203	0.016638382612	0.20320585328129648	0.365,0.443,0.303,0.398	0.298,0.24,0.258,0.167	0.136
23	"LOC114873001"	NA	chrOU015518.1	-	789601	789705	790649	790701	789340	789421	790864	791101	23	2,5,9,8	26,18,36,39	8,3,5,2	13,20,36,20	151	203	0.956570025078	1.0	0.094,0.272,0.252,0.216	0.453,0.168,0.157,0.119	-0.016
24	"LOC114873001"	NA	chrOU015518.1	-	790142	790365	790506	790591	789340	789421	790649	791101	24	13,13,15,24	72,56,75,78	5,6,12,4	47,53,59,30	184	322	0.0389971957534	0.3545666087578868	0.24,0.289,0.259,0.35	0.157,0.165,0.262,0.189	0.091
25	"LOC114872985"	NA	chrOU015518.1	+	694385	694520	695506	695546	693317	693398	697451	698759	25	28,16,16,26	8,7,11,2	13,13,19,9	5,5,2,0	234	139	0.277045138007	0.9260497804224376	0.675,0.576,0.464,0.885	0.607,0.607,0.849,1.0	-0.116
26	"LOC114872985"	NA	chrOU015518.1	+	694449	694520	695506	695546	693317	693398	697451	698759	26	13,8,11,12	8,7,11,2	9,11,8,8	5,5,2,0	170	139	0.121051442411	0.6586342260315039	0.571,0.483,0.45,0.831	0.595,0.643,0.766,1.0	-0.167
27	"LOC114876025"	NA	chrOU015518.1	-	564470	564593	566594	566714	560294	560530	570935	571058	27	287,109,167,255	78,39,59,73	105,109,96,165	29,29,29,59	219	222	0.917817416208	1.0	0.789,0.739,0.742,0.78	0.786,0.792,0.77,0.739	-0.009
28	"LOC114881171"	NA	chrOU015517.1	-	6552335	6552587	6553503	6553725	6550350	6550605	6554463	6554989	28	481,295,320,227	570,292,382,245	342,321,385,371	324,384,416,395	321	351	0.642803335924	1.0	0.48,0.525,0.478,0.503	0.536,0.478,0.503,0.507	-0.01
29	"LOC114875900"	NA	chrOU015517.1	-	5313518	5313623	5314067	5314178	5309608	5309737	5325882	5326011	29	114,54,48,73	3,6,1,3	41,53,41,57	10,2,1,7	210	204	0.0263725780279	0.27848728788133487	0.974,0.897,0.979,0.959	0.799,0.963,0.976,0.888	0.046
30	"LOC114872712"	NA	chrOU015517.1	-	4695482	4695658	4697833	4697964	4692205	4692281	4700336	4700438	30	28,31,32,35	3,2,3,0	17,15,12,24	1,2,0,0	230	275	1	1.0	0.918,0.949,0.927,1.0	0.953,0.9,1.0,1.0	-0.015
31	"LOC114872712"	NA	chrOU015517.1	-	4701316	4701361	4701911	4701980	4700664	4700741	4702417	4702730	31	17,10,8,8	2,2,0,2	9,11,3,11	0,0,0,1	168	144	0.0360833496927	0.3462999255229959	0.879,0.811,1.0,0.774	1.0,1.0,1.0,0.904	-0.11
32	"LOC114873803"	NA	chrOU015514.1	+	6698772	6698982	6699446	6699761	6697953	6698242	6700134	6700533	32	20,19,18,11	42,24,33,26	4,12,8,18	27,21,21,33	309	414	0.268515325691	0.9260497804224376	0.39,0.515,0.422,0.362	0.166,0.434,0.338,0.422	0.082
33	"LOC114874524"	NA	chrOU015509.1	-	4584302	4584466	4584852	4585016	4580531	4583583	4586360	4586484	33	115,55,56,62	190,147,149,139	44,45,37,61	75,87,111,217	263	263	0.45530812722	1.0	0.377,0.272,0.273,0.308	0.37,0.341,0.25,0.219	0.012
34	"LOC114874524"	NA	chrOU015509.1	-	4584302	4584466	4585405	4585569	4580531	4583583	4586360	4586484	34	2397,1476,1305,1577	190,147,149,139	1158,1008,908,1798	75,87,111,217	263	263	0.660784930508	1.0	0.927,0.909,0.898,0.919	0.939,0.921,0.891,0.892	0.003
35	"LOC114874524"	NA	chrOU015509.1	-	4584852	4585016	4585405	4585569	4580531	4583583	4586360	4586484	35	2397,1476,1305,1577	115,55,56,62	1158,1008,908,1798	44,45,37,61	263	263	0.444555492156	1.0	0.954,0.964,0.959,0.962	0.963,0.957,0.961,0.967	-0.002
36	"LOC114880700"	NA	chrOU015508.1	-	10321733	10321956	10330789	10331059	10313715	10313912	10331888	10332097	36	161,79,80,109	99,57,72,93	73,59,110,60	46,50,60,70	369	322	0.988418442178	1.0	0.587,0.547,0.492,0.506	0.581,0.507,0.615,0.428	0.0
37	"LOC114876945"	NA	chrOU015510.1	+	5081848	5081946	5083463	5083499	5079992	5080246	5083947	5084047	37	28,43,36,34	9,8,4,6	19,15,25,32	4,2,6,7	197	135	0.901240991065	1.0	0.681,0.786,0.86,0.795	0.765,0.837,0.741,0.758	0.005
38	"LOC114871930"	NA	chrOU015506.1	+	5084681	5084817	5086262	5086398	5083208	5083385	5089990	5090196	38	120,68,65,83	108,44,61,66	64,74,44,103	49,66,55,81	235	235	0.61148455899	1.0	0.526,0.607,0.516,0.557	0.566,0.529,0.444,0.56	0.027
39	"LOC114874669"	NA	chrOU015509.1	+	3180709	3180997	3183002	3183248	3180462	3180592	3183306	3183514	39	104,49,58,70	163,87,85,115	33,42,52,46	65,79,91,81	387	345	0.334267217353	0.9797776480515387	0.363,0.334,0.378,0.352	0.312,0.322,0.337,0.336	0.03
40	"LOC114881376"	NA	chrOU015510.1	-	2039933	2039939	2050597	2050606	2036039	2036282	2059809	2059970	40	7,1,4,3	0,1,0,1	5,9,4,6	0,0,0,1	108	105	1	1.0	1.0,0.493,1.0,0.745	1.0,1.0,1.0,0.854	-0.154
41	"LOC114873098"	NA	chrOU015509.1	-	356238	356294	357876	357929	354082	354209	358374	358517	41	15,5,2,10	21,7,15,13	6,7,2,7	14,14,13,20	152	155	0.274606273354	0.9260497804224376	0.421,0.421,0.12,0.44	0.304,0.338,0.136,0.263	0.09
42	"LOC114873062"	NA	chrOU015509.1	+	151854	152091	158929	159045	135459	135712	159339	160834	42	1966,1187,1167,1718	1532,841,887,1133	1238,1101,949,1648	842,734,685,1359	336	215	0.961000190424	1.0	0.451,0.475,0.457,0.492	0.485,0.49,0.47,0.437	-0.002
43	"LOC114870925"	NA	chrOU015504.1	+	14340729	14340785	14345378	14345464	14337461	14338709	14357934	14358025	43	16,6,8,5	54,24,20,36	5,9,6,7	18,18,19,37	155	185	0.741182797009	1.0	0.261,0.23,0.323,0.142	0.249,0.374,0.274,0.184	-0.031
44	"LOC114870925"	NA	chrOU015504.1	+	14359332	14359425	14359654	14360116	14358411	14358582	14360955	14361159	44	4,3,6,7	265,172,158,181	3,4,2,9	133,120,120,198	192	561	0.644014995752	1.0	0.042,0.048,0.1,0.102	0.062,0.089,0.046,0.117	-0.006
45	"LOC114880889"	NA	chrOU015508.1	-	9845369	9845570	9863069	9863340	9838687	9838837	9875813	9876032	45	47,14,30,24	39,17,18,20	24,21,21,25	16,11,21,11	370	300	0.337616740244	0.9797776480515387	0.494,0.4,0.575,0.493	0.549,0.608,0.448,0.648	-0.073
46	"LOC114880889"	NA	chrOU015508.1	-	9846062	9846186	9863069	9863340	9845369	9845570	9875813	9876032	46	46,14,30,24	19,12,11,15	23,21,22,25	10,5,9,12	370	223	0.345326567856	0.9797776480515387	0.593,0.413,0.622,0.491	0.581,0.717,0.596,0.557	-0.083
47	"LOC114874134"	NA	chrOU015505.1	-	2093760	2093832	2094051	2094126	2093201	2093375	2094291	2094532	47	24,10,14,10	8,4,4,5	6,15,10,6	1,5,5,5	174	171	0.906166667907	1.0	0.747,0.711,0.775,0.663	0.855,0.747,0.663,0.541	0.023
48	"LOC114874134"	NA	chrOU015505.1	-	2100726	2100735	2100854	2100950	2100399	2100537	2101130	2101265	48	48,24,30,22	0,1,1,0	21,15,10,38	0,0,0,0	195	108	1	1.0	1.0,0.93,0.943,1.0	1.0,1.0,1.0,1.0	-0.032
