ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
0	"LOC114876654"	NA	chrOU015519.1	-	5757727	5757772	5758045	5758171	5757385	5757472	5758263	5758399
2	"LOC114871522"	NA	chrOU015519.1	+	4826791	4826824	4827893	4827914	4824129	4824318	4840436	4840538
3	"LOC114871547"	NA	chrOU015519.1	+	4432004	4432101	4432613	4432710	4430488	4430615	4433138	4433223
4	"LOC114871547"	NA	chrOU015519.1	+	4432004	4432101	4433328	4433416	4430488	4430615	4434371	4434668
6	"LOC114877840"	NA	chrOU015519.1	-	2834004	2836107	2836788	2837019	2832412	2833014	2837350	2837472
7	"LOC114879732"	NA	chrOU015519.1	-	2540077	2540399	2540436	2540524	2539159	2539399	2540615	2540837
12	"LOC114878476"	NA	chrOU015518.1	+	4350938	4351043	4351434	4352334	4350257	4350401	4352910	4353313
13	"LOC114880579"	NA	chrOU015518.1	+	3695628	3695907	3697286	3697698	3692937	3693455	3698353	3699138
14	"LOC114882828"	NA	chrOU015518.1	+	2064144	2064187	2064330	2064525	2063749	2064058	2065710	2065855
20	"LOC114873001"	NA	chrOU015518.1	-	787370	787601	787701	787859	787187	787268	788280	788447
21	"LOC114873001"	NA	chrOU015518.1	-	789601	789705	790142	790365	789340	789421	790649	791101
23	"LOC114873001"	NA	chrOU015518.1	-	789601	789705	790649	790701	789340	789421	790864	791101
24	"LOC114873001"	NA	chrOU015518.1	-	790142	790365	790506	790591	789340	789421	790649	791101
28	"LOC114881171"	NA	chrOU015517.1	-	6552335	6552587	6553503	6553725	6550350	6550605	6554463	6554989
32	"LOC114873803"	NA	chrOU015514.1	+	6698772	6698982	6699446	6699761	6697953	6698242	6700134	6700533
36	"LOC114880700"	NA	chrOU015508.1	-	10321733	10321956	10330789	10331059	10313715	10313912	10331888	10332097
37	"LOC114876945"	NA	chrOU015510.1	+	5081848	5081946	5083463	5083499	5079992	5080246	5083947	5084047
39	"LOC114874669"	NA	chrOU015509.1	+	3180709	3180997	3183002	3183248	3180462	3180592	3183306	3183514
40	"LOC114881376"	NA	chrOU015510.1	-	2039933	2039939	2050597	2050606	2036039	2036282	2059809	2059970
42	"LOC114873062"	NA	chrOU015509.1	+	151854	152091	158929	159045	135459	135712	159339	160834
44	"LOC114870925"	NA	chrOU015504.1	+	14359332	14359425	14359654	14360116	14358411	14358582	14360955	14361159
45	"LOC114880889"	NA	chrOU015508.1	-	9845369	9845570	9863069	9863340	9838687	9838837	9875813	9876032
46	"LOC114880889"	NA	chrOU015508.1	-	9846062	9846186	9863069	9863340	9845369	9845570	9875813	9876032
48	"LOC114874134"	NA	chrOU015505.1	-	2100726	2100735	2100854	2100950	2100399	2100537	2101130	2101265
50	"LOC114872087"	NA	chrOU015512.1	+	3484885	3484968	3486091	3486725	3483428	3484057	3490228	3490314
51	"LOC114878897"	NA	chrOU015509.1	+	5391931	5392264	5397136	5397208	5389405	5390149	5403873	5404243
52	"LOC114877355"	NA	chrOU015509.1	+	1874275	1874373	1874521	1874663	1873537	1873941	1874825	1874887
53	"LOC114877355"	NA	chrOU015509.1	+	1874521	1874663	1874825	1874887	1874275	1874373	1875329	1875610
54	"LOC114879923"	NA	chrOU015511.1	+	9863506	9863929	9864386	9864609	9860236	9860577	9865405	9865542
55	"LOC114879923"	NA	chrOU015511.1	+	9863506	9863929	9864386	9864609	9860236	9860767	9865405	9865542
57	"LOC114880821"	NA	chrOU015506.1	+	11038982	11039157	11057340	11057494	11020457	11020591	11068985	11069172
58	"LOC114879076"	NA	chrOU015508.1	-	5245771	5246084	5247088	5247460	5244564	5244807	5309458	5309574
59	"LOC114871608"	NA	chrOU015509.1	-	2635281	2635335	2635871	2636018	2634466	2634590	2636260	2636360
64	"LOC114871951"	NA	chrOU015504.1	+	11291078	11291163	11296922	11296955	11290253	11290336	11297748	11297832
65	"LOC114871951"	NA	chrOU015504.1	+	11291078	11291163	11297748	11297832	11290253	11290336	11323954	11324059
66	"LOC114871951"	NA	chrOU015504.1	+	11297748	11297832	11323954	11324059	11291078	11291163	11324962	11325028
68	"LOC114871208"	NA	chrOU015508.1	+	2291329	2291504	2295894	2295989	2287796	2287903	2297103	2297361
71	"LOC114871077"	NA	chrOU015508.1	+	2053547	2053717	2054041	2054103	2052633	2052917	2054393	2054476
74	"LOC114871077"	NA	chrOU015508.1	+	2053565	2053717	2054041	2054103	2052633	2052917	2054393	2054476
78	"LOC114882860"	NA	chrOU015507.1	+	4028841	4029008	4030350	4030527	4028238	4028749	4031663	4031797
80	"LOC114881071"	NA	chrOU015508.1	+	10105888	10106115	10118452	10118516	10101483	10101654	10130647	10130870
81	"LOC114877931"	NA	chrOU015508.1	-	5582711	5584256	5586897	5587133	5576803	5582483	5597614	5597727
82	"LOC114880697"	NA	chrOU015508.1	-	10243896	10244026	10249941	10250111	10240576	10240691	10252943	10253223
83	"LOC114882802"	NA	chrOU015507.1	+	12076218	12076352	12094210	12094465	12072267	12072432	12094631	12094756
89	"LOC114879884"	NA	chrOU015509.1	-	3010080	3010184	3011237	3011258	3009659	3009730	3011826	3012008
90	"LOC114875691"	NA	chrOU015518.1	+	7463509	7463626	7465367	7465469	7463334	7463427	7466094	7467311
91	"LOC114875691"	NA	chrOU015518.1	+	7463509	7463626	7465835	7465982	7463334	7463427	7466094	7467311
92	"LOC114875691"	NA	chrOU015518.1	+	7465367	7465469	7465835	7465982	7463334	7463427	7466094	7467311
93	"LOC114871005"	NA	chrOU015508.1	-	1766488	1766563	1767046	1767102	1765923	1766238	1767554	1767690
94	"LOC114878382"	NA	chrOU015510.1	+	219703	219761	220294	220412	219102	219295	220755	220813
102	"LOC114873991"	NA	chrOU015507.1	-	7374337	7374457	7383194	7383284	7372755	7372925	7388178	7388302
103	"LOC114881187"	NA	chrOU015507.1	+	6956414	6956457	6962552	6962941	6953713	6953901	6963357	6964011
108	"LOC114871833"	NA	chrOU015504.1	+	16338977	16339104	16339614	16339758	16338371	16338737	16339858	16339986
110	"LOC114883227"	NA	chrOU015507.1	-	2906139	2906280	2906631	2906965	2905748	2905895	2907210	2909913
112	"LOC114874075"	NA	chrOU015507.1	+	2534053	2534336	2538754	2538780	2530514	2530652	2553710	2553833
113	"LOC114882647"	NA	chrOU015507.1	-	2316897	2317031	2318703	2318872	2316228	2316490	2321709	2324651
116	"LOC114872389"	NA	chrOU015508.1	+	8499524	8499680	8520274	8520645	8498678	8498746	8562302	8562374
117	"LOC114880413"	NA	chrOU015506.1	+	11259300	11259498	11262569	11262755	11246652	11247156	11269193	11269263
119	"LOC114876853"	NA	chrOU015509.1	+	6049539	6049604	6050246	6050328	6048837	6049023	6050766	6050850
120	"LOC114876853"	NA	chrOU015509.1	+	6049539	6049604	6050258	6050328	6049175	6049391	6050766	6050850
121	"LOC114876853"	NA	chrOU015509.1	+	6050246	6050328	6050766	6050850	6048837	6049023	6051120	6051298
122	"LOC114876853"	NA	chrOU015509.1	+	6050258	6050328	6050766	6050850	6048838	6049023	6051120	6051298
123	"LOC114876853"	NA	chrOU015509.1	+	6050258	6050328	6050766	6050850	6049539	6049604	6051120	6051298
124	"LOC114872510"	NA	chrOU015506.1	+	9484260	9484284	9485859	9485946	9482968	9483381	9490021	9492334
125	"LOC114871916"	NA	chrOU015504.1	+	15892100	15892145	15893925	15893964	15890632	15890812	15896619	15896767
127	"LOC114880753"	NA	chrOU015506.1	-	11499076	11499139	11501474	11501570	11497392	11497468	11502971	11503130
128	"LOC114880753"	NA	chrOU015506.1	-	11499076	11499139	11505437	11505587	11497392	11497468	11510647	11510704
129	"LOC114880753"	NA	chrOU015506.1	-	11499076	11499139	11510647	11510704	11497392	11497468	11518750	11518840
130	"LOC114880753"	NA	chrOU015506.1	-	11505437	11505587	11510647	11510704	11502971	11503130	11518750	11518840
131	"LOC114880753"	NA	chrOU015506.1	-	11510647	11510704	11518750	11518840	11505437	11505587	11527236	11527297
135	"LOC114874522"	NA	chrOU015509.1	+	4618618	4618770	4618912	4618951	4618386	4618548	4619039	4619460
138	"LOC114871729"	NA	chrOU015506.1	+	4931953	4932016	4932403	4932523	4931229	4931413	4933091	4933151
139	"LOC114871729"	NA	chrOU015506.1	+	4932403	4932523	4933091	4933151	4931953	4932016	4933389	4934860
140	"LOC114870982"	NA	chrOU015506.1	+	4828318	4828405	4828936	4829167	4827374	4827514	4833709	4833817
141	"LOC114870982"	NA	chrOU015506.1	+	4828318	4828405	4828936	4829167	4827374	4827514	4835179	4835389
149	"LOC114877236"	NA	chrOU015507.1	-	10188896	10189149	10191038	10191087	10186774	10186985	10213222	10213408
150	"LOC114872172"	NA	chrOU015519.1	+	7905310	7905462	7909368	7909501	7904791	7905006	7918861	7921829
151	"LOC114872172"	NA	chrOU015519.1	+	7905310	7905462	7909368	7909501	7904791	7905006	7925559	7925628
152	"LOC114872172"	NA	chrOU015519.1	+	7905310	7905462	7909368	7909501	7904791	7905006	7929656	7930053
153	"LOC114872172"	NA	chrOU015519.1	+	7909368	7909501	7918861	7921829	7905310	7905462	7921933	7923571
154	"LOC114872172"	NA	chrOU015519.1	+	7909368	7909501	7925559	7925628	7905310	7905462	7929656	7930053
155	"LOC114872172"	NA	chrOU015519.1	+	7911954	7912023	7915632	7915717	7909368	7909501	7925559	7925628
157	"LOC114878034"	NA	chrOU015506.1	-	3288374	3288515	3288585	3288667	3288126	3288309	3288737	3288896
158	"LOC114878656"	NA	chrOU015508.1	+	11322748	11322890	11330267	11330395	11320971	11321034	11332812	11333021
159	"LOC114878656"	NA	chrOU015508.1	+	11322748	11322890	11330267	11330401	11320971	11321034	11332812	11333021
160	"LOC114878656"	NA	chrOU015508.1	+	11322751	11322890	11330267	11330395	11320971	11321034	11332812	11333021
161	"LOC114878656"	NA	chrOU015508.1	+	11322751	11322890	11330267	11330401	11320971	11321034	11332812	11333021
162	"LOC114882681"	NA	chrOU015508.1	-	93310	93456	93605	93854	93117	93215	93947	94143
163	"LOC114877658"	NA	chrOU015511.1	+	10289810	10289972	10296654	10296847	10288782	10289020	10298380	10298664
164	"LOC114877658"	NA	chrOU015511.1	+	10294452	10294658	10296071	10296325	10288783	10289020	10296654	10296847
165	"LOC114877587"	NA	chrOU015515.1	-	398728	398997	400929	401320	398418	398655	401439	401449
166	"LOC114877587"	NA	chrOU015515.1	-	398728	398997	400929	401449	398418	398655	415884	416466
167	"LOC114877587"	NA	chrOU015515.1	-	398728	398997	401439	401449	398418	398655	415884	416466
168	"LOC114877587"	NA	chrOU015515.1	-	398728	398997	400929	401449	398418	398655	425276	425826
169	"LOC114877587"	NA	chrOU015515.1	-	398728	398997	401439	401449	398418	398655	425276	425826
250	"LOC114875862"	NA	chrOU015505.1	-	14031753	14031897	14032043	14032336	14031577	14031692	14032492	14033053
252	"LOC114875983"	NA	chrOU015514.1	-	6070372	6070560	6077544	6077790	6070047	6070299	6101768	6102254
253	"LOC114882923"	NA	chrOU015504.1	-	8499761	8499879	8500041	8500182	8499499	8499661	8501271	8501449
254	"LOC114882923"	NA	chrOU015504.1	-	8499761	8499879	8500041	8500182	8499499	8499661	8501336	8501464
255	"LOC114882923"	NA	chrOU015504.1	-	8499761	8499879	8500041	8500182	8499499	8499661	8501426	8501509
257	"LOC114878743"	NA	chrOU015518.1	-	1951681	1951881	1952227	1952288	1951512	1951622	1952493	1952675
258	"LOC114875441"	NA	chrOU015504.1	-	7275036	7275178	7282414	7282515	7271312	7271916	7284085	7284209
259	"LOC114875441"	NA	chrOU015504.1	-	7275036	7275178	7283506	7283607	7271353	7271916	7284085	7284209
265	"LOC114875441"	NA	chrOU015504.1	-	7282414	7282515	7283506	7283607	7271877	7271916	7284085	7284209
270	"LOC114878208"	NA	chrOU015515.1	-	8491854	8491914	8498620	8498990	8439780	8439875	8508083	8508171
282	"LOC114876930"	NA	chrOU015504.1	-	5223773	5223877	5224611	5224710	5219116	5219254	5225086	5225150
288	"LOC114877410"	NA	chrOU015512.1	-	465218	465394	465909	465986	462248	463459	466194	466347
290	"LOC114872610"	NA	chrOU015516.1	-	6133499	6133641	6156508	6156666	6126786	6126954	6160955	6161053
294	"LOC114875352"	NA	chrOU015510.1	-	5942480	5942616	5943571	5943687	5941428	5942399	5943852	5944053
296	"LOC114878683"	NA	chrOU015517.1	-	358397	358700	359096	359192	357254	357664	359607	359896
297	"LOC114872821"	NA	chrOU015504.1	-	12674568	12674670	12681592	12681717	12674004	12674264	12683293	12683441
301	"LOC114872288"	NA	chrOU015508.1	-	8217428	8217440	8258486	8258594	8196277	8196376	8258934	8258970
302	"LOC114877910"	NA	chrOU015507.1	+	1932138	1932231	1937840	1937870	1930062	1930327	1941580	1941703
303	"LOC114877910"	NA	chrOU015507.1	+	1932138	1932231	1937840	1937882	1930062	1930327	1941580	1941703
309	"LOC114878606"	NA	chrOU015514.1	-	1293679	1293802	1294015	1294198	1293063	1293307	1294935	1295007
310	"LOC114878606"	NA	chrOU015514.1	-	1293679	1293802	1294015	1294198	1293063	1293307	1295120	1295293
311	"LOC114878606"	NA	chrOU015514.1	-	1293679	1293802	1294935	1295007	1293063	1293307	1295120	1295293
312	"LOC114878606"	NA	chrOU015514.1	-	1294015	1294198	1294935	1295007	1293063	1293307	1295120	1295293
313	"LOC114878606"	NA	chrOU015514.1	-	1294015	1294198	1294935	1295007	1293679	1293802	1295120	1295293
314	"LOC114875432"	NA	chrOU015504.1	-	7247277	7247470	7254855	7254948	7240058	7240250	7266562	7266914
315	"LOC114879294"	NA	chrOU015515.1	+	723046	723232	723310	723445	722589	722738	723660	723863
318	"LOC114878692"	NA	chrOU015505.1	-	12922044	12922235	12927398	12927471	12918395	12918533	12934125	12935168
320	"LOC114877793"	NA	chrOU015505.1	+	10218921	10219237	10224013	10224164	10218622	10218824	10224842	10225080
322	"LOC114873601"	NA	chrOU015516.1	+	9307602	9307716	9310443	9310543	9306462	9306801	9310918	9311180
325	"LOC114877376"	NA	chrOU015518.1	+	3767051	3767087	3767247	3767388	3766684	3766906	3767471	3767674
329	"LOC114880854"	NA	chrOU015504.1	-	3808897	3809272	3816846	3816996	3807109	3807382	3836603	3836860
330	"LOC114870916"	NA	chrOU015504.1	+	14432082	14432253	14432742	14432832	14431687	14431754	14432960	14433053
331	"LOC114872165"	NA	chrOU015507.1	+	3614778	3614934	3615511	3615666	3613846	3613965	3616574	3616703
334	"LOC114874966"	NA	chrOU015507.1	+	11152645	11152726	11152959	11153044	11151777	11151885	11153103	11153286
335	"LOC114874478"	NA	chrOU015509.1	+	4499257	4499393	4499799	4500070	4498414	4498540	4500140	4501061
336	"LOC114874478"	NA	chrOU015509.1	+	4499257	4499404	4499799	4500070	4498414	4498540	4500140	4501061
338	"LOC114882806"	NA	chrOU015508.1	-	509417	509516	509986	510143	509219	509309	510454	510815
340	"LOC114880408"	NA	chrOU015505.1	-	11976367	11976562	11976842	11977008	11976069	11976287	11977089	11977223
341	"LOC114880408"	NA	chrOU015505.1	-	11986383	11986528	11987134	11987245	11985843	11986302	11987685	11987796
342	"LOC114880408"	NA	chrOU015505.1	-	11987134	11987245	11987685	11987796	11986383	11986528	11987937	11988086
343	"LOC114879111"	NA	chrOU015505.1	+	945139	945184	948306	948315	943201	944568	949699	949891
344	"LOC114873952"	NA	chrOU015515.1	+	5607937	5608559	5617087	5617207	5603217	5603402	5628414	5628847
345	"LOC114873952"	NA	chrOU015515.1	+	5617087	5617207	5628414	5628847	5607937	5608559	5633178	5633376
346	"LOC114876207"	NA	chrOU015505.1	-	1540715	1541010	1543176	1543239	1538019	1538161	1557345	1557702
348	"LOC114871468"	NA	chrOU015505.1	+	11216759	11217182	11226422	11226775	11216279	11216361	11226895	11227249
349	"LOC114875953"	NA	chrOU015514.1	-	5879449	5879537	5891121	5891344	5874539	5874716	5900319	5900407
351	"LOC114879193"	NA	chrOU015505.1	+	5208839	5208920	5209007	5209088	5208671	5208752	5209175	5209256
352	"LOC114876607"	NA	chrOU015514.1	+	8595187	8595214	8599132	8599226	8585290	8585350	8609101	8610432
353	"LOC114876607"	NA	chrOU015514.1	+	8595187	8595214	8604588	8604880	8585290	8585350	8609101	8610432
354	"LOC114876607"	NA	chrOU015514.1	+	8599132	8599226	8604588	8604880	8585290	8585350	8609101	8610432
355	"LOC114878899"	NA	chrOU015509.1	+	5385963	5386061	5386415	5386499	5384970	5385107	5387085	5387244
356	"LOC114872051"	NA	chrOU015505.1	-	6059847	6060032	6060748	6060973	6059364	6059649	6061300	6061499
357	"LOC114872051"	NA	chrOU015505.1	-	6059847	6060032	6060748	6061012	6059364	6059649	6061300	6061499
358	"LOC114872051"	NA	chrOU015505.1	-	6059847	6060032	6061300	6061499	6059364	6059649	6068070	6068156
359	"LOC114874392"	NA	chrOU015512.1	+	6805746	6805795	6900723	6900860	6775061	6775107	6902806	6902963
360	"LOC114874392"	NA	chrOU015512.1	+	6900723	6900860	6902806	6902963	6805746	6805795	6905133	6905362
