target_id	length	eff_length	est_counts	tpm
XM_029176008.1	2568	2336.29	0	0
XM_029176009.1	4203	3971.29	11.0323	0.70627
XM_029176010.1	1236	1004.29	93.5518	23.6825
XM_029176011.1	814	582.289	80.4694	35.134
XM_029176012.1	694	462.526	18.5306	10.1857
XM_029176013.1	693	461.526	2670	1470.79
XM_029176014.1	17928	17696.3	160.927	2.31198
XM_029176015.1	787	555.404	111	50.81
XM_029176016.1	521	291.396	159	138.723
XM_029176017.1	1219	987.289	1	0.257508
XM_029176018.1	2573	2341.29	196.257	21.3111
XM_029176019.1	2564	2332.29	36.7431	4.00524
XM_029176020.1	2886	2654.29	233.291	22.3452
XM_029176021.1	5925	5693.29	0	0
XM_029176022.1	17922	17690.3	26.1722	0.376133
XM_029176023.1	5843	5611.29	0	0
XM_029176024.1	5922	5690.29	159.43	7.12315
XM_029176025.1	5897	5665.29	168.57	7.56471
XM_029176026.1	5097	4865.29	0	0
XM_029176027.1	5600	5368.29	262.841	12.4478
XM_029176028.1	3805	3573.29	257.557	18.3249
XM_029176029.1	3791	3559.29	119.601	8.54296
XM_029176030.1	17775	17543.3	9.5587	0.138523
XM_029176031.1	5155	4923.29	0	0
XM_029176032.1	2630	2398.29	277.225	29.3877
XM_029176033.1	2354	2122.29	9.77516	1.17099
XM_029176034.1	3269	3037.29	273	22.8513
XM_029176035.1	3025	2793.29	32.0568	2.91769
XM_029176036.1	1503	1271.29	23.9436	4.78829
XM_029176037.1	8462	8230.29	0	0
XM_029176038.1	8010	7778.29	33.8023	1.10483
XM_029176039.1	8456	8224.29	0	0
XM_029176040.1	8447	8215.29	0	0
XM_029176041.1	8441	8209.29	41.1982	1.27587
XM_029176042.1	8437	8205.29	0.0286932	0.000889037
XM_029176043.1	8422	8190.29	119.471	3.70851
XM_029176044.1	2288	2056.29	582.844	72.0615
XM_029176045.1	2346	2114.29	0	0
XM_029176046.1	7605	7373.29	41.7023	1.43792
XM_029176047.1	2201	1969.29	31.7973	4.10502
XM_029176048.1	1848	1616.29	165.447	26.024
XM_029176049.1	1845	1613.29	13.0104	2.05028
XM_029176050.1	1721	1489.29	100.543	17.1635
XM_029176051.1	1297	1065.29	114	27.2065
XM_029176052.1	1140	908.289	124	34.7082
XM_029176053.1	1157	925.289	220	60.4478
XM_029176054.1	4349	4117.29	774	47.7931
XM_029176055.1	4403	4171.29	0	0
XM_029176056.1	1130	898.289	149.786	42.3927
XM_029176057.1	18063	17831.3	1.08428e-06	1.54595e-08
XM_029176058.1	1051	819.289	9.21378	2.85914
XM_029176059.1	6144	5912.29	155.969	6.70685
XM_029176060.1	6043	5811.29	20.8988	0.914292
XM_029176061.1	5787	5555.29	96.1319	4.39943
XM_029176062.1	5868	5636.29	0	0
XM_029176063.1	5634	5402.29	0	0
XM_029176064.1	4977	4745.29	130.523	6.99294
XM_029176065.1	4251	4019.29	36.477	2.3073
XM_029176066.1	18039	17807.3	17.8416	0.254724
XM_029176067.1	2175	1943.29	51.6362	6.75542
XM_029176068.1	2104	1872.29	89.3638	12.1346
XM_029176069.1	3362	3130.29	207	16.8121
XM_029176070.1	1137	905.289	0	0
XM_029176071.1	1253	1021.29	98.7188	24.5746
XM_029176072.1	1048	816.289	19.2812	6.00516
XM_029176073.1	1096	864.289	149	43.8291
XM_029176074.1	964	732.289	0	0
XM_029176075.1	17952	17720.3	9.1752e-06	1.31638e-07
XM_029176076.1	877	645.289	101.825	40.1177
XM_029176077.1	891	659.289	5.17467	1.99545
XM_029176078.1	819	587.289	207	89.6094
XM_029176079.1	872	640.289	166	65.9124
XM_029176080.1	2767	2535.29	207	20.7576
XM_029176081.1	1987	1755.29	168	24.333
XM_029176082.1	718	486.48	1	0.522601
XM_029176083.1	17928	17696.3	160.927	2.31198
XM_029176084.1	5188	4956.29	47	2.41088
XM_029176085.1	2929	2697.29	13.241	1.24804
XM_029176086.1	2918	2686.29	55.759	5.27712
XM_029176087.1	4079	3847.29	775	51.2132
XM_029176088.1	10895	10663.3	809	19.2882
XM_029176089.1	10499	10267.3	0.000249573	6.17984e-06
XM_029176090.1	17922	17690.3	26.1722	0.376133
XM_029176091.1	10588	10356.3	58.8645	1.44506
XM_029176092.1	9721	9489.29	179.32	4.80431
XM_029176093.1	10083	9851.29	37.6317	0.971172
XM_029176094.1	9652	9420.29	0	0
XM_029176095.1	10659	10427.3	0	0
XM_029176096.1	3540	3308.29	3.96767	0.304907
XM_029176097.1	10656	10424.3	17.4622	0.425879
XM_029176098.1	10650	10418.3	22.0567	0.538244
XM_029176099.1	10194	9962.29	51.423	1.3123
XM_029176100.1	10632	10400.3	36.0624	0.881544
XM_029176101.1	10596	10364.3	16.784	0.41171
XM_029176102.1	17775	17543.3	9.5587	0.138523
XM_029176103.1	10075	9843.29	37.395	0.965847
XM_029176104.1	2400	2168.29	81.0423	9.50232
XM_029176105.1	2240	2008.29	299.507	37.9154
XM_029176106.1	2478	2246.29	74.451	8.42637
XM_029176107.1	919	687.289	59	21.8247
XM_029176108.1	2396	2164.29	32.6837	3.8393
XM_029176109.1	2334	2102.29	100.466	12.1496
XM_029176110.1	1694	1462.29	104.056	18.0912
XM_029176111.1	2294	2062.29	28.1556	3.47097
XM_029176112.1	808	576.318	176	77.64
XM_029176113.1	2336	2104.29	15.5427	1.87783
XM_029176114.1	2314	2082.29	73.4573	8.96869
XM_029176115.1	1372	1140.29	155.604	34.6929
XM_029176116.1	1226	994.289	50.3962	12.8861
XM_029176117.1	891	659.289	10	3.8562
XM_029176118.1	2175	1943.29	1856	242.815
XM_029176119.1	5173	4941.29	574.989	29.5838
XM_029176120.1	5026	4794.29	0.0109643	0.000581421
XM_029176121.1	4944	4712.29	173	9.3336
XM_029176122.1	4881	4649.29	0	0
XM_029176123.1	2545	2313.29	0	0
XM_029176124.1	3457	3225.29	198.976	15.6843
XM_029176125.1	3379	3147.29	54.0244	4.36404
XM_029176126.1	1526	1294.29	1.37869	0.270814
XM_029176127.1	782	550.404	2.52019	1.16409
XM_029176128.1	796	564.404	0	0
XM_029176129.1	3990	3758.29	6.10112	0.412719
XM_029176130.1	823	591.289	798	343.114
XM_029176131.1	2615	2383.29	238	25.3884
XM_029176132.1	2521	2289.29	4.96246	0.551101
XM_029176133.1	2883	2651.29	204	19.5618
XM_029176134.1	1985	1753.29	267	38.7162
XM_029176135.1	977	745.289	69	23.5374
XM_029176136.1	693	461.526	0	0
XM_029176137.1	1964	1732.29	626	91.8733
XM_029176138.1	1659	1427.29	154.666	27.5497
XM_029176139.1	1440	1208.29	14.3344	3.01609
XM_029176140.1	2717	2485.29	0.00130052	0.000133038
XM_029176141.1	7277	7045.29	1.08078e-07	3.90008e-09
XM_029176142.1	7271	7039.29	574.207	20.7384
XM_029176143.1	7260	7028.29	55.7929	2.0182
XM_029176144.1	4427	4195.29	0	0
XM_029176145.1	4424	4192.29	394.534	23.9259
XM_029176146.1	4421	4189.29	290.904	17.6541
XM_029176147.1	2653	2421.29	208.562	21.899
XM_029176148.1	1215	983.289	9.15512	2.36711
XM_029176149.1	1039	807.289	187.681	59.1054
XM_029176150.1	2727	2495.29	1.99713e-05	2.03479e-06
XM_029176151.1	2554	2322.29	43.2324	4.7329
XM_029176152.1	1607	1375.29	20.6968	3.82599
XM_029176153.1	1336	1104.29	91.2343	21.0044
XM_029176154.1	1590	1358.29	76.7024	14.3566
XM_029176155.1	793	561.404	3.29759	1.49333
XM_029176156.1	1386	1154.29	0	0
XM_029176157.1	4501	4269.29	856.039	50.9769
XM_029176158.1	4483	4251.29	43.9605	2.62892
XM_029176159.1	2581	2349.29	0	0
XM_029176160.1	3725	3493.29	0	0
XM_029176161.1	2743	2511.29	87.396	8.84769
XM_029176162.1	2899	2667.29	107.604	10.2564
XM_029176163.1	2758	2526.29	271.932	27.3661
XM_029176164.1	2758	2526.29	110.068	11.0768
XM_029176165.1	1203	971.289	68.6344	17.965
XM_029176166.1	1056	824.289	46.3656	14.3005
XM_029176167.1	5148	4916.29	28.7552	1.48701
XM_029176168.1	5133	4901.29	314.245	16.3002
XM_029176169.1	5052	4820.29	0.0643935	0.00339629
XM_029176170.1	4959	4727.29	52.702	2.83433
XM_029176171.1	4660	4428.29	109.925	6.31096
XM_029176172.1	4732	4500.29	0	0
XM_029176173.1	1984	1752.29	289.992	42.0741
XM_029176174.1	4531	4299.29	14.1841	0.838768
XM_029176175.1	4433	4201.29	14.4573	0.874862
XM_029176176.1	4497	4265.29	0	0
XM_029176177.1	4359	4127.29	0	0
XM_029176178.1	5022	4790.29	72.9803	3.87328
XM_029176179.1	4702	4470.29	0	0
XM_029176180.1	4403	4171.29	0	0
XM_029176181.1	3897	3665.29	102.402	7.10291
XM_029176182.1	4989	4757.29	186.957	9.99122
XM_029176183.1	3957	3725.29	48.4632	3.3074
XM_029176184.1	3369	3137.29	0	0
XM_029176185.1	3739	3507.29	0	0
XM_029176186.1	3826	3594.29	42.4373	3.00172
XM_029176187.1	4965	4733.29	23.027	1.23683
XM_029176188.1	3982	3750.29	58.6888	3.97856
XM_029176189.1	4278	4046.29	19.5349	1.22741
XM_029176190.1	1764	1532.29	541.404	89.8288
XM_029176191.1	3884	3652.29	32.1232	2.23609
XM_029176192.1	3786	3554.29	35.7596	2.55785
XM_029176193.1	4896	4664.29	0	0
XM_029176194.1	4725	4493.29	14.2932	0.808721
XM_029176195.1	735	503.43	49.3316	24.9127
XM_029176196.1	709	477.48	28.9844	15.4328
XM_029176197.1	731	499.455	5.68401	2.8933
XM_029176198.1	10002	9770.29	12.3604	0.321634
XM_029176199.1	1754	1522.29	442.715	73.9371
XM_029176200.1	10890	10658.3	137.349	3.27623
XM_029176201.1	10872	10640.3	15.1654	0.362356
XM_029176202.1	9924	9692.29	76.9225	2.01773
XM_029176203.1	9894	9662.29	26.7021	0.702587
XM_029176204.1	9888	9656.29	153.236	4.03447
XM_029176205.1	10757	10525.3	167.807	4.05333
XM_029176206.1	10726	10494.3	70.3519	1.70435
XM_029176207.1	9780	9548.29	335.905	8.94389
XM_029176208.1	10648	10416.3	380.2	9.2797
XM_029176209.1	10863	10631.3	0	0
XM_029176210.1	1993	1761.29	20.03	2.89125
XM_029176211.1	5743	5511.29	206.927	9.54552
XM_029176212.1	5733	5501.29	0	0
XM_029176213.1	5641	5409.29	0	0
XM_029176214.1	5613	5381.29	0	0
XM_029176215.1	4842	4610.29	65.2908	3.60047
XM_029176216.1	4795	4563.29	0	0
XM_029176217.1	4599	4367.29	28.782	1.6755
XM_029176218.1	7262	7030.29	430.945	15.5842
XM_029176219.1	7177	6945.29	629.668	23.0492
XM_029176220.1	7042	6810.29	39.3867	1.47034
XM_029176221.1	2703	2471.29	105	10.8019
XM_029176222.1	1443	1211.29	108.049	22.6781
XM_029176223.1	1458	1226.29	12.9513	2.68507
XM_029176224.1	1671	1439.29	8.00402	1.41382
XM_029176225.1	497	267.899	7	6.64296
XM_029176226.1	5147	4915.29	536.604	27.7549
XM_029176227.1	3330	3098.29	136.396	11.1922
XM_029176228.1	785	553.404	5598	2571.73
XM_029176229.1	883	651.289	338	131.94
XM_029176230.1	1520	1288.29	11	2.17077
XM_029176231.1	12437	12205.3	3.06879	0.0639225
XM_029176232.1	12428	12196.3	0.0161477	0.000336602
XM_029176233.1	12428	12196.3	6.60909	0.137768
XM_029176234.1	12413	12181.3	23.7673	0.496046
XM_029176235.1	9542	9310.29	38.863	1.06123
XM_029176236.1	11690	11458.3	37.9016	0.840956
XM_029176237.1	3111	2879.29	16.5	1.45691
XM_029176238.1	9395	9163.29	1.54769	0.0429406
XM_029176239.1	9348	9116.29	36.2264	1.01028
XM_029176240.1	7540	7308.29	0	0
XM_029176241.1	1460	1228.29	300	62.0949
XM_029176242.1	1714	1482.29	0	0
XM_029176243.1	1654	1422.29	49.6086	8.86755
XM_029176244.1	2052	1820.29	812	113.41
XM_029176245.1	5459	5227.29	170	8.26814
XM_029176246.1	5617	5385.29	231	10.9053
XM_029176247.1	5442	5210.29	363	17.7125
XM_029176248.1	2231	1999.29	421.186	53.5592
XM_029176249.1	2220	1988.29	9.81357	1.25482
XM_029176250.1	2163	1931.29	51.5646	6.78796
XM_029176251.1	2142	1910.29	0	0
XM_029176252.1	2208	1976.29	188.384	24.2342
XM_029176253.1	2187	1955.29	22.0516	2.86724
XM_029176254.1	2182	1950.29	0	0
XM_029176255.1	1922	1690.29	63.1607	9.49994
XM_029176256.1	1889	1657.29	286.215	43.9065
XM_029176257.1	2017	1785.29	8.39417	1.19538
XM_029176258.1	1393	1161.29	91.6902	20.0733
XM_029176259.1	1405	1173.29	14.3098	3.10072
XM_029176260.1	1588	1356.29	11	2.06194
XM_029176261.1	1876	1644.29	728	112.561
XM_029176262.1	1534	1302.29	0	0
XM_029176263.1	7454	7222.29	0	0
XM_029176264.1	7442	7210.29	935.933	33.001
XM_029176265.1	6939	6707.29	140.219	5.31491
XM_029176266.1	7204	6972.29	284.848	10.3866
XM_029176267.1	7125	6893.29	424	15.6378
XM_029176268.1	7732	7500.29	51.3152	1.73941
XM_029176269.1	7678	7446.29	134.2	4.58193
XM_029176270.1	7675	7443.29	553.358	18.9006
XM_029176271.1	7600	7368.29	31.1269	1.074
XM_029176272.1	721	489.48	113	58.692
XM_029176273.1	6467	6235.29	0	0
XM_029176274.1	1606	1374.29	1328	245.672
XM_029176275.1	6508	6276.29	0	0
